Name	Description	p-value	q-value	pheontype	genes
 GO:0042180	cellular ketone metabolic process	6.89e-07	6.89e-07	1	ACADVL,COQ9,DLD,MLYCD,COQ5,FABP3,COQ3,NDUFA9,DLAT,ADCK3,PDHB,ADIPOQ,MLXIPL,AADAT,SCP2,BHMT,COQ4,UGT1A6,VKORC1,CYP4F11,CYP4F2,CYP2B6,ADH4,AKR1C4,UGT1A1,UGT1A10,UGT1A3,UGT1A4,PSMB1,PSMA4,PSMD8,PSMC6,PSMA3,PSMA6,PSMA7,PSMD7,PSMA2,PSMD14,PARK7,PSMB2,PSMA1,PSME3,CCBL2,PSMB6,PSMA8,PSMB4,PSMD6,PSMC3,CRYZL1
 GO:0034440	lipid oxidation	1.28e-08	1.28e-08	1	ACADVL,MLYCD,ETFB,FABP3,HADH,ADIPOQ,ACAD10,PCCB,ACADL,HAO2,ACADM,ECHS1,ETFA,ACAD8,MMAA,BDH2,PCCA,AMACR,HAO1,GCDH,EHHADH,SCP2,ACADS,IVD,SLC27A2,MUT,ACSM1,ECI1,ACOX2,ETFDH,ACAD11,CROT,ACAA1,PHYH,ABCD3,HSD17B4,ACOX1,PEX2,ACADSB
 GO:0019395	fatty acid oxidation	9.1e-09	9.1e-09	1	ACADVL,MLYCD,ETFB,FABP3,HADH,ADIPOQ,ACAD10,PCCB,ACADL,HAO2,ACADM,ECHS1,ETFA,ACAD8,MMAA,BDH2,PCCA,AMACR,HAO1,GCDH,EHHADH,SCP2,ACADS,IVD,SLC27A2,MUT,ACSM1,ECI1,ACOX2,ETFDH,ACAD11,CROT,ACAA1,PHYH,ABCD3,HSD17B4,ACOX1,PEX2,ACADSB
 GO:1901657	glycosyl compound metabolic process	5.95e-33	5.95e-33	1	UQCRC1,NDUFB4,MYH7,NDUFB7,MLYCD,MYH3,NDUFC1,ATP5B,NDUFA8,ATP5E,NDUFA1,NDUFA5,NDUFA10,COX4I1,MYH8,NDUFB5,NDUFA9,UQCRC2,NDUFB10,NDUFS6,GBAS,ATP5A1,NDUFS4,NDUFB6,ATP5C1,NDUFB8,NDUFV1,SDHAF2,NDUFS5,ATP5I,NDUFA3,UQCRH,COX8A,NDUFV2,UQCR10,MYH6,CYTB,ND2,ND5,ND3,ND4,C11ORF83,NDUFS3,ATP8,ATP5J2,ACTN3,MYH4,PKM2,ENO1,MAGI3,PGK1,ENO3,MPP2,ALDOC,TPI1,ENO2,PDC,PFKFB2,C6ORF130,PDE6A,PDE6B,LDHA,PDCL,PFKL,PFKM,HKDC1,HK2,TYW5,ADAL,PGK2,PGAM1,PGAM4,CROT,CAD,AHCY,SULT1E1,UMPS,DUT,GAMT,NUDT7,UCK2,SLC26A1,AKR1C2,CMPK1,TK1,TYMS,DHFRL1,AKR1C1,SULT1A1,SULT1C4,SULT1A3
 GO:0006091	generation of precursor metabolites and energy	8.32e-49	8.32e-49	1	SLC25A5,UQCRC1,CS,NDUFB4,ACADVL,SDHA,DLD,NDUFB7,ACO2,GYS1,ETFB,OGDH,NDUFC1,ATP5B,NNT,NDUFA8,DLST,ATP5E,NDUFA1,NDUFA5,NDUFA10,COX4I1,COX7B,COX5B,NDUFB5,NDUFA9,UQCRC2,NDUFB10,NDUFS6,GBAS,NDUFB11,SLC25A4,ATP5A1,COX6A2,COX7A1,NDUFS4,NDUFB6,ATP5C1,NDUFB8,NDUFV1,SDHAF2,PDHB,NDUFS5,ATP5I,UQCRFS1,SLC25A6,NDUFA3,UQCRH,COX8A,NDUFV2,CYC1,ADIPOQ,UQCR10,NDUFA12,CYTB,ND2,ND5,ND3,ND4,SDHD,C11ORF83,NDUFS3,ATP8,ATP5J2,ACTN3,SLC25A13,MLXIPL,GIPR,PHKA2,GYG2,ACACB,PGM1,XYLB,GCK,GYS2,GBE1,STBD1,G6PC,SDHC,AGL,FBP1,ACSM1,FASN,UGP2,ETFDH,DHTKD1,ENTPD5,PKM2,ENO1,GNB1,GNAS,PYGL,PGK1,ENO3,ALDOC,GNB3,TPI1,ENO2,PRKAR2A,SLC2A1,PFKFB2,NR1D1,GNG13,INPP5K,LDHA,PFKL,PFKM,HKDC1,KCNB1,HK2,GYG1,TKT,PGM2,PGK2,PGAM1,TALDO1,NHLRC1,ND6,PGAM4,PFKP,FH,PYGB,PRKAG2,PRKAR1A,NDUFS8,NDUFS7,FASTKD3,COX7C,PRKAB2,ATP5G2,FASTKD1,ATP5G3,ATP5G1,PRKAA2,PGAM2,ADCY5,PPP1R3B,COX2,COX1,COX3
 GO:0015980	energy derivation by oxidation of organic compounds	1.01e-49	1.01e-49	1	SLC25A5,UQCRC1,CS,NDUFB4,ACADVL,SDHA,DLD,NDUFB7,ACO2,GYS1,ETFB,OGDH,NDUFC1,ATP5B,NNT,NDUFA8,DLST,ATP5E,NDUFA1,NDUFA5,NDUFA10,COX4I1,COX7B,COX5B,NDUFB5,NDUFA9,UQCRC2,NDUFB10,NDUFS6,NDUFB11,SLC25A4,ATP5A1,NDUFS4,NDUFB6,ATP5C1,NDUFB8,NDUFV1,SDHAF2,PDHB,NDUFS5,ATP5I,UQCRFS1,SLC25A6,NDUFA3,UQCRH,COX8A,NDUFV2,CYC1,UQCR10,NDUFA12,CYTB,ND2,ND5,ND3,ND4,SDHD,C11ORF83,NDUFS3,ATP8,ATP5J2,ACTN3,SLC25A13,MLXIPL,PHKA2,GYG2,ACACB,PGM1,GCK,GYS2,GBE1,STBD1,G6PC,SDHC,AGL,ACSM1,FASN,UGP2,ETFDH,DHTKD1,FH,PYGB,PRKAG2,PRKAR1A,NDUFS8,NDUFS7,FASTKD3,COX7C,PRKAB2,ATP5G2,FASTKD1,ATP5G3,ATP5G1,PRKAA2,ADCY5,PPP1R3B,COX2,COX1,COX3
 KEGG:01200	Carbon metabolism	2.37e-08	2.37e-08	1	CS,SDHA,DLD,ACO2,OGDH,DLST,DLAT,PDHB,SDHD,ACAT1,PCCB,HAO2,ACADM,SDHB,ALDH6A1,ACO1,ECHS1,ALDOB,PKLR,AMT,C9ORF103,SUCLG2,PCCA,IDH2,HIBCH,H6PD,HAO1,GCK,EHHADH,GOT1,ACADS,FBP2,SDS,SDHC,MUT,DAK,FBP1,GPT,AGXT,PC,SHMT1,GLDC,SHMT2,ME1,PKM2,ENO1,PGK1,ENO3,ALDOC,TPI1,ENO2,PFKL,PFKM,HKDC1,HK2,TKT,PGK2,PGAM1,TALDO1,PGAM4
 REAC:1428517	The citric acid (TCA) cycle and respiratory electron transport	2.14e-57	2.14e-57	1	UQCRC1,CS,NDUFB4,SDHA,DLD,NDUFB7,ACO2,ETFB,OGDH,NDUFC1,ATP5B,NNT,NDUFA8,DLST,ATP5E,NDUFA1,NDUFA5,NDUFA10,COX4I1,COX7B,COX5B,NDUFB5,NDUFA9,UQCRC2,NDUFB10,NDUFS6,NDUFB11,DLAT,NUBPL,ATP5A1,NDUFS4,NDUFB6,ATP5C1,NDUFB8,NDUFV1,PDHB,NDUFS5,ATP5I,UQCRFS1,NDUFA3,UQCRH,COX8A,NDUFV2,CYC1,UQCR10,NDUFA12,CYTB,ND2,ND5,ND3,ND4,SDHD,NDUFS3,ATP8,ATP5J2,BRP44L,L2HGDH,LDHB,SDHB,TACO1,LRPPRC,ETFA,NDUFB9,ATP5H,SUCLG2,D2HGDH,IDH2,FH,NDUFS8,NDUFS7,COX7C,ATP5G2,PDK1,ATP5G3,ATP5G1,COX2,COX1,COX3
 REAC:389661	Glyoxylate metabolism and glycine degradation	0.000243	0.000243	1	DLD,OGDH,DLST,DLAT,PDHB,BCKDHB,DAO,AGXT2,AMT,BCKDHA,HAO1,GNMT,GRHPR,AGXT,GLDC,DHTKD1
 GO:1904223	regulation of glucuronosyltransferase activity	1.06e-06	1.06e-06	1	UGT1A9,UGT1A8,UGT1A7,UGT1A6,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A6,UGT1A1,UGT1A3,UGT1A4
 GO:1904224	negative regulation of glucuronosyltransferase activity	1.06e-06	1.06e-06	1	UGT1A9,UGT1A8,UGT1A7,UGT1A6,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A6,UGT1A1,UGT1A3,UGT1A4
 GO:0055088	lipid homeostasis	0.00036	0.00036	1	ACSM3,ACAD10,ACADL,ACADM,NPC2,ETFA,ACAD8,ACSM2A,MLXIPL,GCKR,GCDH,EPHX2,ACADS,IVD,ACSM1,ACOX2,ACAD11,RORA,C1QTNF3,HNF4A,APOA4,EPHX2,ABCG8,MALL,LIPC,SOAT2,NR1D2,PTCHD2,APOC4,APOB,APOA4,APOC3,APOA1,APOE,LAMTOR1,APOA2,ACAD9,APOM,LCAT,APOC2,CEBPA,APOC4
 GO:0044282	small molecule catabolic process	2.83e-38	2.83e-38	1	ACAT1,BCKDHB,MIOX,RENBP,QPRT,DAO,ACAD10,AGXT2,PCCB,ACADL,KMO,ACADM,HMGCL,AKR1A1,ALDH6A1,ECHS1,BBOX1,MCCC2,ALDOB,KHK,SUOX,ETFA,IMPA2,PKLR,ACAD8,MMAA,ACMSD,ALDH4A1,BDH2,ALDH7A1,CRYL1,PCCA,PDDC1,HIBCH,HOGA1,AMACR,BCKDHA,PON1,AASS,OTC,PGM1,XYLB,HAO1,FAH,GCDH,PON3,GCK,AADAT,EHHADH,HGD,SCP2,CTH,GALE,GOT1,AKR1D1,ACADS,ASL,IVD,SDS,GLS2,AMDHD1,SORD,SLC27A2,ALDH9A1,MUT,DAK,HPD,UROC1,CBS,FTCD,HAAO,PCBD1,ECI1,ACOX2,DCXR,ETFDH,PAH,CYP4F11,AGXT,SHMT1,GLDC,PIPOX,ABAT,SLC25A10,AFMID,CYP4F2,CYP4F12,CYP4A11,ADH4,TAT,ACAD11,CROT,ACAA1,HAL,PHYH,GALK1,ABCD3,ARG1,TST,CDO1,HSD17B4,GCSH,GLUD1,HNMT,BDH1,ACOX1,PEX2,LIPC,GLUD2,ACADSB,GALT
 GO:0044283	small molecule biosynthetic process	5.14e-22	5.14e-22	1	ACAT1,GGT1,GGTLC2,AGXT2,ACADL,ACADM,HMGCL,PCK1,ATF4,BBOX1,BHMT2,GGT2,ALDOB,RBP4,SOD1,HMGCLL1,ADM,BDH2,PDSS2,ACAA2,GATM,PDDC1,HOGA1,AMACR,SLC25A13,MLXIPL,OTC,ABCB11,PGM1,SLC27A5,SEC14L2,SLC25A1,MTHFD1,GCK,PTGR1,SCP2,CTH,GOT1,AKR1D1,ASL,ASS1,FBP2,G6PC,HMGCS2,SDS,GLS2,CYP27A1,BAAT,SLC44A5,SORD,SLC27A2,BHMT,CYP39A1,CBS,HAAO,FBP1,COQ4,GPT,ACOX2,UGP2,PAH,AGXT,PC,CLK2,SHMT1,CYP8B1,SLC25A10,AKR1C4,TNF,CPS1,CAD,MGST2,PHGDH,ERLIN1,UGDH,HMGCS1,ABCD3,CDO1,GAMT,HSD17B4,PSPH,EBP,GLUD1,ABHD3,LSS,CYP3A4,BDH1,MID1IP1,LIPC,DSEL,ADI1,GLUD2,UROS,DHFR,DECR2,CYP51A1,OAT,IDI1,FDFT1,SCD,TECR,MTAP,SQLE,SC5DL,MVK,PTGES3,HMGCR,SCAP,DHCR24,PARK7,HSD17B7,LPIN1,NSDHL,IDI2,FADS1,TM7SF2,FDPS,PMVK,PRKACG,MVD,SRR,DHCR7,ELOVL2
 GO:1901565	organonitrogen compound catabolic process	4.87e-21	4.87e-21	1	ACAT1,BCKDHB,GGT1,QPRT,CTSH,PGCP,NAGLU,DAO,AGXT2,ACADL,KMO,HMGCL,ALDH6A1,BBOX1,MCCC2,ENPEP,SUOX,ACAD8,ACMSD,ALDH4A1,ACE,PDE9A,ALDH7A1,ANPEP,HIBCH,HOGA1,BCKDHA,AASS,OTC,MAOB,UPB1,CYP2D6,FAH,GCDH,AADAT,HGD,CTH,GOT1,ASL,MPST,IVD,SDS,GLS2,AOX1,AMDHD1,ALDH9A1,DPYS,HPD,XDH,UROC1,CBS,FTCD,HAAO,PCBD1,GUSB,PAH,AGXT,SHMT1,GLDC,PIPOX,ABAT,SLC25A10,AFMID,TAT,UGT1A1,UGT1A4,HAL,OVGP1,BLVRB,HMOX1,CYP3A5,HYAL1,SDC1,ARG1,CAT,TST,DUT,CDO1,MUTYH,STAB2,NUDT7,GCSH,GPC3,GLUD1,HNMT,PDE3B,CYP3A4,LIPC,GLUD2,ACADSB
 GO:0009410	response to xenobiotic stimulus	2.52e-46	2.52e-46	1	FMO1,DPEP1,AKR7A2,ACSM2B,GGT1,CRYZ,AKR1A1,ACY3,CNDP2,GGT2,TPMT,GLYAT,SULT1C2,UGT1A9,UGT1A8,ACY1,UGT1A7,FMO3,MGST1,MAOB,FMO2,CYP2D6,SULT2A1,CYP2C18,ALDH2,EPHX2,CYP2E1,UGT2B28,CYP27A1,ALDH1B1,CYP2C9,CYP2C8,CYP1A1,CYP1A2,CYP39A1,MAT1A,UGT2B4,AKR7A3,ALDH1A1,CYP2C19,NNMT,ACSM1,UGT1A6,UGP2,CYP4F11,CES2,ADH6,OPLAH,CYP8B1,CYP4F2,CYP4F12,CYP4F8,CYP4F3,CYP4A11,ADH1A,ADH1B,UGT2B15,CYP2B6,CYP2A13,ADH4,CES1,UGT2B11,UGT1A5,UGT1A1,UGT1A10,UGT1A3,UGT1A4,ADH1C,CYP2A6,CYP3A43,MGST2,AHCY,CYP3A5,SULT1E1,UGDH,CYP2J2,SLC26A1,GSTO1,CYP3A4,CYP3A7,AKR1C1,SULT1A1,GSTK1,ADH5,SULT1C4,SULT1A3,CYP3A7-CYP3AP1
 GO:0071466	cellular response to xenobiotic stimulus	1.83e-46	1.83e-46	1	FMO1,DPEP1,AKR7A2,ACSM2B,GGT1,CRYZ,AKR1A1,ACY3,CNDP2,GGT2,TPMT,GLYAT,SULT1C2,UGT1A9,UGT1A8,ACY1,UGT1A7,FMO3,MGST1,MAOB,FMO2,CYP2D6,SULT2A1,CYP2C18,ALDH2,EPHX2,CYP2E1,UGT2B28,CYP27A1,ALDH1B1,CYP2C9,CYP2C8,CYP1A1,CYP1A2,CYP39A1,MAT1A,UGT2B4,AKR7A3,ALDH1A1,CYP2C19,NNMT,ACSM1,UGT1A6,UGP2,CYP4F11,CES2,ADH6,OPLAH,CYP8B1,CYP4F2,CYP4F12,CYP4F8,CYP4F3,CYP4A11,ADH1A,ADH1B,UGT2B15,CYP2B6,CYP2A13,ADH4,CES1,UGT2B11,UGT1A5,UGT1A1,UGT1A10,UGT1A3,UGT1A4,ADH1C,CYP2A6,CYP3A43,MGST2,AHCY,CYP3A5,SULT1E1,UGDH,CYP2J2,SLC26A1,GSTO1,CYP3A4,CYP3A7,AKR1C1,SULT1A1,GSTK1,ADH5,SULT1C4,SULT1A3,CYP3A7-CYP3AP1
 GO:0006805	xenobiotic metabolic process	1.32e-46	1.32e-46	1	FMO1,DPEP1,AKR7A2,ACSM2B,GGT1,CRYZ,AKR1A1,ACY3,CNDP2,GGT2,TPMT,GLYAT,SULT1C2,UGT1A9,UGT1A8,ACY1,UGT1A7,FMO3,MGST1,MAOB,FMO2,CYP2D6,SULT2A1,CYP2C18,ALDH2,EPHX2,CYP2E1,UGT2B28,CYP27A1,ALDH1B1,CYP2C9,CYP2C8,CYP1A1,CYP1A2,CYP39A1,MAT1A,UGT2B4,AKR7A3,ALDH1A1,CYP2C19,NNMT,ACSM1,UGT1A6,UGP2,CYP4F11,CES2,ADH6,OPLAH,CYP8B1,CYP4F2,CYP4F12,CYP4F8,CYP4F3,CYP4A11,ADH1A,ADH1B,UGT2B15,CYP2B6,CYP2A13,ADH4,CES1,UGT2B11,UGT1A5,UGT1A1,UGT1A10,UGT1A3,UGT1A4,ADH1C,CYP2A6,CYP3A43,MGST2,AHCY,CYP3A5,SULT1E1,UGDH,CYP2J2,SLC26A1,GSTO1,CYP3A4,CYP3A7,AKR1C1,SULT1A1,GSTK1,ADH5,SULT1C4,SULT1A3,CYP3A7-CYP3AP1
 GO:0016054	organic acid catabolic process	9.04e-39	9.04e-39	1	ACAT1,BCKDHB,RENBP,QPRT,DAO,ACAD10,AGXT2,PCCB,ACADL,KMO,ACADM,HMGCL,AKR1A1,ALDH6A1,ECHS1,BBOX1,MCCC2,SUOX,ETFA,ACAD8,MMAA,ACMSD,ALDH4A1,BDH2,ALDH7A1,CRYL1,PCCA,HIBCH,HOGA1,AMACR,BCKDHA,PON1,AASS,OTC,XYLB,HAO1,FAH,GCDH,PON3,AADAT,EHHADH,HGD,SCP2,CTH,GOT1,ACADS,ASL,IVD,SDS,GLS2,AMDHD1,SORD,SLC27A2,ALDH9A1,MUT,HPD,UROC1,CBS,FTCD,HAAO,PCBD1,ECI1,ACOX2,DCXR,ETFDH,PAH,AGXT,SHMT1,GLDC,PIPOX,ABAT,SLC25A10,AFMID,CYP4F2,CYP4F12,CYP4A11,TAT,ACAD11,CROT,ACAA1,HAL,PHYH,ABCD3,ARG1,TST,CDO1,HSD17B4,GCSH,GLUD1,HNMT,ACOX1,PEX2,GLUD2,ACADSB
 GO:0046395	carboxylic acid catabolic process	9.04e-39	9.04e-39	1	ACAT1,BCKDHB,RENBP,QPRT,DAO,ACAD10,AGXT2,PCCB,ACADL,KMO,ACADM,HMGCL,AKR1A1,ALDH6A1,ECHS1,BBOX1,MCCC2,SUOX,ETFA,ACAD8,MMAA,ACMSD,ALDH4A1,BDH2,ALDH7A1,CRYL1,PCCA,HIBCH,HOGA1,AMACR,BCKDHA,PON1,AASS,OTC,XYLB,HAO1,FAH,GCDH,PON3,AADAT,EHHADH,HGD,SCP2,CTH,GOT1,ACADS,ASL,IVD,SDS,GLS2,AMDHD1,SORD,SLC27A2,ALDH9A1,MUT,HPD,UROC1,CBS,FTCD,HAAO,PCBD1,ECI1,ACOX2,DCXR,ETFDH,PAH,AGXT,SHMT1,GLDC,PIPOX,ABAT,SLC25A10,AFMID,CYP4F2,CYP4F12,CYP4A11,TAT,ACAD11,CROT,ACAA1,HAL,PHYH,ABCD3,ARG1,TST,CDO1,HSD17B4,GCSH,GLUD1,HNMT,ACOX1,PEX2,GLUD2,ACADSB
 GO:0006790	sulfur compound metabolic process	6.41e-08	6.41e-08	1	DPEP1,GGT1,GGTLC2,ACOT13,PCCB,AKR1A1,ACOT2,PDZD11,MCCC2,BHMT2,CNDP2,GGT2,SUOX,SOD1,NAT8,GLYAT,ACSF2,SUCLG2,PCCA,MSRA,ACSM2A,ACOT1,SULT1C2,MGST1,ACACB,SLC25A1,MTHFD1,SULT2A1,CTH,GOT1,GNMT,MPST,SLC19A3,BAAT,SLC5A6,BHMT,MUT,MAT1A,ACSL1,CBS,FASN,AGXT,PC,OPLAH,PIPOX,SLC25A10,ACSL5,CPS1,ACSL4,MGST2,AHCY,SULT1E1,HYAL1,SDC1,TST,CDO1,GAMT,SLC35D2,HSD17B4,TXN,NUDT7,SLC26A1,GPC3,GSTO1,DSEL,ACOT12,CHST13,ADI1,SULT1A1,GSTK1,SULT1C4,EEF1G,SULT1A3,GGCT,MAT2B,FAR2,GSTP1,TXNL1,SCD,TECR,MTAP,TXN2,SMS,CHPF,EEF1E1,ACLY,GSTT2B,ESD,HSD17B12,PMVK,MVD,GSTA3,GSTA5,GPC6,ELOVL2,CHSY3,PPT2,GSTA1,GSTA2
 GO:0007586	digestion	9.25e-13	9.25e-13	1	PBLD,TREH,RBP4,ENPEP,ACE,SLC22A5,AQP1,MGAM,PRSS3,PPY,COPA,CLPS,CTRL,CELA3A,SST,PLA2G1B,AMY1B,PNLIP,MUC6,AMY1C,PRSS1,AMY1A,AMY2B,AMY2A,PRSS2,NPC1L1,SLC15A1,SI,APOA4,MEP1A,LCT,TREH,ACE2,CLPS,ENPEP,SSTR1,MEP1B,CELA3A,ABCG8,FABP2,SST,GHRL,ACE,TFF1,LIPC,SOAT2,MUC13,MGAM,PRSS2
 GO:0001991	regulation of systemic arterial blood pressure by circulatory renin-angiotensin	8.37e-05	8.37e-05	1	ENPEP,ACE,ANPEP,OR51E2,MME,CMA1,CTSG,CPA3,PCSK5,ACE2,AGT,ENPEP,ACE,ANPEP,MME
 GO:0005996	monosaccharide metabolic process	1.13e-24	1.13e-24	1	PCK2,AKR1A1,PCK1,ATF4,UGT2A3,ALDOB,KHK,RBP4,PKLR,GALM,CRYL1,SLC23A1,UGT1A9,UGT1A8,UGT1A7,SLC25A13,PHKA2,GYG2,PGM1,GCKR,XYLB,SLC25A1,GCK,UGT2B10,GYS2,GBE1,GALE,GOT1,FBP2,G6PC,UGT2B28,SORD,DAK,UGT2B4,AGL,FBP1,UGT1A6,DCXR,UGP2,UGT2B7,PC,UGT2A1,CLK2,SLC25A10,UGT2B15,UGT2B17,UGT2B11,UGT1A5,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT2A2,PKM2,RORA,ENO1,PYGL,PGK1,ENO3,ALDOC,TPI1,ENO2,SLC2A1,PFKFB2,NR1D1,INPP5K,PFKL,RORC,PFKM,HK2,GYG1,TKT,PGM2,PGAM1,TALDO1,NHLRC1,PGAM4
 GO:2001029	regulation of cellular glucuronidation	2.35e-06	2.35e-06	1	UGT1A9,UGT1A8,UGT1A7,UGT1A6,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A6,UGT1A1,UGT1A3,UGT1A4
 GO:0052697	xenobiotic glucuronidation	2.93e-08	2.93e-08	1	UGT1A9,UGT1A8,UGT1A7,UGT1A6,UGT1A5,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A6,UGT1A5,UGT1A1,UGT1A3,UGT1A4
 GO:2001030	negative regulation of cellular glucuronidation	1.06e-06	1.06e-06	1	UGT1A9,UGT1A8,UGT1A7,UGT1A6,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT1A6,UGT1A1,UGT1A3,UGT1A4
 GO:0006631	fatty acid metabolic process	1.26e-27	1.26e-27	1	DPEP1,GGT1,GGTLC2,ACAD10,PCCB,ACADL,HAO2,ACADM,ACOT2,ECHS1,GGT2,ETFA,ACAD8,MMAA,BDH2,PCCA,ACOT1,UGT1A9,AMACR,UGT1A8,UGT1A7,MLXIPL,SLC27A5,CYP2D6,HAO1,GCDH,PTGR1,CYP2C18,EHHADH,SCP2,EPHX2,ACADS,IVD,CYP2E1,CYP2C9,CYP2C8,SLC27A2,CYP1A1,CYP1A2,MUT,ACSL1,FAAH2,CYP2C19,ACSM1,UGT1A6,ECI1,ACOX2,FASN,ETFDH,CYP4F2,CYP4F12,CYP4F8,CYP4F3,CYP4A11,ACSL5,CYP2B6,CYP2A13,CYP2A7,ACAD11,UGT1A1,UGT1A10,UGT1A3,UGT1A4,CYP2A6,CROT,ACAA1,ACSL4,MGST2,PHYH,ERLIN1,ABCD3,ALKBH7,HSD17B4,CYP2J2,AKR1C2,ACOX1,PEX2,MID1IP1,LIPC,ACADSB,DECR2
 GO:0060177	regulation of angiotensin metabolic process	0.000149	0.000149	1	ENPEP,ACE,ANPEP,MME,CMA1,CTSG,CPA3,ACE2,AGT,ENPEP,ACE,ANPEP,MME
 GO:0002002	regulation of angiotensin levels in blood	0.000149	0.000149	1	ENPEP,ACE,ANPEP,MME,CMA1,CTSG,CPA3,ACE2,AGT,ENPEP,ACE,ANPEP,MME
 GO:0002003	angiotensin maturation	8.26e-05	8.26e-05	1	ENPEP,ACE,ANPEP,MME,CMA1,CTSG,CPA3,ACE2,AGT,ENPEP,ACE,ANPEP,MME
 GO:0006520	cellular amino acid metabolic process	9.95e-21	9.95e-21	1	DPEP1,ACAT1,BCKDHB,GGT1,DAO,AGXT2,KMO,HMGCL,ALDH6A1,PEPD,ATF4,BBOX1,MCCC2,DMGDH,BHMT2,CNDP2,BPHL,GGH,SLC3A1,PPA2,SUOX,GLYAT,ACAD8,ACMSD,ALDH4A1,ALDH7A1,GATM,MSRA,HIBCH,HOGA1,BCKDHA,SLC7A2,AASS,OTC,MTHFD1,SLC25A15,FAH,GCDH,AADAT,HGD,NIT2,CTH,GOT1,ASL,IVD,ASS1,SDS,GLS2,BAAT,AMDHD1,ALDH9A1,BHMT,MUT,MAT1A,HPD,UROC1,CBS,FTCD,HAAO,PCBD1,GPT,PAH,AGXT,SHMT1,GLDC,PIPOX,SHMT2,ABAT,SLC25A10,AFMID,TAT,CPS1,HAL,CAD,PHGDH,GCAT,AHCY,ARG1,TST,CDO1,GAMT,GCSH,PSPH,GLUD1,HNMT,TYMS,DHFRL1,OAZ2,ADI1,GLUD2,P4HB,ACADSB,DHFR,PSMB1,PSMA4,OAT,PSMD8,MTAP,PSMC6,PSMA3,PSMA6,PSMA7,SMS,PSMD7,PSMA2,PSMD14,PARK7,EEF1E1,PSMB2,PSMA1,PSME3,CCBL2,YARS2,PSMB6,PSMA8,PSMB4,PSMD6,AIMP1,SLC25A32,PSMC3,SRR,NMNAT1
 GO:1901605	alpha-amino acid metabolic process	2.22e-23	2.22e-23	1	DPEP1,GGT1,DAO,AGXT2,KMO,HMGCL,ALDH6A1,MCCC2,DMGDH,BHMT2,GGH,GLYAT,ACMSD,ALDH4A1,ALDH7A1,GATM,MSRA,HOGA1,AASS,OTC,MTHFD1,FAH,GCDH,AADAT,HGD,NIT2,CTH,GOT1,ASL,IVD,ASS1,SDS,GLS2,BAAT,AMDHD1,BHMT,MUT,HPD,UROC1,CBS,FTCD,HAAO,PCBD1,PAH,AGXT,SHMT1,GLDC,PIPOX,SHMT2,AFMID,TAT,CPS1,HAL,CAD,PHGDH,AHCY,ARG1,CDO1,GAMT,GCSH,PSPH,GLUD1,HNMT,TYMS,DHFRL1,ADI1,GLUD2,P4HB,DHFR
 GO:0009069	serine family amino acid metabolic process	7.83e-09	7.83e-09	1	GGT1,DAO,AGXT2,DMGDH,GLYAT,MTHFD1,CTH,SDS,BAAT,CBS,AGXT,SHMT1,GLDC,SHMT2,PHGDH,AHCY,CDO1,GCSH,PSPH
 GO:0009062	fatty acid catabolic process	1.78e-11	1.78e-11	1	ACAD10,PCCB,ACADL,ACADM,ECHS1,ETFA,ACAD8,MMAA,BDH2,PCCA,AMACR,HAO1,GCDH,EHHADH,SCP2,ACADS,IVD,SLC27A2,MUT,ECI1,ACOX2,ETFDH,CYP4F2,CYP4F12,CYP4A11,ACAD11,CROT,ACAA1,PHYH,ABCD3,HSD17B4,ACOX1,PEX2,ACADSB
 GO:0006635	fatty acid beta-oxidation	5.22e-08	5.22e-08	1	ACAD10,PCCB,ACADL,ACADM,ECHS1,ETFA,ACAD8,MMAA,BDH2,PCCA,AMACR,GCDH,EHHADH,SCP2,ACADS,IVD,SLC27A2,MUT,ECI1,ACOX2,ETFDH,ACAD11,CROT,ACAA1,ABCD3,HSD17B4,ACOX1,PEX2,ACADSB
 GO:0016052	carbohydrate catabolic process	1.79e-07	1.79e-07	1	MIOX,AKR1A1,TREH,ENOSF1,ALDOB,KHK,PKLR,CRYL1,PRKAG1,MGAM,MLXIPL,PHKA2,GYG2,PGM1,XYLB,GCK,GALE,STBD1,SORD,DAK,AGL,FBP1,DCXR,ENTPD5,PKM2,ENO1,PYGL,PGK1,ENO3,ALDOC,TPI1,ENO2,PFKFB2,LDHA,PFKL,PFKM,HKDC1,HK2,GYG1,PGM2,PGK2,PGAM1,PGAM4
 KEGG:00053	Ascorbate and aldarate metabolism	3.18e-21	3.18e-21	1	MIOX,UGT2A3,ALDH7A1,UGT1A9,UGT1A8,UGT1A7,UGT2B10,ALDH2,UGT2B28,ALDH1B1,ALDH9A1,UGT2B4,UGT1A6,UGT2B7,UGT2A1,UGT2B15,UGT2B17,UGT2B11,UGT1A5,UGT1A1,UGT1A10,UGT1A3,UGT1A4,UGT2A2,ALDH1B1,UGT1A6,UGT1A5,UGT1A1,UGT1A3,UGT1A4
