Name	GS	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
REGULATION OF RAS GTPASE ACTIVITY%GO%GO:0032318	REGULATION OF RAS GTPASE ACTIVITY%GO%GO:0032318		110	0.45765996	1.8417975	0.01	0.01	0.787	3290	tags=45%, list=20%, signal=56%
SPINAL CORD DEVELOPMENT%GO%GO:0021510	SPINAL CORD DEVELOPMENT%GO%GO:0021510		15	0.66884017	1.8415416	0.01	0.01	0.787	2717	tags=40%, list=16%, signal=48%
SIGNALING BY ROBO RECEPTOR%REACTOME%REACT_19351.1	SIGNALING BY ROBO RECEPTOR%REACTOME%REACT_19351.1		31	0.56072694	1.8413907	0.01	0.01	0.787	2862	tags=65%, list=17%, signal=78%
NEURAL PRECURSOR CELL PROLIFERATION%GO%GO:0061351	NEURAL PRECURSOR CELL PROLIFERATION%GO%GO:0061351		19	0.6293123	1.8387924	0.01	0.01	0.796	3477	tags=58%, list=21%, signal=73%
GTP METABOLIC PROCESS%GO%GO:0046039	GTP METABOLIC PROCESS%GO%GO:0046039		106	0.45857882	1.8346565	0.01	0.01	0.814	5218	tags=69%, list=32%, signal=100%
BIOCARTA_GPCR_PATHWAY%MSIGDB_C2%BIOCARTA_GPCR_PATHWAY	BIOCARTA_GPCR_PATHWAY%MSIGDB_C2%BIOCARTA_GPCR_PATHWAY		34	0.5563364	1.8330833	0.01	0.01	0.825	3881	tags=65%, list=24%, signal=84%
REGULATION OF NUCLEOSIDE METABOLIC PROCESS%GO%GO:0009118	REGULATION OF NUCLEOSIDE METABOLIC PROCESS%GO%GO:0009118		190	0.4295558	1.8263243	0.01	0.01	0.846	3935	tags=49%, list=24%, signal=64%
CLASS I PI3K SIGNALING EVENTS MEDIATED BY AKT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CLASS I PI3K SIGNALING EVENTS MEDIATED BY AKT	CLASS I PI3K SIGNALING EVENTS MEDIATED BY AKT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CLASS I PI3K SIGNALING EVENTS MEDIATED BY AKT		35	0.5478785	1.8210669	0.01	0.01	0.866	3265	tags=60%, list=20%, signal=75%
POST NMDA RECEPTOR ACTIVATION EVENTS%REACTOME%REACT_20593.2	POST NMDA RECEPTOR ACTIVATION EVENTS%REACTOME%REACT_20593.2		34	0.54673713	1.8207221	0.01	0.01	0.867	3265	tags=65%, list=20%, signal=80%
SIGNALING BY GPCR%REACTOME%REACT_14797.3	SIGNALING BY GPCR%REACTOME%REACT_14797.3		484	0.4077163	1.8199706	0.01	0.01	0.867	3906	tags=28%, list=24%, signal=36%
OOCYTE MEIOSIS%KEGG%HSA04114	OOCYTE MEIOSIS%KEGG%HSA04114		103	0.4569189	1.819756	0.01	0.01	0.867	5362	tags=59%, list=32%, signal=87%
POSITIVE REGULATION OF NEUROLOGICAL SYSTEM PROCESS%GO%GO:0031646	POSITIVE REGULATION OF NEUROLOGICAL SYSTEM PROCESS%GO%GO:0031646		15	0.6685624	1.8165636	0.01	0.01	0.875	1420	tags=53%, list=9%, signal=58%
REGULATION OF NUCLEOTIDE CATABOLIC PROCESS%GO%GO:0030811	REGULATION OF NUCLEOTIDE CATABOLIC PROCESS%GO%GO:0030811		189	0.4309631	1.8161377	0.01	0.01	0.878	3935	tags=50%, list=24%, signal=65%
NEUROMUSCULAR PROCESS%GO%GO:0050905	NEUROMUSCULAR PROCESS%GO%GO:0050905		22	0.6094826	1.8138005	0.01	0.01	0.883	3543	tags=50%, list=21%, signal=64%
REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY	REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY		28	0.56516564	1.8134902	0.01	0.01	0.886	5202	tags=79%, list=32%, signal=115%
CAM PATHWAY%REACTOME%REACT_9053.3	CAM PATHWAY%REACTOME%REACT_9053.3		28	0.5714168	1.8115836	0.01	0.01	0.891	4942	tags=79%, list=30%, signal=112%
RAS ACTIVATION UOPN CA2+ INFUX THROUGH NMDA RECEPTOR%REACTOME%REACT_20546.1	RAS ACTIVATION UOPN CA2+ INFUX THROUGH NMDA RECEPTOR%REACTOME%REACT_20546.1		18	0.62951905	1.8115095	0.01	0.01	0.891	2780	tags=67%, list=17%, signal=80%
REGULATION OF DENDRITE DEVELOPMENT%GO%GO:0050773	REGULATION OF DENDRITE DEVELOPMENT%GO%GO:0050773		41	0.52385515	1.8069328	0.01	0.01	0.898	3283	tags=51%, list=20%, signal=64%
REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION	REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION		69	0.46995398	1.8064053	0.01	0.01	0.898	3960	tags=45%, list=24%, signal=59%
BIOCARTA_PGC1A_PATHWAY%MSIGDB_C2%BIOCARTA_PGC1A_PATHWAY	BIOCARTA_PGC1A_PATHWAY%MSIGDB_C2%BIOCARTA_PGC1A_PATHWAY		21	0.5974129	1.8047744	0.01	0.01	0.902	2111	tags=57%, list=13%, signal=65%
REGULATION OF CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION%GO%GO:0010769	REGULATION OF CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION%GO%GO:0010769		112	0.45138264	1.8035814	0.01	0.01	0.906	3311	tags=45%, list=20%, signal=55%
G ALPHA (Z) SIGNALLING EVENTS%REACTOME%REACT_19333.3	G ALPHA (Z) SIGNALLING EVENTS%REACTOME%REACT_19333.3		44	0.5157459	1.8029127	0.01	0.01	0.907	4149	tags=59%, list=25%, signal=79%
PROSTACYCLIN SIGNALLING THROUGH PROSTACYCLIN RECEPTOR%REACTOME%REACT_23946.1	PROSTACYCLIN SIGNALLING THROUGH PROSTACYCLIN RECEPTOR%REACTOME%REACT_23946.1		19	0.62277156	1.8017921	0.01	0.01	0.911	1784	tags=53%, list=11%, signal=59%
REGULATION OF SYNAPSE ASSEMBLY%GO%GO:0051963	REGULATION OF SYNAPSE ASSEMBLY%GO%GO:0051963		16	0.66106457	1.801435	0.01	0.01	0.911	2991	tags=63%, list=18%, signal=76%
GLUTAMATE NEUROTRANSMITTER RELEASE CYCLE%REACTOME%REACT_12591.4	GLUTAMATE NEUROTRANSMITTER RELEASE CYCLE%REACTOME%REACT_12591.4		15	0.65891635	1.8001454	0.01	0.01	0.915	2345	tags=60%, list=14%, signal=70%
EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GO%GO:0007173	EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GO%GO:0007173		166	0.4290455	1.7986834	0.01	0.01	0.92	4186	tags=50%, list=25%, signal=66%
REGULATION OF PURINE NUCLEOTIDE CATABOLIC PROCESS%GO%GO:0033121	REGULATION OF PURINE NUCLEOTIDE CATABOLIC PROCESS%GO%GO:0033121		188	0.42828935	1.7976915	0.01	0.01	0.923	3935	tags=49%, list=24%, signal=64%
MICROTUBULE-BASED MOVEMENT%GO%GO:0007018	MICROTUBULE-BASED MOVEMENT%GO%GO:0007018		85	0.4670868	1.7976767	0.01	0.01	0.923	4323	tags=55%, list=26%, signal=75%
INHIBITION OF VOLTAGE GATED CA2+ CHANNELS VIA GBETA GAMMA SUBUNITS%REACTOME%REACT_25004.1	INHIBITION OF VOLTAGE GATED CA2+ CHANNELS VIA GBETA GAMMA SUBUNITS%REACTOME%REACT_25004.1		24	0.58167464	1.7960256	0.01	0.01	0.928	1784	tags=42%, list=11%, signal=47%
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES%MSIGDB_C2%SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES%MSIGDB_C2%SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES		61	0.49041244	1.7949265	0.01	0.01	0.928	4186	tags=57%, list=25%, signal=77%
SIGNALING BY FGFR%REACTOME%REACT_9470.8	SIGNALING BY FGFR%REACTOME%REACT_9470.8		127	0.4484342	1.793479	0.01	0.01	0.93	5202	tags=58%, list=32%, signal=84%
ACTIVATION OF G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%REACT_75831.1	ACTIVATION OF G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%REACT_75831.1		24	0.58167464	1.792152	0.01	0.01	0.933	1784	tags=42%, list=11%, signal=47%
NEGATIVE REGULATION OF CELL PROJECTION ORGANIZATION%GO%GO:0031345	NEGATIVE REGULATION OF CELL PROJECTION ORGANIZATION%GO%GO:0031345		40	0.52624625	1.7910966	0.01	0.01	0.937	2215	tags=48%, list=13%, signal=55%
POSITIVE REGULATION OF GTPASE ACTIVITY%GO%GO:0043547	POSITIVE REGULATION OF GTPASE ACTIVITY%GO%GO:0043547		128	0.43902907	1.7897193	0.01	0.01	0.938	4429	tags=52%, list=27%, signal=71%
INOSITOL LIPID-MEDIATED SIGNALING%GO%GO:0048017	INOSITOL LIPID-MEDIATED SIGNALING%GO%GO:0048017		124	0.440601	1.7894341	0.01	0.01	0.939	5202	tags=50%, list=32%, signal=72%
S1P2 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P2 PATHWAY	S1P2 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P2 PATHWAY		24	0.57803214	1.7891954	0.01	0.01	0.939	3526	tags=63%, list=21%, signal=79%
THROMBIN SIGNALLING THROUGH PROTEINASE ACTIVATED RECEPTORS (PARS)%REACTOME%REACT_21384.2	THROMBIN SIGNALLING THROUGH PROTEINASE ACTIVATED RECEPTORS (PARS)%REACTOME%REACT_21384.2		30	0.56149095	1.7883033	0.01	0.01	0.941	2886	tags=57%, list=17%, signal=69%
EMBRYONIC EPITHELIAL TUBE FORMATION%GO%GO:0001838	EMBRYONIC EPITHELIAL TUBE FORMATION%GO%GO:0001838		30	0.55385554	1.788006	0.01	0.01	0.943	2973	tags=43%, list=18%, signal=53%
VASOPRESSIN-REGULATED WATER REABSORPTION%KEGG%HSA04962	VASOPRESSIN-REGULATED WATER REABSORPTION%KEGG%HSA04962		41	0.5178105	1.7878883	0.01	0.01	0.943	2497	tags=49%, list=15%, signal=57%
PHOSPHATIDYLINOSITOL-MEDIATED SIGNALING%GO%GO:0048015	PHOSPHATIDYLINOSITOL-MEDIATED SIGNALING%GO%GO:0048015		124	0.440601	1.7861335	0.01	0.01	0.944	5202	tags=50%, list=32%, signal=72%
INTRACELLULAR TRANSPORT OF VIRAL MATERIAL%GO%GO:0075733	INTRACELLULAR TRANSPORT OF VIRAL MATERIAL%GO%GO:0075733		23	0.5907731	1.7849051	0.01	0.01	0.949	4736	tags=87%, list=29%, signal=122%
PLATELET HOMEOSTASIS%REACTOME%REACT_23876.2	PLATELET HOMEOSTASIS%REACTOME%REACT_23876.2		78	0.46493697	1.7848784	0.01	0.01	0.949	3406	tags=47%, list=21%, signal=59%
G2/M TRANSITION OF MITOTIC CELL CYCLE%GO%GO:0000086	G2/M TRANSITION OF MITOTIC CELL CYCLE%GO%GO:0000086		112	0.44821787	1.7842635	0.01	0.01	0.951	5018	tags=54%, list=30%, signal=76%
G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%REACT_75780.1	G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%REACT_75780.1		24	0.58167464	1.7842011	0.01	0.01	0.951	1784	tags=42%, list=11%, signal=47%
RENAL TUBULE DEVELOPMENT%GO%GO:0061326	RENAL TUBULE DEVELOPMENT%GO%GO:0061326		15	0.6597762	1.7839928	0.01	0.01	0.952	2137	tags=47%, list=13%, signal=54%
GUANOSINE-CONTAINING COMPOUND METABOLIC PROCESS%GO%GO:1901068	GUANOSINE-CONTAINING COMPOUND METABOLIC PROCESS%GO%GO:1901068		113	0.44237596	1.7810385	0.01	0.01	0.956	5299	tags=66%, list=32%, signal=97%
MICROTUBULE BUNDLE FORMATION%GO%GO:0001578	MICROTUBULE BUNDLE FORMATION%GO%GO:0001578		19	0.61331916	1.7808347	0.01	0.01	0.956	3058	tags=42%, list=19%, signal=52%
CENTROSOME MATURATION%REACTOME%REACT_15479.1	CENTROSOME MATURATION%REACTOME%REACT_15479.1		67	0.47509402	1.7801157	0.01	0.01	0.959	5018	tags=60%, list=30%, signal=85%
CALMODULIN INDUCED EVENTS%REACTOME%REACT_9000.3	CALMODULIN INDUCED EVENTS%REACTOME%REACT_9000.3		28	0.5714168	1.7796079	0.01	0.01	0.96	4942	tags=79%, list=30%, signal=112%
EPHB FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHB FORWARD SIGNALING	EPHB FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHB FORWARD SIGNALING		39	0.53000146	1.7786262	0.01	0.01	0.961	3821	tags=67%, list=23%, signal=87%
PRESYNAPTIC FUNCTION OF KAINATE RECEPTORS%REACTOME%REACT_21254.1	PRESYNAPTIC FUNCTION OF KAINATE RECEPTORS%REACTOME%REACT_21254.1		21	0.5951912	1.7784187	0.01	0.01	0.961	1784	tags=52%, list=11%, signal=59%
POSITIVE REGULATION OF NEURON PROJECTION DEVELOPMENT%GO%GO:0010976	POSITIVE REGULATION OF NEURON PROJECTION DEVELOPMENT%GO%GO:0010976		36	0.53405	1.7774824	0.01	0.01	0.961	4949	tags=61%, list=30%, signal=87%
EGFR DOWNREGULATION%REACTOME%REACT_12484.1	EGFR DOWNREGULATION%REACTOME%REACT_12484.1		24	0.58123046	1.7774811	0.01	0.01	0.961	4730	tags=79%, list=29%, signal=111%
THE CITRIC ACID (TCA) CYCLE AND RESPIRATORY ELECTRON TRANSPORT%REACTOME%REACT_111083.1	THE CITRIC ACID (TCA) CYCLE AND RESPIRATORY ELECTRON TRANSPORT%REACTOME%REACT_111083.1	Details ...	117	0.66599095	2.4160817	0.01	0.01	0	3372	tags=79%, list=20%, signal=98%
MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GO%GO:0006120	MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GO%GO:0006120	Details ...	35	0.75703645	2.3987231	0.01	0.01	0	3060	tags=91%, list=19%, signal=112%
RESPIRATORY ELECTRON TRANSPORT, ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING, AND HEAT PRODUCTION BY UNCOUPLING PROTEINS.%REACTOME%REACT_6305.3	RESPIRATORY ELECTRON TRANSPORT, ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING, AND HEAT PRODUCTION BY UNCOUPLING PROTEINS.%REACTOME%REACT_6305.3	Details ...	80	0.6841279	2.3968856	0.01	0.01	0	3555	tags=84%, list=22%, signal=106%
CELLULAR RESPIRATION%GO%GO:0045333	CELLULAR RESPIRATION%GO%GO:0045333	Details ...	118	0.6576424	2.3800797	0.01	0.01	0	3668	tags=79%, list=22%, signal=101%
ELECTRON TRANSPORT CHAIN%GO%GO:0022900	ELECTRON TRANSPORT CHAIN%GO%GO:0022900	Details ...	89	0.66549027	2.3556046	0.01	0.01	0	3668	tags=80%, list=22%, signal=102%
RESPIRATORY ELECTRON TRANSPORT CHAIN%GO%GO:0022904	RESPIRATORY ELECTRON TRANSPORT CHAIN%GO%GO:0022904	Details ...	88	0.6676161	2.352695	0.01	0.01	0	3668	tags=81%, list=22%, signal=103%
RESPIRATORY ELECTRON TRANSPORT%REACTOME%REACT_22393.2	RESPIRATORY ELECTRON TRANSPORT%REACTOME%REACT_22393.2	Details ...	65	0.6870043	2.350291	0.01	0.01	0	3555	tags=86%, list=22%, signal=109%
OXIDATIVE PHOSPHORYLATION%GO%GO:0006119	OXIDATIVE PHOSPHORYLATION%GO%GO:0006119	Details ...	49	0.71301204	2.3464956	0.01	0.01	0	3174	tags=84%, list=19%, signal=103%
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GO%GO:0042773	ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GO%GO:0042773	Details ...	40	0.7161373	2.32393	0.01	0.01	0	3174	tags=83%, list=19%, signal=102%
MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GO%GO:0042775	MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GO%GO:0042775	Details ...	40	0.7161373	2.28609	0.01	0.01	0	3174	tags=83%, list=19%, signal=102%
MUSCLE FILAMENT SLIDING%GO%GO:0030049	MUSCLE FILAMENT SLIDING%GO%GO:0030049	Details ...	36	0.7000105	2.2449937	0.01	0.01	0	2891	tags=81%, list=18%, signal=97%
STRIATED MUSCLE CONTRACTION%REACTOME%REACT_16969.2	STRIATED MUSCLE CONTRACTION%REACTOME%REACT_16969.2	Details ...	29	0.726312	2.2211266	0.01	0.01	0.001	2891	tags=83%, list=18%, signal=100%
ACTIN-MYOSIN FILAMENT SLIDING%GO%GO:0033275	ACTIN-MYOSIN FILAMENT SLIDING%GO%GO:0033275	Details ...	36	0.7000105	2.2170594	0.01	0.01	0.001	2891	tags=81%, list=18%, signal=97%
REGULATION OF CARDIAC MUSCLE CELL MEMBRANE POTENTIAL%GO%GO:0086036	REGULATION OF CARDIAC MUSCLE CELL MEMBRANE POTENTIAL%GO%GO:0086036	Details ...	25	0.7448973	2.2107944	0.01	0.01	0.001	3170	tags=72%, list=19%, signal=89%
CARDIAC MUSCLE CONTRACTION%KEGG%HSA04260	CARDIAC MUSCLE CONTRACTION%KEGG%HSA04260	Details ...	73	0.62255675	2.191786	0.01	0.01	0.001	3737	tags=70%, list=23%, signal=90%
PARKINSON'S DISEASE%KEGG%HSA05012	PARKINSON'S DISEASE%KEGG%HSA05012	Details ...	125	0.59834814	2.167978	0.01	0.01	0.001	3742	tags=71%, list=23%, signal=91%
ACTIN-MEDIATED CELL CONTRACTION%GO%GO:0070252	ACTIN-MEDIATED CELL CONTRACTION%GO%GO:0070252	Details ...	38	0.66804105	2.1466255	0.01	0.01	0.001	2891	tags=76%, list=18%, signal=92%
REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL%GO%GO:0086001	REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL%GO%GO:0086001		22	0.7323047	2.1375082	0.01	0.01	0.001	3170	tags=68%, list=19%, signal=84%
CARDIAC CELL DEVELOPMENT%GO%GO:0055006	CARDIAC CELL DEVELOPMENT%GO%GO:0055006		17	0.75637877	2.1143825	0.01	0.01	0.002	2098	tags=71%, list=13%, signal=81%
CARDIAC MUSCLE TISSUE MORPHOGENESIS%GO%GO:0055008	CARDIAC MUSCLE TISSUE MORPHOGENESIS%GO%GO:0055008		34	0.66732013	2.111294	0.01	0.01	0.002	3145	tags=59%, list=19%, signal=73%
CARDIAC MUSCLE TISSUE DEVELOPMENT%GO%GO:0048738	CARDIAC MUSCLE TISSUE DEVELOPMENT%GO%GO:0048738		65	0.6008757	2.0627513	0.01	0.01	0.006	3145	tags=51%, list=19%, signal=62%
MUSCLE CELL DEVELOPMENT%GO%GO:0055001	MUSCLE CELL DEVELOPMENT%GO%GO:0055001		50	0.6163142	2.0483747	0.01	0.01	0.008	3052	tags=62%, list=18%, signal=76%
CARDIAC CHAMBER DEVELOPMENT%GO%GO:0003205	CARDIAC CHAMBER DEVELOPMENT%GO%GO:0003205		61	0.5929991	2.0477285	0.01	0.01	0.008	3170	tags=51%, list=19%, signal=63%
VENTRICULAR CARDIAC MUSCLE TISSUE DEVELOPMENT%GO%GO:0003229	VENTRICULAR CARDIAC MUSCLE TISSUE DEVELOPMENT%GO%GO:0003229		28	0.6685694	2.0395627	0.01	0.01	0.01	3145	tags=57%, list=19%, signal=70%
REGULATION OF STRIATED MUSCLE CONTRACTION%GO%GO:0006942	REGULATION OF STRIATED MUSCLE CONTRACTION%GO%GO:0006942		50	0.6134556	2.0283744	0.01	0.01	0.011	4351	tags=70%, list=26%, signal=95%
VENTRICULAR CARDIAC MUSCLE TISSUE MORPHOGENESIS%GO%GO:0055010	VENTRICULAR CARDIAC MUSCLE TISSUE MORPHOGENESIS%GO%GO:0055010		28	0.6685694	2.0275345	0.01	0.01	0.012	3145	tags=57%, list=19%, signal=70%
REGULATION OF CARDIAC MUSCLE CONTRACTION%GO%GO:0055117	REGULATION OF CARDIAC MUSCLE CONTRACTION%GO%GO:0055117		41	0.61193126	2.0266511	0.01	0.01	0.012	4351	tags=71%, list=26%, signal=96%
MUSCLE ORGAN MORPHOGENESIS%GO%GO:0048644	MUSCLE ORGAN MORPHOGENESIS%GO%GO:0048644		35	0.6422151	2.0243976	0.01	0.01	0.013	3145	tags=57%, list=19%, signal=70%
MUSCLE TISSUE MORPHOGENESIS%GO%GO:0060415	MUSCLE TISSUE MORPHOGENESIS%GO%GO:0060415		35	0.6422151	2.0126736	0.01	0.01	0.018	3145	tags=57%, list=19%, signal=70%
REGULATION OF HEART CONTRACTION%GO%GO:0008016	REGULATION OF HEART CONTRACTION%GO%GO:0008016		75	0.573704	2.0090573	0.01	0.01	0.018	3170	tags=56%, list=19%, signal=69%
STRIATED MUSCLE CONTRACTION%GO%GO:0006941	STRIATED MUSCLE CONTRACTION%GO%GO:0006941		34	0.6447375	2.003796	0.01	0.01	0.019	3170	tags=62%, list=19%, signal=76%
REGULATION OF HEART RATE%GO%GO:0002027	REGULATION OF HEART RATE%GO%GO:0002027		35	0.6339371	2.002078	0.01	0.01	0.02	4351	tags=74%, list=26%, signal=101%
CARDIOCYTE DIFFERENTIATION%GO%GO:0035051	CARDIOCYTE DIFFERENTIATION%GO%GO:0035051		43	0.6059424	1.9903454	0.01	0.01	0.026	2458	tags=42%, list=15%, signal=49%
REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL INVOLVED IN CONTRACTION%GO%GO:0086002	REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL INVOLVED IN CONTRACTION%GO%GO:0086002		17	0.7098979	1.9856597	0.01	0.01	0.031	3170	tags=65%, list=19%, signal=80%
CELL COMMUNICATION INVOLVED IN CARDIAC CONDUCTION%GO%GO:0086065	CELL COMMUNICATION INVOLVED IN CARDIAC CONDUCTION%GO%GO:0086065		21	0.6896813	1.9684238	0.01	0.01	0.043	3170	tags=67%, list=19%, signal=82%
REGULATION OF MUSCLE CONTRACTION%GO%GO:0006937	REGULATION OF MUSCLE CONTRACTION%GO%GO:0006937		69	0.5627897	1.9636524	0.01	0.01	0.045	4351	tags=64%, list=26%, signal=86%
STRIATED MUSCLE CELL DEVELOPMENT%GO%GO:0055002	STRIATED MUSCLE CELL DEVELOPMENT%GO%GO:0055002		41	0.59460497	1.9508723	0.01	0.01	0.057	3052	tags=61%, list=18%, signal=75%
CARDIAC MUSCLE CELL DIFFERENTIATION%GO%GO:0055007	CARDIAC MUSCLE CELL DIFFERENTIATION%GO%GO:0055007		32	0.6294475	1.9450934	0.01	0.01	0.063	2458	tags=50%, list=15%, signal=59%
GLYCOLYSIS%HUMANCYC%PWY66-400	GLYCOLYSIS%HUMANCYC%PWY66-400		23	0.66562086	1.9446028	0.01	0.01	0.063	2604	tags=74%, list=16%, signal=88%
CARDIAC VENTRICLE MORPHOGENESIS%GO%GO:0003208	CARDIAC VENTRICLE MORPHOGENESIS%GO%GO:0003208		41	0.599262	1.9445382	0.01	0.01	0.063	3145	tags=49%, list=19%, signal=60%
OXIDATIVE PHOSPHORYLATION%KEGG%HSA00190	OXIDATIVE PHOSPHORYLATION%KEGG%HSA00190		126	0.53058016	1.9187552	0.01	0.01	0.122	3555	tags=65%, list=22%, signal=82%
CARDIAC CONDUCTION%GO%GO:0061337	CARDIAC CONDUCTION%GO%GO:0061337		25	0.64780664	1.9153498	0.01	0.01	0.128	3170	tags=64%, list=19%, signal=79%
BASAL CELL CARCINOMA%KEGG%HSA05217	BASAL CELL CARCINOMA%KEGG%HSA05217		45	0.58543444	1.9129612	0.01	0.01	0.131	2230	tags=31%, list=14%, signal=36%
CARDIAC CHAMBER MORPHOGENESIS%GO%GO:0003206	CARDIAC CHAMBER MORPHOGENESIS%GO%GO:0003206		52	0.573461	1.9059243	0.01	0.01	0.145	3145	tags=48%, list=19%, signal=59%
PYRUVATE METABOLISM AND CITRIC ACID (TCA) CYCLE%REACTOME%REACT_1046.4	PYRUVATE METABOLISM AND CITRIC ACID (TCA) CYCLE%REACTOME%REACT_1046.4		41	0.5875901	1.9041779	0.01	0.01	0.15	3204	tags=66%, list=19%, signal=82%
MYOFIBRIL ASSEMBLY%GO%GO:0030239	MYOFIBRIL ASSEMBLY%GO%GO:0030239		23	0.6500129	1.90407	0.01	0.01	0.15	3052	tags=70%, list=18%, signal=85%
AEROBIC RESPIRATION%GO%GO:0009060	AEROBIC RESPIRATION%GO%GO:0009060		32	0.61869514	1.9023157	0.01	0.01	0.156	3204	tags=72%, list=19%, signal=89%
REGULATION OF CARDIAC MUSCLE CELL CONTRACTION%GO%GO:0086004	REGULATION OF CARDIAC MUSCLE CELL CONTRACTION%GO%GO:0086004		19	0.67501473	1.8928436	0.01	0.01	0.176	3170	tags=63%, list=19%, signal=78%
GLYCOLYSIS%GO%GO:0006096	GLYCOLYSIS%GO%GO:0006096		32	0.6059484	1.8877848	0.01	0.01	0.188	3586	tags=75%, list=22%, signal=96%
ACTIN FILAMENT-BASED MOVEMENT%GO%GO:0030048	ACTIN FILAMENT-BASED MOVEMENT%GO%GO:0030048		51	0.564724	1.8829757	0.01	0.01	0.198	2891	tags=65%, list=18%, signal=78%
GENERATION OF PRECURSOR METABOLITES AND ENERGY%GO%GO:0006091	GENERATION OF PRECURSOR METABOLITES AND ENERGY%GO%GO:0006091		292	0.5016986	1.8806282	0.01	0.01	0.202	3668	tags=56%, list=22%, signal=71%
ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS%GO%GO:0015980	ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS%GO%GO:0015980		236	0.50769824	1.8764797	0.01	0.01	0.213	4432	tags=61%, list=27%, signal=83%
NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GO%GO:0009142	NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GO%GO:0009142		25	0.61996406	1.8721842	0.01	0.01	0.235	4829	tags=88%, list=29%, signal=124%
CARDIAC ATRIUM DEVELOPMENT%GO%GO:0003230	CARDIAC ATRIUM DEVELOPMENT%GO%GO:0003230		15	0.6967106	1.8691536	0.01	0.01	0.252	3561	tags=60%, list=22%, signal=76%
HEART MORPHOGENESIS%GO%GO:0003007	HEART MORPHOGENESIS%GO%GO:0003007		96	0.52543956	1.8650781	0.01	0.01	0.265	3145	tags=42%, list=19%, signal=51%
HEART DEVELOPMENT%GO%GO:0007507	HEART DEVELOPMENT%GO%GO:0007507		171	0.50469095	1.854672	0.01	0.01	0.313	3223	tags=41%, list=20%, signal=50%
TRICARBOXYLIC ACID CYCLE%GO%GO:0006099	TRICARBOXYLIC ACID CYCLE%GO%GO:0006099		21	0.63409066	1.850347	0.01	0.01	0.331	3204	tags=76%, list=19%, signal=94%
PYRUVATE METABOLIC PROCESS%GO%GO:0006090	PYRUVATE METABOLIC PROCESS%GO%GO:0006090		26	0.6080513	1.8428527	0.01	0.01	0.363	3089	tags=62%, list=19%, signal=76%
