	Fetal_Gut	Immune_Bcell	Adult_UrinaryBladder	Adult_AdrenalGland	Immune_CD4	Fetal_Ovary	Adult_Colon	Fetal_Placenta	Adult_Esophagus	Fetal_Testis	Adult_FrontalCortex	Adult_GallBladder	Fetal_Brain	Adult_Heart	Adult_SpinalCord	Fetal_Heart	Adult_Kidney	Fetal_Liver	Adult_Retina	Adult_Liver	Immune_CD8	Adult_Rectum	Adult_Lung	Immune_Monocyte	Adult_Prostate	Adult_Ovary	Immune_NK	Adult_Pancreas	Immune_Platelet
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION%GO%GO:0051251	0.93745077	1.6806794	0	0.89644325	1.7198035	0	1.078346	0	0	0	0.7979633	1.605215	0	0	0.892272	0	0	0	0	0	1.6082579	0	1.5738232	2.0480545	1.4005928	0	1.9129394	1.1970255	1.7930963
NEGATIVE REGULATION OF METAPHASE/ANAPHASE TRANSITION OF CELL CYCLE%GO%GO:1902100	0	1.6772381	0	0	1.7188438	1.5582751	0	0	0	1.2386994	0.54195225	0	1.4600608	0	0	1.1157991	0	1.0455408	1.0241554	0	1.3265814	0	0	1.0253403	0	1.5195501	1.2213339	1.0098385	0
PROTEIN MODIFICATION BY SMALL PROTEIN REMOVAL%GO%GO:0070646	0	1.4908794	0	0	1.7181313	1.3961341	0	0	0	1.2998602	1.4743391	0	1.1969719	0	1.1983881	1.1402769	0	0	1.4946233	0	1.5038508	0	0	0.95143235	0	1.408906	1.063149	0.58349174	0
BIOCARTA_P38MAPK_PATHWAY%MSIGDB_C2%BIOCARTA_P38MAPK_PATHWAY	0	1.5383865	1.0719445	0	1.7174004	0.578308	0	0	0	0	0	0	0	0	0	0.8263775	0	0	0.77445996	0	1.6974897	0	0	1.7840142	1.5963658	0.78863895	1.6244884	1.2255441	1.7703569
ANAPHASE-PROMOTING COMPLEX-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GO%GO:0031145	0	0.9527075	0	0.9940268	1.7172431	1.6616204	0	1.3920085	0	2.0184872	0	0	1.5881004	0	0	1.5784127	0	2.0164745	1.2506902	0	1.3168324	0	0	0.93077046	0	1.3742436	0	0.7305345	0
POSITIVE REGULATION OF T CELL ACTIVATION%GO%GO:0050870	0.96460897	1.5635146	0	0.9115898	1.7163744	0	1.0990745	0	0	0	0.871784	1.3774537	0	0	0.88935024	0	0.9941611	0	0	0	1.6020274	0	1.5166727	2.0160832	1.1213508	0	1.8392787	1.140205	1.8178155
IL6%NETPATH%IL6	0.86761385	1.4400803	0	0	1.7143235	0.70520246	0	0	0	0.74866194	1.1231095	1.0585694	1.1363524	0	0.99318695	0.78231305	0	0	0.9989486	0	1.6091715	0	0	1.7534877	1.1460603	0.8437763	1.7424705	1.2469559	1.9062226
BIOCARTA_IL12_PATHWAY%MSIGDB_C2%BIOCARTA_IL12_PATHWAY	0	1.6136308	0.743752	0	1.7136279	0.49733725	0	0	0	0	0.6839496	0.8346442	0	0	0	0.7200339	0	0.57977116	0	0	1.7363099	0	1.2605754	1.4374385	0.82244754	0	2.0462656	1.1417794	1.5703728
RESOLUTION OF SISTER CHROMATID COHESION%REACTOME%REACT_150425.2	0.9432452	1.4352233	0	0	1.7132392	1.6651775	0	0	0	1.43586	0.7257565	0	1.2910527	0	0	1.3984466	0	0.7484105	1.1024002	0	1.5155683	0	0	1.4758276	0	1.3952105	1.7677675	0.9288189	0
NUCLEUS ORGANIZATION%GO%GO:0006997	0	1.485446	0	0	1.7129323	1.6155111	0	0	0	1.4800243	0	0	0.9969498	0	0	1.1354268	0	0	0.9570871	0	1.5854133	0	0	1.2029887	0	1.5002329	1.5361043	1.0872577	0
REGULATION OF MITOTIC CELL CYCLE%REACTOME%REACT_21279.2	0	0.96136254	0	0.98216385	1.712796	1.6710085	0	1.4208297	0	2.01166	0	0	1.5072896	0	0	1.5738728	0	1.997132	1.2636944	0	1.314107	0	0	0.94467044	0	1.3607506	0	0.7401252	0
P53-DEPENDENT G1 S DNA DAMAGE CHECKPOINT%REACTOME%REACT_85.1	0	0	0	0.9987428	1.7105776	1.6399468	0	1.6145204	0	2.2419932	0	0	1.3976498	0	0	1.6521181	0	2.1259317	1.3146265	0	1.402055	0	0	0	0	1.3359698	0	0.8959282	0
FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%REACT_1079.2	1.7076503	1.5371337	0	0	1.7098958	1.723501	0	2.2401597	0	2.2260191	0	0	1.4208452	0	0	1.9264338	0	2.442025	0	0	1.7032826	0	0	0	0	1.4332424	0	2.2036443	0
REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GO%GO:1901990	0	1.13954	0	0.83737606	1.7092509	1.5134839	0	1.201172	0	1.6622372	0	0	1.4089726	0	0	1.5557754	0	1.637728	1.1615746	0	1.2856114	0	0	0.9458721	0	1.1811451	1.0052938	0.8970092	0
APC C-MEDIATED DEGRADATION OF CELL CYCLE PROTEINS%REACTOME%REACT_6828.1	0	0.97232217	0	0.9944496	1.7083136	1.6626159	0	1.4340913	0	2.0194159	0	0	1.5349278	0	0	1.5781707	0	2.0166311	1.2650962	0	1.3190618	0	0	0.93381995	0	1.3556186	0	0.7332226	0
KITRECEPTOR%IOB%KITRECEPTOR	0	1.4207493	0	0	1.7079071	0.7401606	0	0	0	0	1.231278	0	1.2885668	0	1.2219464	0	0	0	0.905246	0	1.4720306	0	0	1.7716911	1.0693566	0.63903695	1.5189301	1.1584171	2.2919729
POSITIVE REGULATION OF DNA-DEPENDENT TRANSCRIPTION, ELONGATION%GO%GO:0032786	0	1.5820559	0	0.9220899	1.7077386	1.6302776	0	0	0	1.4304171	0	0	1.1068757	0	0	1.1722487	0	0.9525987	1.4556173	0	1.7228782	0	0	1.33134	0	1.2140447	1.4158843	1.0871466	0
APOPTOSIS%REACTOME%REACT_578.6	0	0.8982883	0	0.8459998	1.7072293	1.2384697	0	0	0	1.5385052	0	0	1.3102335	0	0	1.4980294	0	1.536461	1.0906776	0	1.3271847	0	0	0	0	1.003729	1.0413508	1.0382981	0
ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA%REACTOME%REACT_549.3	0	0	0	1.1581521	1.7059813	0	0	1.0976331	1.2255213	1.4184237	1.5959105	0	1.9238442	0	0	1.1044941	0	1.152142	1.2073758	0	0.9615867	0	0	0	0	0	1.6968583	0	2.3195076
POSITIVE REGULATION OF INTERLEUKIN-12 PRODUCTION%GO%GO:0032735	0	1.3408439	0	0.84800947	1.7053335	0.73248136	0.71861404	1.0917437	0	0	0.9909674	0.38644904	0	0	0.89543074	0.60728306	0.5351226	0.79042375	0.79823375	0.8187201	1.2936324	0	0.7268961	1.834821	1.5003155	0	1.4115697	1.2394433	1.1814845
INTRINSIC APOPTOTIC SIGNALING PATHWAY%GO%GO:0097193	0	1.1995013	0	1.0169839	1.7052677	1.0730056	0	0	0	1.4914812	1.0672361	0	0.9560582	0	0	1.330811	0	0	0.99517953	0	1.1942222	0	0	1.0529282	0	0.9306232	1.2502934	0.902314	1.2363119
CD40 CD40L SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CD40 CD40L SIGNALING	0	1.6058455	1.8539566	0.5471176	1.7047759	0.751007	0	0	0	0	1.156252	0	0.93323296	0	0	0	0	0	0.8838072	0	1.5154161	0	0	1.2223911	0.93099296	1.038098	1.1525153	0.57873833	1.8238178
REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000045	0	0.86668885	0	0.8128462	1.70388	1.4151517	0	1.1442183	0	1.7936996	0	0	1.3143171	0	0	1.6063201	0	1.7866535	1.1479378	0	1.2378277	0	0	0	0	1.1566801	0	0.96439165	0
SIG_IL4RECEPTOR_IN_B_LYPHOCYTES%MSIGDB_C2%SIG_IL4RECEPTOR_IN_B_LYPHOCYTES	0	1.2755947	1.120015	0	1.7030362	0	0	0	0	0.75141466	1.2953207	0	1.0060337	0	0	0	0	0	1.0403615	0	1.3939512	0	0	1.0454049	1.3172885	1.0550841	1.0925891	0.6688107	1.8086461
IL-7%NETPATH%IL-7	0	1.2537156	1.01811	0	1.7025132	0.8556843	0	0	0	0	1.4616352	0.84124255	1.0407786	0	1.2140259	0	0	0	1.2381307	0	1.4675556	0	0	1.5587662	1.2008476	1.0279945	1.035351	1.2031063	1.8747921
ACTIVATION OF THE PRE-REPLICATIVE COMPLEX%REACTOME%REACT_1095.3	1.6736902	1.4059788	0	0	1.702336	1.9966451	0	1.2360004	0	1.7324326	0	0	1.1318898	0	0	1.7969165	0	1.8006647	0	0	1.5097495	0	0	1.1619599	0	1.1001942	1.6731704	0	0
PEPTIDYL-SERINE PHOSPHORYLATION%GO%GO:0018105	0.97176296	1.4902849	0	0	1.7010767	0.910071	0	0	0	1.2395759	1.1408513	0	0.96742284	0	0	0.9399606	0	0	1.2135218	0	1.5530818	0	0	1.4313233	0.97696555	1.0344396	1.3777434	0.86718875	1.2843094
HEPATITIS C%KEGG%HSA05160	0	1.1632648	1.3383809	0	1.6998599	0.7533704	0	0	0	0	1.1886353	0	1.0666549	0	1.0622857	0.727755	0	0	1.1139215	0	1.3719817	0	0	1.5847722	0.94033676	1.0791397	1.2138096	1.2240335	1.6858627
CALCIUM SIGNALING IN THE CD4+ TCR PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CALCIUM SIGNALING IN THE CD4+ TCR PATHWAY	0.8136789	1.4089979	0	0.72388065	1.6989201	1.3092828	0	0	0	0.81681454	1.4495069	0	1.2045659	0	0	1.5560956	0	1.0100293	0	0	1.5088245	0	0.82744074	1.4113582	0	0	1.8304641	0.9517268	1.5344033
PANCREATIC CANCER%KEGG%HSA05212	0	1.1125085	0.9726032	0	1.6988502	0.6835263	0	0	0	0.88620365	1.5392368	0	1.0754501	0	1.1410199	0	0	0	1.121679	0	1.3340274	0	0	1.6373844	0	0.8518852	1.5382872	1.3101898	1.9406645
BIOCARTA_AKT_PATHWAY%MSIGDB_C2%BIOCARTA_AKT_PATHWAY	0	1.344395	1.4264203	0	1.6984671	0.65948373	0	0	0	0	1.2387817	0.9611517	0.9856864	0	0	0.9342435	0	0	0.81328785	0	1.5522816	0	0	1.1742241	0	1.0088975	1.4450599	0.9575271	1.4372854
NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GO%GO:0045841	0	1.6813995	0	0	1.6979628	1.5593332	0	0	0	1.2369479	0.54256856	0	1.4728823	0	0	1.1091415	0	1.0335416	1.0296459	0	1.3253547	0	0	1.0052434	0	1.5287901	1.2214867	1.0130532	0
FC-EPSILON RECEPTOR I SIGNALING IN MAST CELLS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%FC-EPSILON RECEPTOR I SIGNALING IN MAST CELLS	0	1.6043744	1.3764038	0	1.6963181	0	0	0	0	0	1.1686517	1.1142347	0.8710395	0	1.0307323	0	0	0	0.8220784	0	1.4886558	0	0	1.8064283	1.2036738	0.7222953	1.5237008	0.9589413	2.2120023
VPU MEDIATED DEGRADATION OF CD4%REACTOME%REACT_9031.1	0	0.77348125	0	1.1738497	1.6927228	1.5979835	0	1.5635829	0	2.2493212	0	0	1.3640956	0	0	1.5756544	0	2.0846639	1.3740041	0	1.3452058	0	0	0	0	1.310535	0	0.7919572	0
ANATOMICAL STRUCTURE HOMEOSTASIS%GO%GO:0060249	1.6200854	1.5457053	0	0	1.6924117	1.2621207	0	0.8896829	0	1.5096428	0	0	1.0901604	0	0	1.6020787	0	1.773772	1.0510598	0	1.5211493	0	0	0	0	1.2546796	1.4754692	1.2385671	0
INFLUENZA A%KEGG%HSA05164	0	1.5858141	1.5255955	0.952841	1.6920484	0.59681046	0.9623625	0	0	0	0	0	0	0	0	0	0	0	0.8986774	0	1.534253	0	0	1.7567393	1.1384627	0.97572356	1.7077891	1.2052526	0
MITOSIS%GO%GO:0007067	0	1.225556	0	0.7515407	1.691979	1.7188244	0	0	0	1.667186	0	0	1.4121981	0	0	1.4778332	0	1.3695384	1.133229	0	1.4113878	0	0	1.116785	0	1.434386	1.2091717	1.044715	0
IL3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL3-MEDIATED SIGNALING EVENTS	0	0	0	1.3613812	1.6919533	0	0	0.9789733	0	0.8594665	1.0590882	0	1.3302909	0	0	0.68995225	0	0	1.2861946	0	1.1027756	0	0	1.2990245	0	0.67539364	1.1095294	0.67379886	2.0214503
SIGNALING BY FGFR1 FUSION MUTANTS%REACTOME%REACT_121141.2	0	1.470482	0	0	1.6918447	0.7452493	0	0	0	0	0.715714	0	0.8287802	0	0	0	0	0	1.2223047	0	1.6957363	0	0	1.4653363	0.7414017	1.1593213	1.38393	1.1294267	1.1373774
UBIQUITIN MEDIATED DEGRADATION OF PHOSPHORYLATED CDC25A%REACTOME%REACT_1614.4	0	0	0	1.1024379	1.6911011	1.619463	0	1.5623796	0	2.2643192	0	0	1.3151596	0	0	1.6761568	0	2.120758	1.3437761	0	1.3898752	0	0	0	0	1.342332	0	0.8722459	0
POSITIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY%GO%GO:0051092	0	1.5554063	1.1278952	0	1.6907557	0.5665954	1.1697284	0	0	0	0	1.3023906	0	0	0	1.0380925	0	0	0.7271355	0	1.6555507	0	0	1.4176886	1.411063	0.7568469	1.5008738	1.3639203	1.46838
STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GO%GO:0031098	0	1.4549472	1.205461	0	1.6899515	1.0302404	0	0	0	0.70106995	1.3886737	0	1.3396076	0	1.1055089	1.0903083	0	0	1.1655824	0	1.5911157	0	0	1.4370955	1.4016287	1.0039445	1.5056008	1.0780107	1.276467
ACTIVATED TLR4 SIGNALLING%REACTOME%REACT_6890.10	0	1.5964543	1.3909857	0	1.687852	0.7480383	1.1578486	0	0	0	1.0517771	0	1.0775058	0	1.1263378	0.87881166	0	0	0.9667703	0	1.6686175	0	0	1.7756039	1.3162699	1.0020149	1.5614015	1.0729909	1.3536137
NUCLEAR DIVISION%GO%GO:0000280	0	1.226634	0	0.75214124	1.6866496	1.7181456	0	0	0	1.6732744	0	0	1.4186333	0	0	1.4684398	0	1.3613778	1.1308964	0	1.3985113	0	0	1.1140698	0	1.430642	1.203496	1.0448991	0
MITOTIC SPINDLE ASSEMBLY CHECKPOINT%GO%GO:0007094	0	1.6514336	0	0	1.6864624	1.5508415	0	0	0	1.2804638	0.5431358	0	1.4883705	0	0	1.0601171	0	1.0560862	1.044374	0	1.3289356	0	0	1.0393411	0	1.5154686	1.1357638	1.0412588	0
ER-PHAGOSOME PATHWAY%REACTOME%REACT_111178.1	0	1.0112925	0	1.2854226	1.6863366	1.2955087	0	1.4901748	0	1.8694333	0	0	0	0	0	1.3723598	0	2.0387754	0.92870164	0	1.4814111	0	0	1.0506252	0	1.244378	0	0.9324714	0
NEUROTROPHIN SIGNALING PATHWAY%KEGG%HSA04722	0	1.1615225	0	0	1.6853774	0	0	0	0	0.9112654	1.6097761	0	1.5291009	0	1.0089269	0.7781133	0	0	0.93496734	0	1.4012688	0	0	1.3607087	0	0.80002564	1.615439	0.972805	2.052877
IL4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL4-MEDIATED SIGNALING EVENTS	0	1.4784296	1.316034	0	1.6843544	0	1.1109226	1.0290098	0	0.6364851	0	1.8323773	0	0	0	0	0	0	0	0	1.3457196	0	1.1621262	1.5667679	1.5006028	0.65714955	1.7538776	0.9870774	2.0778406
BIOCARTA_MCM_PATHWAY%MSIGDB_C2%BIOCARTA_MCM_PATHWAY	1.4437423	1.4019489	0	0	1.6838254	1.8820657	0	1.3118513	0	1.6616011	0	0	1.402431	0	0	1.6219885	0	1.8069228	0	0	1.4619112	0	0	1.3962595	0	1.5176755	1.6793064	0	0
BIOCARTA_MITOCHONDRIA_PATHWAY%MSIGDB_C2%BIOCARTA_MITOCHONDRIA_PATHWAY	0.7615114	1.1773074	0	0.85974085	1.6831826	1.069409	0	0.73590815	0	1.3088127	0	0	0	0	0	1.1832787	0	0	0.91035265	0	1.4353737	0	0	0.9434416	0	0	1.3535277	0.8129958	1.3981377
POSITIVE REGULATION OF LIGASE ACTIVITY%GO%GO:0051351	0	1.0200408	0	0.90145445	1.6819452	1.6745543	0	1.3715279	0	2.0344617	0	0	1.5015703	0	0	1.5372199	0	1.9399854	1.2956095	0	1.2567549	0	0	0	0	1.3806885	0	0.7983463	0
CANONICAL NF-KAPPAB PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CANONICAL NF-KAPPAB PATHWAY	0	1.4860697	1.1456369	0	1.6814419	0.8005449	0.87783676	0	0	0	0.8633095	0	0.70103455	0	0	0.9129654	0	0	1.0623988	0	1.4952652	0	0	1.4727354	1.0700442	0.8506051	1.4748335	0.9236409	1.1016768
AUTODEGRADATION OF THE E3 UBIQUITIN LIGASE COP1%REACTOME%REACT_20549.1	0	0	0	1.0894542	1.677891	1.6204984	0	1.551887	0	2.266493	0	0	1.350268	0	0	1.6732101	0	2.1558344	1.3572644	0	1.391471	0	0	0	0	1.3222909	0	0.9054696	0
G-CSF%IOB%G-CSF	0	1.0643048	0	0	1.6770581	0.6683008	0	0	0	0	1.0728426	1.2020406	0.89809334	0	1.2243297	0	0	0	0.9818602	0	1.2239535	0	0	1.7102113	1.5441855	0.64491695	1.4835628	1.1158493	1.7804029
CDT1 ASSOCIATION WITH THE CDC6:ORC:ORIGIN COMPLEX%REACTOME%REACT_1949.4	0	0.76236546	0	1.0501416	1.6766615	1.6399124	0	1.4806398	0	2.2868829	0	0	1.2876939	0	0	1.7121688	0	2.1082551	1.3276644	0	1.4011948	0	0	0	0	1.3367836	0	0.82633525	0
BIOCARTA_EIF_PATHWAY%MSIGDB_C2%BIOCARTA_EIF_PATHWAY	0.97161996	1.4120079	0	0.909935	1.5506195	2.005926	0	0	0	1.6006896	0	0	1.1104053	0	0	1.456097	0	1.5024582	0	0	1.2349118	0	0	0	0	1.4251956	0	1.5915226	0
MEIOSIS I%GO%GO:0007127	1.3597986	1.6121258	0	0	1.5816343	1.9843844	0	0	0	1.521959	0	0	0.7378057	0	0	1.3945225	0	1.0802274	1.3318225	0	1.3376055	0	0	1.2166203	0	1.6493272	1.5855571	0.7251142	0
RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 2 PROMOTER%REACTOME%REACT_1036.2	1.1424795	1.6655065	0	1.0770155	1.5904838	1.9535769	0	0	0	1.3594936	0	0	0	0	0	1.0618325	0	0	1.6786278	0	1.5470508	0	0	0	0.7638663	1.1756718	1.4026723	1.1531522	0
RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 1 PROMOTER%REACTOME%REACT_347.3	1.1490214	1.6564775	0	1.0782872	1.6598837	1.9348347	0	0	0	1.388806	0	0	0	0	0	1.0586929	0	0	1.6858433	0	1.5630283	0	0	0	0.77413756	1.1932604	1.3939421	1.1589744	0
RNA POLYMERASE III ABORTIVE AND RETRACTIVE INITIATION%REACTOME%REACT_22339.1	1.3975211	1.5649546	0	1.0444958	1.484164	1.8695434	0	0	0	1.4789168	0	0	0	0	0	1.4010239	0	0	1.5218097	0	1.4456936	0	0	0	0.98636425	1.2770189	1.296144	1.2970293	0
E2F MEDIATED REGULATION OF DNA REPLICATION%REACTOME%REACT_471.3	0.8631411	0.7715276	0	0	1.1257261	1.8506854	0.87230694	0	0	1.5880111	1.0170734	0	0.96823317	0	0.93616927	1.6766567	0	1.6312907	0.8536174	0	1.3715117	0	0	0.6968609	0	1.1478751	1.0438979	0	0
RNA POLYMERASE III TRANSCRIPTION TERMINATION%REACTOME%REACT_63.2	1.4384289	1.1672747	0	1.3653075	1.1195846	1.8480792	0	0	0	1.5497264	0	0	0.84532475	0	0	1.152895	0	0	1.3638936	0	1.2374847	0	0	0	1.2328231	1.1253763	0.9319394	1.2614403	0
REGULATION OF ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GO%GO:0000381	1.6087171	1.1149448	0	0	1.6777416	1.847096	0	0	0	1.5312567	0	0	1.7784331	0	0	1.636385	0	1.1575314	1.2199254	0	1.5956429	0	0	0.5881843	0	1.168323	1.572047	0.9741149	0
RNA POLYMERASE III TRANSCRIPTION%REACTOME%REACT_1371.3	1.3909724	1.569662	0	1.049382	1.4635397	1.8458955	0	0	0	1.4634753	0	0	0	0	0	1.4034746	0	0	1.5083002	0	1.4670562	0	0	0	0.9900702	1.2826576	1.3216642	1.2925333	0
REGULATION OF TRANSLATIONAL INITIATION%GO%GO:0006446	1.3249264	1.4354813	0	0	1.6487441	1.8426722	0	1.1176335	0	1.4689348	0	0	1.5528247	0	0	1.592815	0	1.2205434	0.7282352	0	1.5036712	0	0	0.8468027	0	1.4238033	0.8600517	1.4093372	0
TERMINATION OF RNA POLYMERASE III TRANSCRIPTION%GO%GO:0006386	1.0213114	1.4309587	0	1.3308249	1.3730798	1.8400223	0	0	0	1.3131516	0	0	0	0	0	0.70703906	0	0	1.4878193	0	1.4358956	0	0	0	0.978818	0.9559153	1.3392375	1.0361402	0
RNA POLYMERASE III CHAIN ELONGATION%REACTOME%REACT_756.2	1.0225033	1.4835329	0	1.3159914	1.358147	1.8333212	0	0	0	1.3005564	0	0	0	0	0	0.7136178	0	0	1.4725983	0	1.4353272	0	0	0	0.9822747	0.96580553	1.3476943	1.058781	0
TRANSCRIPTION ELONGATION FROM RNA POLYMERASE III PROMOTER%GO%GO:0006385	1.0361053	1.4725456	0	1.3169073	1.3861386	1.8311704	0	0	0	1.3315556	0	0	0	0	0	0.7187258	0	0	1.4851179	0	1.4541895	0	0	0	0.9882409	0.9614953	1.3655297	1.0385859	0
PREFOLDIN MEDIATED TRANSFER OF SUBSTRATE TO CCT TRIC%REACTOME%REACT_16936.2	1.0765163	0	0	0	0	1.8250338	0	0	0	1.7242117	2.013027	0	2.2029152	0	1.0361855	2.0435815	0	2.0317147	1.7367102	0	0.8091828	0	0	0	0	1.125331	0	0	2.0539525
MITOTIC SISTER CHROMATID SEGREGATION%GO%GO:0000070	1.2656016	1.4125341	0	0	1.455922	1.8175547	0	0	0	1.3610703	0	0	0.8790025	0	0	1.4659444	0	1.416348	0.9490183	0	1.3588891	0	0	1.2984155	0	1.6470758	1.7350459	0.68208456	0
MITOTIC PROMETAPHASE%GO%GO:0000236	0.99299765	1.485267	0	0	1.5932283	1.8116741	0	0	0	1.5942605	0	0	1.1639547	0	0	1.4569179	0	1.0018424	0.96232986	0	1.543206	0	0	1.544391	0	1.5056297	2.0338945	0.7558541	0
COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING%REACTOME%REACT_17029.2	1.1231486	0	0	0	0	1.8092967	0	0	0	1.7431393	1.980186	0	2.2106178	0	1.1358001	2.078998	0	2.0842245	1.7513838	0	0.7443143	0	0	0	0	1.1477793	0	0	2.0895452
RNA POLYMERASE III TRANSCRIPTION INITIATION FROM TYPE 3 PROMOTER%REACTOME%REACT_571.3	0.8520665	1.6688323	0	1.1518301	1.4591725	1.803048	0.7412167	0	0	1.2136948	0	0	0	0	0	0.8011981	0	0	1.546115	0	1.517291	0	0	0	0.97535914	1.0402087	1.5726733	0.98333615	0
CHROMOSOME SEGREGATION%GO%GO:0007059	1.1571369	1.5748667	0	0	1.5072283	1.8030443	0	0	0	1.5530847	0	0	0.9846477	0	0	1.4393728	0	1.2812433	1.0008708	0	1.3532021	0	0	1.3067298	0	1.4215678	1.9751743	0.69388556	0
SISTER CHROMATID SEGREGATION%GO%GO:0000819	1.4259914	1.4117709	0	0	1.4822246	1.7953387	0	0	0	1.3508967	0	0	1.0841256	0	0	1.4605304	0	1.3866495	1.0451261	0	1.4080153	0	0	1.3313346	0	1.630289	1.7632948	0.77389085	0
DNA BIOSYNTHETIC PROCESS%GO%GO:0071897	1.130754	1.4095651	0	0.8087296	1.1369486	1.7656461	0	0.8685107	0	1.338195	0	0	1.4852574	0	0	1.3826474	0	1.3115344	1.0553565	0	1.3179755	0	0	0	0	0.65109223	0	0	0.7277412
'DE NOVO' PROTEIN FOLDING%GO%GO:0006458	1.3979179	0	0	0.7651264	0	1.7613235	0	0	0	1.773468	1.9156047	0	2.1468074	0	1.0774666	1.7571956	0	1.8741498	1.4134111	0	0.87421393	0	0	0	0	1.0237197	0	0	1.9418137
CHOLESTEROL BIOSYNTHESIS%REACTOME%REACT_9405.3	0	0	0	1.6916815	0	1.7560363	0	0	0	2.3241255	0	0	1.8893491	0	0	0	0	2.3414822	0.9566273	2.1980307	0	0	0	0	0	1.2513496	0	0	0
RECIPROCAL MEIOTIC RECOMBINATION%GO%GO:0007131	1.232367	1.5785584	0	0	1.430666	1.7518189	0	0	0	1.5989753	0	0	0.5765598	0	0	1.5380903	0	1.2128099	1.3296939	0	1.4460434	0	0	1.1910781	0	1.5735741	1.7021008	0.90692395	0
'DE NOVO' POSTTRANSLATIONAL PROTEIN FOLDING%GO%GO:0051084	1.3432884	0	0	0	0	1.7454193	0	0	0	1.7579677	1.9869623	0	2.3331537	0	1.2237295	1.8312944	0	1.9626237	1.6123668	0	0.7496511	0	0	0	0	1.1298175	0	0	2.022587
RECIPROCAL DNA RECOMBINATION%GO%GO:0035825	1.2020284	1.5983716	0	0	1.4175384	1.7334479	0	0	0	1.6301519	0	0	0.56886846	0	0	1.5596006	0	1.1967216	1.3267735	0	1.4545497	0	0	1.1812575	0	1.5702018	1.7037419	0.9060763	0
FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC%REACTOME%REACT_16956.3	1.280946	0	0	0	0	1.720711	0	0	0	1.7225118	1.9546802	0	2.1171584	0	1.568357	2.0778792	1.1675713	2.1150854	2.0017638	0	0.8140823	0	0	0	0	1.3724908	0	0	2.374554
MITOTIC PROMETAPHASE%REACTOME%REACT_682.3	1.0648855	1.3615282	0	0	1.6746826	1.7116245	0	0	0	1.5170492	0.6795832	0	1.4021245	0	0	1.4831002	0	0.8508958	1.0564184	0	1.5154786	0	0	1.5695257	0	1.4217584	1.8404356	0.71975666	0
NEGATIVE REGULATION OF TRANSLATION%GO%GO:0017148	1.2459292	1.1327319	0	0.8998179	1.3335115	1.7086842	0	0	0	1.5367597	0	0	1.554641	0	0	1.6168054	0	1.2781203	1.0511869	0	1.4082515	0	0	0	0	1.4521501	0.9023583	1.3621049	0
REGULATION OF LIGASE ACTIVITY%GO%GO:0051340	0	1.0846071	0	0.86705345	1.6517483	1.7068994	0	1.323334	0	2.0338993	0	0	1.571241	0	0	1.5773996	0	1.8690348	1.2282035	0	1.2587787	0	0	0.9098754	0	1.4055065	0	0.7816555	0
AURORA B SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%AURORA B SIGNALING	1.5233686	0.81531954	0	0	1.1532658	1.7031844	0	0	0	1.4336135	0	0	0.93200374	0	0	1.2762381	0	1.1945894	0.6626822	0	1.0673748	0	0	0	0	1.4918445	1.214119	0	0
ORGANELLE FISSION%GO%GO:0048285	0	1.1978513	0	0.8112345	1.6480836	1.702811	0	0	0	1.6672008	0	0	1.3513988	0	0	1.4322832	0	1.3898973	1.1518558	0	1.3581461	0	0	1.0976481	0	1.4166594	1.1081257	0.9715613	0
REGULATION OF UBIQUITIN-PROTEIN LIGASE ACTIVITY%GO%GO:0051438	0	1.0355101	0	0.92406064	1.6052033	1.6998495	0	1.3293825	0	2.0313067	0	0	1.627855	0	0	1.5631403	0	1.8382856	1.2185369	0	1.2399012	0	0	0.87253726	0	1.3976203	0	0.76043206	0
