	Fetal_Gut	Fetal_Ovary	Fetal_Placenta	Fetal_Testis	Fetal_Brain	Fetal_Heart	Fetal_Liver
MORPHOGENESIS OF A BRANCHING STRUCTURE%GO%GO:0001763	1.3944604	1.1138326	0	1.8110925	1.2557455	1.5905441	0
SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GO%GO:0072331	1.0155126	1.5678145	1.0760638	1.7966317	1.0702378	1.6575984	1.7667842
MORPHOGENESIS OF A BRANCHING EPITHELIUM%GO%GO:0061138	1.3237196	1.0739614	0	1.796531	1.1536381	1.598743	0.4921168
NEGATIVE REGULATION OF PROTEIN UBIQUITINATION%GO%GO:0031397	0	1.5458498	0	1.794896	1.4389716	1.549063	1.6708319
SIGNAL TRANSDUCTION IN RESPONSE TO DNA DAMAGE%GO%GO:0042770	0.9857345	1.5163293	1.1510526	1.7941408	1.1650186	1.5944903	1.8640867
REGULATION OF G1/S TRANSITION OF MITOTIC CELL CYCLE%GO%GO:2000045	0	1.4151517	1.1442183	1.7936996	1.3143171	1.6063201	1.7866535
REGULATION OF DNA-DEPENDENT TRANSCRIPTION IN RESPONSE TO STRESS%GO%GO:0043620	0	1.4400773	0	1.7917669	1.453042	1.1704171	0.76705205
DNA-DEPENDENT TRANSCRIPTION, INITIATION%GO%GO:0006352	1.3510704	1.5212129	0	1.7903115	1.2308798	1.4751399	0.6989457
DNA DAMAGE CHECKPOINT%GO%GO:0000077	0.83871293	1.5849153	0	1.7891779	1.2400013	1.4147161	1.644101
GLUTATHIONE METABOLIC PROCESS%GO%GO:0006749	1.3640462	1.206266	0	1.7851198	0	0	1.7307029
HETEROCYCLE CATABOLIC PROCESS%GO%GO:0046700	1.1455059	1.3672384	1.5940651	1.7815205	1.3812033	1.3399005	1.6512827
MESODERM FORMATION%GO%GO:0001707	1.1516092	1.0784396	0.8091585	1.7748001	1.5261124	1.7008319	0
PROTEIN PEPTIDYL-PROLYL ISOMERIZATION%GO%GO:0000413	1.1593182	1.4742595	1.2265131	1.7730815	0	0.8136522	1.2997444
CELLULAR NITROGEN COMPOUND CATABOLIC PROCESS%GO%GO:0044270	1.1604083	1.3570184	1.5866288	1.7721701	1.4012212	1.3202755	1.6563107
DNA INTEGRITY CHECKPOINT%GO%GO:0031570	0	1.5812602	0	1.7697381	1.2017975	1.4139413	1.6229697
TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER%GO%GO:0006367	1.2697959	1.5156008	0	1.768167	1.2230679	1.4144411	0.78102607
PHASE II CONJUGATION%REACTOME%REACT_6959.4	1.8325676	0.9701041	1.1068872	1.7679379	0	0	2.2828734
POSITIVE REGULATION OF BMP SIGNALING PATHWAY%GO%GO:0030513	0.5812311	0.845417	0	1.7573521	0.8220279	1.4347378	0
CELLULAR RESPONSE TO IONIZING RADIATION%GO%GO:0071479	0.6949285	1.4537002	0.84359205	1.7551484	0	1.2020042	0.6295065
REGULATION OF DNA REPAIR%GO%GO:0006282	0	1.4224052	0	1.7535455	1.5098296	1.4554262	1.5981665
RNA DEGRADATION%KEGG%HSA03018	0	1.5829507	0	1.7531921	1.5355285	1.6118507	1.1103792
SYNTHESIS AND INTERCONVERSION OF NUCLEOTIDE DI- AND TRIPHOSPHATES%REACTOME%REACT_21330.2	1.1894271	1.3123288	0	1.7523859	1.2651753	1.276205	1.5833758
NEGATIVE REGULATION OF CELL CYCLE PHASE TRANSITION%GO%GO:1901988	1.0468787	1.6042187	0	1.744195	1.4153098	1.5348855	1.5372291
GLUTATHIONE METABOLISM%KEGG%HSA00480	1.1278791	1.0147195	0	1.7441288	0	0	1.8684821
NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION%GO%GO:0015949	1.186477	1.3114694	0	1.7429596	1.2551149	1.2825071	1.6257195
VERY LONG-CHAIN FATTY ACID METABOLIC PROCESS%GO%GO:0000038	0	1.247948	0	1.7377584	0	0	1.8897984
ALCOHOL BIOSYNTHETIC PROCESS%GO%GO:0046165	0	1.3092905	0	1.7376372	1.0043464	0	1.8305371
DNA DEALKYLATION%GO%GO:0035510	0.6408482	1.2060696	0	1.7345883	0	0.98541546	0.9511915
PROTEIN POLYUBIQUITINATION%GO%GO:0000209	0	1.3431747	0	1.731586	1.5996166	1.4011016	1.353639
BRANCHING MORPHOGENESIS OF AN EPITHELIAL TUBE%GO%GO:0048754	1.3741491	1.111222	0	1.7314259	0.94297606	1.5847576	0.51440597
REGULATION OF KIDNEY DEVELOPMENT%GO%GO:0090183	1.2748907	0.5642207	0.9115916	1.7283651	1.1223359	1.1812503	0.7129588
NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GO%GO:0045638	1.7956393	1.4761636	1.654178	1.7266155	1.8122561	1.7143911	1.3670895
CHROMATIN ORGANIZATION%GO%GO:0006325	1.4053077	1.5891424	0	1.7237725	1.8584312	1.6232697	1.2060001
HORMONE BIOSYNTHETIC PROCESS%GO%GO:0042446	1.09523	1.3643043	1.81588	1.7233185	0	0.980444	1.6654382
REGULATION OF GENE SILENCING%GO%GO:0060968	1.4887639	1.4246938	1.5695748	1.7203193	1.4732397	1.8612213	1.880176
CELL FATE COMMITMENT%GO%GO:0045165	0.878243	1.4216729	0.6957049	1.7189027	1.4567567	1.3401556	0.59929365
NEGATIVE REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GO%GO:1901991	0	1.589437	1.1813638	1.714708	1.5079029	1.6417133	1.642357
BIOSYNTHESIS OF UNSATURATED FATTY ACIDS%KEGG%HSA01040	0	1.1831462	0.7751485	1.7138388	0.7866214	0.74656487	2.2718065
DESTABILIZATION OF MRNA BY TRISTETRAPROLIN (TTP)%REACTOME%REACT_25064.1	1.1891334	1.494074	0	1.7096102	1.1047162	1.4081076	0.7308574
GLIOGENESIS%GO%GO:0042063	0.69344544	1.1311337	0	1.7074339	1.7166779	1.4154044	0.70323306
STEM CELL DEVELOPMENT%GO%GO:0048864	1.0578622	1.370757	0	1.7070565	1.58534	1.1778454	0.45769686
ACTIVATION OF GENES BY ATF4%REACTOME%REACT_18355.4	1.2910148	1.4477508	0	1.7009236	1.1547614	1.423235	0.99764735
NUCLEOSIDE TRIPHOSPHATE CATABOLIC PROCESS%GO%GO:0009143	0	1.1257021	1.4993867	1.7000188	1.7455275	1.0395757	1.1227372
CARDIAC VENTRICLE DEVELOPMENT%GO%GO:0003231	0.7970876	0.64709526	1.5348989	1.6997639	1.1441566	2.0481446	1.3253679
SEX DIFFERENTIATION%GO%GO:0007548	1.3292803	1.5090939	0	1.6985002	1.3404189	1.2136271	0.7266263
VENTRICULAR SEPTUM DEVELOPMENT%GO%GO:0003281	0.64206827	1.259544	0.7561421	1.6973947	1.1227453	1.7877941	1.4973546
PROTEIN TARGETING%GO%GO:0006605	0	1.458767	1.8318176	1.696623	1.1736245	1.5317827	1.6759207
DESTABILIZATION OF MRNA BY KSRP%REACTOME%REACT_25042.1	1.1150887	1.5299149	0	1.6956751	1.0762647	1.3136848	0.8292165
CELLULAR MACROMOLECULAR COMPLEX ASSEMBLY%GO%GO:0034622	1.566293	1.547079	0	1.6955936	1.7066739	1.6403816	1.5736926
CARDIAC SEPTUM DEVELOPMENT%GO%GO:0003279	0	1.0235575	0	1.6954511	0.8400521	1.9124068	0.97725534
AXON EXTENSION%GO%GO:0048675	1.2671744	0.93414956	0.6365096	1.6953683	2.3106575	1.1712359	0
HISTONE UBIQUITINATION%GO%GO:0016574	0.930666	1.2889903	0	1.6950713	1.4373468	0.9586294	1.3417873
WNT SIGNALING NETWORK%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%WNT SIGNALING NETWORK	1.2804208	1.221165	1.0750796	1.6947744	0	1.656046	0
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I, TAP-DEPENDENT%GO%GO:0002479	0	1.0974895	1.7470579	1.6947031	0	1.1556495	1.8826134
REGULATION OF CELL CYCLE PHASE TRANSITION%GO%GO:1901987	0.9671401	1.551919	1.0308456	1.6915108	1.3691146	1.4986554	1.547762
MESODERM MORPHOGENESIS%GO%GO:0048332	1.486935	1.2487384	0.99644524	1.6883078	1.386288	1.5981356	0
PURINE NUCLEOSIDE TRIPHOSPHATE CATABOLIC PROCESS%GO%GO:0009146	0	1.115671	1.5073298	1.6856823	1.755445	1.0333321	1.083978
NEURON RECOGNITION%GO%GO:0008038	1.1094953	1.1541637	0	1.363208	2.5283234	1.1780428	0
AXON GUIDANCE%KEGG%HSA04360	1.1365398	0.8633518	0	1.042523	2.5227685	1.0732347	0
NEGATIVE REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:1900372	0	0	0.9038914	0	2.5206647	0	0
NEUROTRANSMITTER SECRETION%GO%GO:0007269	0.9059433	0.49600548	0.8744228	0.8049046	2.5059662	0	0.6103798
NEUROTRANSMITTER TRANSPORT%GO%GO:0006836	0.74449855	0.49199787	1.0877689	0.74478203	2.4898028	0	0.71317774
NEGATIVE REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030809	0	0	0.88838696	0	2.482971	0	0
TRANSMISSION ACROSS CHEMICAL SYNAPSES%REACTOME%REACT_13477.2	0.7041426	0	0	0.5205843	2.4825976	0.61750436	0
NEGATIVE REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GO%GO:1900543	0	0	0.89891857	0	2.47271	0	0
REGULATION OF GLUTAMATE RECEPTOR SIGNALING PATHWAY%GO%GO:1900449	0.8175737	0.6751148	1.1046586	1.1777501	2.4694657	1.0716679	0
NEGATIVE REGULATION OF CAMP METABOLIC PROCESS%GO%GO:0030815	0	0	1.0345436	0	2.46529	0.66012436	0
NEGATIVE REGULATION OF CYCLIC NUCLEOTIDE METABOLIC PROCESS%GO%GO:0030800	0	0	1.0228939	0	2.4605346	0.66370624	0
GLUTAMATE RECEPTOR SIGNALING PATHWAY%GO%GO:0007215	0	0	0.86487013	0.8444413	2.4597003	0.70162135	0.558584
NEGATIVE REGULATION OF ADENYLATE CYCLASE ACTIVITY%GO%GO:0007194	0	0	1.283631	0	2.4569848	0.7428752	0
NEGATIVE REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GO%GO:0045980	0	0	0.7145328	0	2.4472826	0	0
NEGATIVE REGULATION OF CYCLIC NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030803	0	0	1.0396835	0	2.4463844	0.66814137	0
SYNAPTIC TRANSMISSION%GO%GO:0007268	0.68336684	0.43910378	0	0.5362938	2.4349635	0.58017373	0
NEGATIVE REGULATION OF CAMP BIOSYNTHETIC PROCESS%GO%GO:0030818	0	0	1.0408006	0	2.4328623	0.6554481	0
TRANSMISSION OF NERVE IMPULSE%GO%GO:0019226	0	0.47964212	0	0.602446	2.429031	0.64048576	0
NEGATIVE REGULATION OF CYCLASE ACTIVITY%GO%GO:0031280	0	0	1.2715424	0	2.425891	0.75344735	0
NEUROTRANSMITTER RECEPTOR BINDING AND DOWNSTREAM TRANSMISSION IN THE POSTSYNAPTIC CELL%REACTOME%REACT_15370.2	0	0	0	0.60408634	2.3860962	0.86776924	0
MULTICELLULAR ORGANISMAL SIGNALING%GO%GO:0035637	0.6979811	0.49360454	0	0.58049077	2.3695266	0.7800096	0
NEURONAL SYSTEM%REACTOME%REACT_13685.3	0.68756956	0	0	0.5296958	2.354781	0.5559784	0
GENERATION OF A SIGNAL INVOLVED IN CELL-CELL SIGNALING%GO%GO:0003001	1.3213853	0.47635692	0.9345049	0.67032814	2.3367565	0	0.6361322
SIGNAL RELEASE%GO%GO:0023061	1.3145605	0.4754806	0.92596763	0.6681706	2.3251913	0	0.6353459
NEGATIVE REGULATION OF LYASE ACTIVITY%GO%GO:0051350	0	0.9002195	1.0137278	0	2.307145	1.0263503	0
GABA RECEPTOR ACTIVATION%REACTOME%REACT_25199.1	0	0	0	0.682374	2.2985458	1.1729966	0
LEARNING%GO%GO:0007612	0.6883584	0.5883397	0.9328405	1.2115059	2.2946954	0.94641054	0
REGULATION OF SYNAPTIC TRANSMISSION%GO%GO:0050804	0	0.77132154	0.8673498	0.842758	2.2898462	0.8563884	0
REGULATION OF TRANSMISSION OF NERVE IMPULSE%GO%GO:0051969	0	0.7362808	0.92954004	0.8545349	2.2889972	0.82521874	0
REGULATION OF NEUROTRANSMITTER LEVELS%GO%GO:0001505	0.9188692	0.5644716	1.1187402	0.7494539	2.2757123	0	1.0350784
BRAIN DEVELOPMENT%GO%GO:0007420	1.1201577	1.107594	0	1.2341357	2.2712908	1.332734	0
GABA SYNTHESIS, RELEASE, REUPTAKE AND DEGRADATION%REACTOME%REACT_23947.1	0.620825	0	0	0.96664786	2.256078	0	1.126875
FOREBRAIN DEVELOPMENT%GO%GO:0030900	1.0803869	1.0344365	0	1.0735948	2.2528317	1.4403218	0
REGULATION OF NEUROLOGICAL SYSTEM PROCESS%GO%GO:0031644	0	0.67326915	0.92942894	0.8005074	2.252404	0.7774675	0
REGULATION OF CAMP BIOSYNTHETIC PROCESS%GO%GO:0030817	0.732629	0	0	0	2.2455966	0.7873368	0
CENTRAL NERVOUS SYSTEM DEVELOPMENT%GO%GO:0007417	1.1897969	1.0794746	0	1.1649585	2.2386541	1.1221007	0
TELENCEPHALON DEVELOPMENT%GO%GO:0021537	0.8636704	1.098062	0	1.0726947	2.237505	1.5299903	0
LEARNING OR MEMORY%GO%GO:0007611	0	0	1.1220615	1.151692	2.2291446	1.2254059	0
REGULATION OF CAMP METABOLIC PROCESS%GO%GO:0030814	0.736769	0	0	0	2.2184613	0.8066293	0
REGULATION OF ADENYLATE CYCLASE ACTIVITY%GO%GO:0045761	0	0	0	0	2.2182615	0.8301848	0
REPRODUCTIVE BEHAVIOR%GO%GO:0019098	1.1658314	1.0246444	0	1.3487589	2.213905	1.2283889	0
DEVELOPMENTAL CELL GROWTH%GO%GO:0048588	0.74158597	0.7243705	0	1.5138688	2.213423	1.2801965	0
GLUTAMATERGIC SYNAPSE%KEGG%HSA04724	0	0	0	0.5680424	2.2131186	0.65783393	0
ADENYLATE CYCLASE-MODULATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007188	0.743419	0	0	0	2.204253	0	0
REGULATION OF ALPHA-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLE PROPIONATE SELECTIVE GLUTAMATE RECEPTOR ACTIVITY%GO%GO:2000311	1.0632664	0	0.62228066	0.8270182	2.1986482	1.0260952	0
G ALPHA (S) SIGNALLING EVENTS%REACTOME%REACT_19327.3	1.2665123	0.61622727	1.1244978	0.55652744	2.1894846	1.1150364	0
NEUROACTIVE LIGAND-RECEPTOR INTERACTION%KEGG%HSA04080	1.6537216	0.35699603	1.4022342	0	2.1884887	1.4879913	0.8162257
MELANOGENESIS%KEGG%HSA04916	0	0.7838593	0	1.0099435	2.1876287	1.4991573	0
LIGAND-GATED ION CHANNEL TRANSPORT%REACTOME%REACT_25387.2	0	0	1.3944439	0.8519708	2.1695993	0	0
OPIOID SIGNALLING%REACTOME%REACT_15295.1	0	0.55214876	0	0.8405428	2.1648612	0.8938385	0
COGNITION%GO%GO:0050890	0	0.5271377	1.1532534	1.2843734	2.1635065	1.2286114	0
REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:1900371	1.0529767	0	0.71665144	0	2.1584308	0.6176353	0.71475667
REGULATION OF CYCLIC NUCLEOTIDE METABOLIC PROCESS%GO%GO:0030799	1.2033523	0.6852956	0	0.71160257	2.1574936	0.91517395	0.9510222
CENTRAL NERVOUS SYSTEM NEURON DIFFERENTIATION%GO%GO:0021953	1.1506481	0.9728333	0	0.8700585	2.1527317	1.4009464	0
LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LISSENCEPHALY GENE (LIS1) IN NEURONAL MIGRATION AND DEVELOPMENT	0.83893377	1.0645379	1.0225034	1.5688494	2.1483636	0.81917363	0
ION CHANNEL TRANSPORT%REACTOME%REACT_25300.3	0	0.5674433	0	0	2.146888	0.9845918	0.77667785
REGULATION OF NERVOUS SYSTEM DEVELOPMENT%GO%GO:0051960	1.0458819	0.9899657	0	1.039424	2.1464803	1.1553622	0
ACTIVATION OF KAINATE RECEPTORS UPON GLUTAMATE BINDING%REACTOME%REACT_21312.1	0	1.0448413	0	1.0194093	2.144437	0.9890718	0
SYNAPSE ASSEMBLY%GO%GO:0007416	0.6774948	0.73087937	0	0.985945	2.1433637	1.0313532	0
REGULATION OF CYCLIC NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030802	1.1174598	0	0.7693223	0	2.1431932	0.66085917	0.7773194
REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030808	1.0647478	0	0.7109528	0	2.142167	0.62773204	0.71588546
GAP JUNCTION%KEGG%HSA04540	0.8645979	0.9396385	1.0112417	1.495365	2.141136	1.3439292	1.0352274
CELL RECOGNITION%GO%GO:0008037	1.4846002	0.943785	0.9583475	1.4365885	2.138823	1.1533202	0
NEURON DIFFERENTIATION%GO%GO:0030182	1.1277009	0.71668273	0	0.87681794	2.1308546	1.1346797	0
NEURON PROJECTION MORPHOGENESIS%GO%GO:0048812	1.2115898	0.6727886	0	0.86944324	2.127761	1.143228	0
SINGLE-ORGANISM BEHAVIOR%GO%GO:0044708	0.76235867	0.6579352	1.0070825	1.016632	2.1274314	1.241984	0
NEURON DEVELOPMENT%GO%GO:0048666	1.1454889	0.70563793	0	0.88262624	2.1264646	1.1383445	0
BDNF%IOB%BDNF	0.816935	0.8973215	0	0.98373663	2.1217322	0.9851726	0
CRMPS IN SEMA3A SIGNALING%REACTOME%REACT_19199.1	0.9921491	0.93947107	0	0.8207317	2.1208396	1.1613238	0
ENDOCRINE AND OTHER FACTOR-REGULATED CALCIUM REABSORPTION%KEGG%HSA04961	0.82148385	0.829368	0	0	2.1130128	0.97968185	0
CELL MORPHOGENESIS INVOLVED IN NEURON DIFFERENTIATION%GO%GO:0048667	1.1878418	0.7097019	0	0.89962524	2.103752	1.1553471	0
CEREBRAL CORTEX DEVELOPMENT%GO%GO:0021987	0	0.9988694	0	1.2063165	2.100684	1.4147335	0
NEPHRON EPITHELIUM DEVELOPMENT%GO%GO:0072009	1.1989892	0	1.0660242	1.2364581	2.1002178	0.91968066	0
NEURON PROJECTION DEVELOPMENT%GO%GO:0031175	1.2012696	0.6968186	0	0.88375705	2.0993533	1.1361685	0
EPHRIN RECEPTOR SIGNALING PATHWAY%GO%GO:0048013	1.562595	1.3049055	0.6732933	1.0864857	2.0988457	1.4700817	0
NEUROTRANSMITTER RELEASE CYCLE%REACTOME%REACT_13723.2	1.0645839	0	0	0	2.0981843	0	1.0398446
REGULATION OF NEURON DIFFERENTIATION%GO%GO:0045664	1.0756292	0.9666047	0	1.0426944	2.098049	1.1300031	0.75733376
REGULATION OF SYNAPSE STRUCTURE AND ACTIVITY%GO%GO:0050803	1.0316103	0.88746566	0	0.8134335	2.0960739	1.3366389	0
AXONOGENESIS%GO%GO:0007409	1.2031687	0.6983178	0	0.8741346	2.0938222	1.1281607	0
DENDRITE DEVELOPMENT%GO%GO:0016358	1.1429402	1.1159139	0	1.2198577	2.0937035	1.4850088	0
REGULATION OF CYCLASE ACTIVITY%GO%GO:0031279	1.0768288	0	1.1864126	0	2.0910003	0.7493195	0
TRK RECEPTOR SIGNALING MEDIATED BY PI3K AND PLC-GAMMA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRK RECEPTOR SIGNALING MEDIATED BY PI3K AND PLC-GAMMA	0	0.8156564	0	1.0978276	2.0909739	0.9829667	0
ACTIVATION OF GABAB RECEPTORS%REACTOME%REACT_25330.1	0	0	0	0.70961195	2.0841649	1.2365378	0
REGULATION OF SYNAPTIC PLASTICITY%GO%GO:0048167	0	0.69563687	0.9779562	0.71195793	2.0836284	0.54222244	0
BIOCARTA_BARRESTIN_SRC_PATHWAY%MSIGDB_C2%BIOCARTA_BARRESTIN_SRC_PATHWAY	0	1.2335593	0	1.524538	2.0818725	0	0.7722885
HINDBRAIN DEVELOPMENT%GO%GO:0030902	1.0905515	0.8569422	1.1337202	0.72359234	2.0804675	1.412117	0.97750205
SYNAPSE ORGANIZATION%GO%GO:0050808	0.6121962	0.8829604	0	0.9577397	2.0800977	1.0467291	0
NETRIN-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NETRIN-MEDIATED SIGNALING EVENTS	1.1764898	0.9733651	0	1.2368371	2.0800545	0	0
INTERACTION BETWEEN L1 AND ANKYRINS%REACTOME%REACT_22266.1	0	0	0	0	2.077632	0.84656775	0
DENDRITE MORPHOGENESIS%GO%GO:0048813	0.9840119	1.091332	0	1.1069272	2.0705056	1.3735434	0
REGULATION OF SYNAPSE ORGANIZATION%GO%GO:0050807	1.2493395	0.82904947	0	0	2.0687468	1.5361238	0
NEURON MIGRATION%GO%GO:0001764	0.8241474	0.8839973	0	0.94120544	2.0674553	0.73022515	1.0521588
ADENYLATE CYCLASE-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007189	0.73363435	0	0.5931508	1.0958419	2.0673065	1.2831004	0
PALLIUM DEVELOPMENT%GO%GO:0021543	0	1.249907	0	1.237214	2.0671587	1.4274762	0
REGULATION OF NEUROGENESIS%GO%GO:0050767	0.96582144	0.9504502	0	1.0358789	2.066473	1.0892541	0
GABA B RECEPTOR ACTIVATION%REACTOME%REACT_25031.1	0	0	0	0.71537936	2.0651093	1.2205037	0
CHOLINERGIC SYNAPSE%KEGG%HSA04725	0	0	0	0.6841871	2.0648081	1.0081899	0
MEMBRANE DEPOLARIZATION%GO%GO:0051899	0.9086891	0	0.8076586	0.5807343	2.0590448	1.7228278	0
G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY, COUPLED TO CYCLIC NUCLEOTIDE SECOND MESSENGER%GO%GO:0007187	1.0759714	0	0.75823855	0.6682399	2.0579474	1.0156721	0
SIGNAL AMPLIFICATION%REACTOME%REACT_20524.2	0.8842606	0	0	0.7876683	2.053847	0.6621842	0
TRAFFICKING OF AMPA RECEPTORS%REACTOME%REACT_18307.1	0	0	0	0	2.049645	0.7067028	0
CELL PROJECTION MORPHOGENESIS%GO%GO:0048858	1.0890045	0.714673	0	0.82029593	2.049103	1.1279489	0
EPHA FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHA FORWARD SIGNALING	1.2927799	1.2071415	0	1.2593261	2.046388	0.8789144	0
CTLA4 INHIBITORY SIGNALING%REACTOME%REACT_19405.1	0	0	0	0.8300798	2.0462751	1.3936152	0
LIMBIC SYSTEM DEVELOPMENT%GO%GO:0021761	0.7383812	1.4446611	0	1.0327423	2.045892	1.2113974	0
GLUTAMATE BINDING, ACTIVATION OF AMPA RECEPTORS AND SYNAPTIC PLASTICITY%REACTOME%REACT_18347.1	0	0	0	0	2.0456073	0.7065103	0
CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION%GO%GO:0000904	1.1783737	0.7740495	0	0.9055112	2.0446215	1.1914535	0
ADENYLATE CYCLASE-INHIBITING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007193	0	0	0.9948432	0.57263213	2.0402303	1.2777226	0
SYNAPTIC VESICLE TRANSPORT%GO%GO:0048489	0	0.7618203	0.84150404	0.72121406	2.0315957	0	0
BIOCARTA_NDKDYNAMIN_PATHWAY%MSIGDB_C2%BIOCARTA_NDKDYNAMIN_PATHWAY	0	0.8845734	0	0	2.030461	0.8996136	0.83905345
ION TRANSPORT BY P-TYPE ATPASES%REACTOME%REACT_25149.1	0.8566758	0.9778222	0	0	2.0161176	1.202251	0.7586006
PHOSPHOLIPASE C-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007200	1.5528272	0	0.865325	0	2.015859	1.133084	0
REGULATION OF NEURON PROJECTION DEVELOPMENT%GO%GO:0010975	1.0139904	0.89989275	0	1.013312	2.0131109	1.1372539	0
NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GO%GO:0031111	0.6738406	0.916375	0	1.1094693	2.01299	0.8225403	0.91028416
LONG-TERM DEPRESSION%KEGG%HSA04730	0	0	0	0.96921563	2.012393	0.8147739	0
SODIUM ION TRANSPORT%GO%GO:0006814	1.0719221	0	0.7568764	0	2.0108054	1.5080227	0.9466213
DARPP-32 EVENTS%REACTOME%REACT_15334.1	0	1.2054422	0	1.2497565	2.0107572	1.4480385	0
NETRIN-1 SIGNALING%REACTOME%REACT_22237.1	1.2213912	0.64637154	0	0.9882082	2.0068548	1.4016645	0
NONGENOTROPIC ANDROGEN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NONGENOTROPIC ANDROGEN SIGNALING	0	0.6213542	0	1.1451315	2.003859	0.7834777	0
CELL PART MORPHOGENESIS%GO%GO:0032990	1.0649142	0.7345918	0	0.8470613	1.9992126	1.1290777	0
CELL MORPHOGENESIS%GO%GO:0000902	1.1101946	0.7821873	0	0.85194373	1.996703	1.1443601	0
AXON GUIDANCE%GO%GO:0007411	1.2014788	0.72733885	0	0.87860376	1.9922048	1.1084687	0
CXCR3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CXCR3-MEDIATED SIGNALING EVENTS	0	0.7762668	0	1.0577362	1.981729	0	0
REGULATION OF CELL PROJECTION ORGANIZATION%GO%GO:0031344	1.0383126	0.9145388	0	1.1308013	1.9763675	1.1715758	0
ACTIVATION OF MAPKK ACTIVITY%GO%GO:0000186	0	0.8073537	0	1.3559511	1.9760789	1.1070408	0
THROMBOXANE SIGNALLING THROUGH TP RECEPTOR%REACTOME%REACT_20647.2	0	0	0	0.7668552	1.9756576	0	0
ADP SIGNALLING THROUGH P2Y PURINOCEPTOR 12%REACTOME%REACT_20653.2	0	0	0.78999305	0.5629536	1.9724683	0.78613305	0
ACTIVATION OF BH3-ONLY PROTEINS%REACTOME%REACT_697.4	0	0	0	1.4683828	1.9718446	0.9322646	1.0998185
CHAPERONIN-MEDIATED PROTEIN FOLDING%REACTOME%REACT_17004.2	0.83561	1.5557051	0	1.6564524	1.9703074	1.7140268	1.6559428
BIOCARTA_CHREBP2_PATHWAY%MSIGDB_C2%BIOCARTA_CHREBP2_PATHWAY	0	1.3388658	0	1.4569007	1.9698185	1.5326637	0
POSITIVE REGULATION OF CELL PROJECTION ORGANIZATION%GO%GO:0031346	1.036041	0.92355824	0	1.3225513	1.9618903	1.2540475	0
TRANSLOCATION OF GLUT4 TO THE PLASMA MEMBRANE%REACTOME%REACT_147867.2	0	0.8380085	0	1.0772634	1.9608984	0.9578406	0
BEHAVIOR%GO%GO:0007610	0.876226	0.7468564	1.1495485	0.87827253	1.9570493	1.1786876	0
S1P3 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P3 PATHWAY	0	0	1.0743091	1.1479105	1.9524046	0	0
REGULATION OF POSTSYNAPTIC MEMBRANE POTENTIAL%GO%GO:0060078	1.020828	0	1.0072955	0.9504622	1.9405082	1.3145075	0
ACTIVATION OF NMDA RECEPTOR UPON GLUTAMATE BINDING AND POSTSYNAPTIC EVENTS%REACTOME%REACT_20563.3	0.881959	0	0	0	1.9391896	0.97421926	0.68608946
G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007186	0.8999907	0	0.7318165	0.6328334	1.9378465	0.88256276	0
