	Fetal_Gut	Fetal_Ovary	Fetal_Placenta	Fetal_Testis	Fetal_Brain	Fetal_Heart	Fetal_Liver
CELL MORPHOGENESIS INVOLVED IN NEURON DIFFERENTIATION%GO%GO:0048667	0	0	0	0	2.103752	0	0
CEREBRAL CORTEX DEVELOPMENT%GO%GO:0021987	0	0	0	0	2.100684	0	0
NEPHRON EPITHELIUM DEVELOPMENT%GO%GO:0072009	0	0	0	0	2.1002178	0	0
NEURON PROJECTION DEVELOPMENT%GO%GO:0031175	0	0	0	0	2.0993533	0	0
EPHRIN RECEPTOR SIGNALING PATHWAY%GO%GO:0048013	0	0	0	0	2.0988457	0	0
NEUROTRANSMITTER RELEASE CYCLE%REACTOME%REACT_13723.2	0	0	0	0	2.0981843	0	0
REGULATION OF NEURON DIFFERENTIATION%GO%GO:0045664	0	0	0	0	2.098049	0	0
REGULATION OF SYNAPSE STRUCTURE AND ACTIVITY%GO%GO:0050803	0	0	0	0	2.0960739	0	0
AXONOGENESIS%GO%GO:0007409	0	0	0	0	2.0938222	0	0
DENDRITE DEVELOPMENT%GO%GO:0016358	0	0	0	0	2.0937035	0	0
REGULATION OF CYCLASE ACTIVITY%GO%GO:0031279	0	0	0	0	2.0910003	0	0
TRK RECEPTOR SIGNALING MEDIATED BY PI3K AND PLC-GAMMA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%TRK RECEPTOR SIGNALING MEDIATED BY PI3K AND PLC-GAMMA	0	0	0	0	2.0909739	0	0
ACTIVATION OF GABAB RECEPTORS%REACTOME%REACT_25330.1	0	0	0	0	2.0841649	0	0
REGULATION OF SYNAPTIC PLASTICITY%GO%GO:0048167	0	0	0	0	2.0836284	0	0
BIOCARTA_BARRESTIN_SRC_PATHWAY%MSIGDB_C2%BIOCARTA_BARRESTIN_SRC_PATHWAY	0	0	0	0	2.0818725	0	0
HINDBRAIN DEVELOPMENT%GO%GO:0030902	0	0	0	0	2.0804675	0	0
SYNAPSE ORGANIZATION%GO%GO:0050808	0	0	0	0	2.0800977	0	0
NETRIN-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NETRIN-MEDIATED SIGNALING EVENTS	0	0	0	0	2.0800545	0	0
INTERACTION BETWEEN L1 AND ANKYRINS%REACTOME%REACT_22266.1	0	0	0	0	2.077632	0	0
DENDRITE MORPHOGENESIS%GO%GO:0048813	0	0	0	0	2.0705056	0	0
REGULATION OF SYNAPSE ORGANIZATION%GO%GO:0050807	0	0	0	0	2.0687468	0	0
NEURON MIGRATION%GO%GO:0001764	0	0	0	0	2.0674553	0	0
ADENYLATE CYCLASE-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007189	0	0	0	0	2.0673065	0	0
PALLIUM DEVELOPMENT%GO%GO:0021543	0	0	0	0	2.0671587	0	0
REGULATION OF NEUROGENESIS%GO%GO:0050767	0	0	0	0	2.066473	0	0
GABA B RECEPTOR ACTIVATION%REACTOME%REACT_25031.1	0	0	0	0	2.0651093	0	0
CHOLINERGIC SYNAPSE%KEGG%HSA04725	0	0	0	0	2.0648081	0	0
MEMBRANE DEPOLARIZATION%GO%GO:0051899	0	0	0	0	2.0590448	1.7228278	0
G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY, COUPLED TO CYCLIC NUCLEOTIDE SECOND MESSENGER%GO%GO:0007187	0	0	0	0	2.0579474	0	0
SIGNAL AMPLIFICATION%REACTOME%REACT_20524.2	0	0	0	0	2.053847	0	0
TRAFFICKING OF AMPA RECEPTORS%REACTOME%REACT_18307.1	0	0	0	0	2.049645	0	0
CELL PROJECTION MORPHOGENESIS%GO%GO:0048858	0	0	0	0	2.049103	0	0
EPHA FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHA FORWARD SIGNALING	0	0	0	0	2.046388	0	0
CTLA4 INHIBITORY SIGNALING%REACTOME%REACT_19405.1	0	0	0	0	2.0462751	0	0
LIMBIC SYSTEM DEVELOPMENT%GO%GO:0021761	0	0	0	0	2.045892	0	0
GLUTAMATE BINDING, ACTIVATION OF AMPA RECEPTORS AND SYNAPTIC PLASTICITY%REACTOME%REACT_18347.1	0	0	0	0	2.0456073	0	0
CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION%GO%GO:0000904	0	0	0	0	2.0446215	0	0
ADENYLATE CYCLASE-INHIBITING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007193	0	0	0	0	2.0402303	0	0
SYNAPTIC VESICLE TRANSPORT%GO%GO:0048489	0	0	0	0	2.0315957	0	0
BIOCARTA_NDKDYNAMIN_PATHWAY%MSIGDB_C2%BIOCARTA_NDKDYNAMIN_PATHWAY	0	0	0	0	2.030461	0	0
ION TRANSPORT BY P-TYPE ATPASES%REACTOME%REACT_25149.1	0	0	0	0	2.0161176	0	0
PHOSPHOLIPASE C-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007200	0	0	0	0	2.015859	0	0
REGULATION OF NEURON PROJECTION DEVELOPMENT%GO%GO:0010975	0	0	0	0	2.0131109	0	0
NEGATIVE REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GO%GO:0031111	0	0	0	0	2.01299	0	0
LONG-TERM DEPRESSION%KEGG%HSA04730	0	0	0	0	2.012393	0	0
SODIUM ION TRANSPORT%GO%GO:0006814	0	0	0	0	2.0108054	0	0
DARPP-32 EVENTS%REACTOME%REACT_15334.1	0	0	0	0	2.0107572	0	0
NETRIN-1 SIGNALING%REACTOME%REACT_22237.1	0	0	0	0	2.0068548	0	0
NONGENOTROPIC ANDROGEN SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%NONGENOTROPIC ANDROGEN SIGNALING	0	0	0	0	2.003859	0	0
CELL PART MORPHOGENESIS%GO%GO:0032990	0	0	0	0	1.9992126	0	0
CELL MORPHOGENESIS%GO%GO:0000902	0	0	0	0	1.996703	0	0
AXON GUIDANCE%GO%GO:0007411	0	0	0	0	1.9922048	0	0
CXCR3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CXCR3-MEDIATED SIGNALING EVENTS	0	0	0	0	1.981729	0	0
REGULATION OF CELL PROJECTION ORGANIZATION%GO%GO:0031344	0	0	0	0	1.9763675	0	0
ACTIVATION OF MAPKK ACTIVITY%GO%GO:0000186	0	0	0	0	1.9760789	0	0
THROMBOXANE SIGNALLING THROUGH TP RECEPTOR%REACTOME%REACT_20647.2	0	0	0	0	1.9756576	0	0
ADP SIGNALLING THROUGH P2Y PURINOCEPTOR 12%REACTOME%REACT_20653.2	0	0	0	0	1.9724683	0	0
ACTIVATION OF BH3-ONLY PROTEINS%REACTOME%REACT_697.4	0	0	0	0	1.9718446	0	0
CHAPERONIN-MEDIATED PROTEIN FOLDING%REACTOME%REACT_17004.2	0	0	0	0	1.9703074	0	0
BIOCARTA_CHREBP2_PATHWAY%MSIGDB_C2%BIOCARTA_CHREBP2_PATHWAY	0	0	0	0	1.9698185	0	0
POSITIVE REGULATION OF CELL PROJECTION ORGANIZATION%GO%GO:0031346	0	0	0	0	1.9618903	0	0
TRANSLOCATION OF GLUT4 TO THE PLASMA MEMBRANE%REACTOME%REACT_147867.2	0	0	0	0	1.9608984	0	0
BEHAVIOR%GO%GO:0007610	0	0	0	0	1.9570493	0	0
S1P3 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P3 PATHWAY	0	0	0	0	1.9524046	0	0
REGULATION OF POSTSYNAPTIC MEMBRANE POTENTIAL%GO%GO:0060078	0	0	0	0	1.9405082	0	0
ACTIVATION OF NMDA RECEPTOR UPON GLUTAMATE BINDING AND POSTSYNAPTIC EVENTS%REACTOME%REACT_20563.3	0	0	0	0	1.9391896	0	0
G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007186	0	0	0	0	1.9378465	0	0
RENAL CELL CARCINOMA%KEGG%HSA05211	0	0	0	0	1.9317245	0	0
FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GO%GO:0008543	0	0	0	0	1.9289527	0	0
GASTRIC ACID SECRETION%KEGG%HSA04971	0	0	0	0	1.9270192	0	0
FRS2-MEDIATED ACTIVATION%REACTOME%REACT_12076.4	0	0	0	0	1.9259825	0	0
REGULATION OF AXONOGENESIS%GO%GO:0050770	0	0	0	0	1.9243767	0	0
DOWNREGULATION OF TGF-BETA RECEPTOR SIGNALING%REACTOME%REACT_120727.3	0	0	0	0	1.9239222	0	0
ACTIVATION OF BAD AND TRANSLOCATION TO MITOCHONDRIA%REACTOME%REACT_549.3	0	0	0	0	1.9238442	0	0
INTEGRATION OF ENERGY METABOLISM%REACTOME%REACT_1505.2	0	0	0	0	1.9226292	0	0
SPHINGOSINE 1-PHOSPHATE (S1P) PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SPHINGOSINE 1-PHOSPHATE (S1P) PATHWAY	0	0	0	0	1.9186983	0	0
GLUCAGON-TYPE LIGAND RECEPTORS%REACTOME%REACT_18377.1	0	0	0	0	1.9133487	0	0
INHIBITION OF INSULIN SECRETION BY ADRENALINE NORADRENALINE%REACTOME%REACT_18339.2	0	0	0	0	1.9116838	0	0
AQUAPORIN-MEDIATED TRANSPORT%REACTOME%REACT_23887.1	0	0	0	0	1.9073222	0	0
G-PROTEIN ACTIVATION%REACTOME%REACT_15457.1	0	0	0	0	1.9059466	0	0
LONG-TERM POTENTIATION%KEGG%HSA04720	0	0	0	0	1.9052505	0	0
REGULATION OF LYASE ACTIVITY%GO%GO:0051339	0	0	0	0	1.9048201	0	0
REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GO%GO:0006140	0	0	0	0	1.9041567	0	0
PROLONGED ERK ACTIVATION EVENTS%REACTOME%REACT_12005.2	0	0	0	0	1.9039434	0	0
CELLULAR RESPONSE TO GLUCAGON STIMULUS%GO%GO:0071377	0	0	0	0	1.9003822	0	0
CELLULAR RESPONSE TO FIBROBLAST GROWTH FACTOR STIMULUS%GO%GO:0044344	0	0	0	0	1.8998213	0	0
ERBB SIGNALING PATHWAY%KEGG%HSA04012	0	0	0	0	1.8967098	0	0
RESPONSE TO FIBROBLAST GROWTH FACTOR STIMULUS%GO%GO:0071774	0	0	0	0	1.8955204	0	0
AXON CARGO TRANSPORT%GO%GO:0008088	0	0	0	0	1.8940476	0	0
GTP CATABOLIC PROCESS%GO%GO:0006184	0	0	0	0	1.8937552	0	0
REGULATION OF WATER BALANCE BY RENAL AQUAPORINS%REACTOME%REACT_24023.1	0	0	0	0	1.8928869	0	0
REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GO%GO:1900542	0	0	0	0	1.8924104	0	0
REGULATION OF INSULIN SECRETION%REACTOME%REACT_18325.4	0	0	0	0	1.8903135	0	0
CLASS I PI3K SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CLASS I PI3K SIGNALING EVENTS	0	0	0	0	1.8884043	0	0
CREB PHOSPHORYLATION THROUGH THE ACTIVATION OF CAMKII%REACTOME%REACT_20642.3	0	0	0	0	1.8873312	0	0
METENCEPHALON DEVELOPMENT%GO%GO:0022037	0	0	0	0	1.886555	0	0
PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%PLASMA MEMBRANE ESTROGEN RECEPTOR SIGNALING	0	0	0	0	1.8826549	0	0
L-AMINO ACID TRANSPORT%GO%GO:0015807	0	0	0	0	1.8784469	0	0
LKB1 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LKB1 SIGNALING EVENTS	0	0	0	0	1.8759444	0	0
RESPONSE TO GLUCAGON STIMULUS%GO%GO:0033762	0	0	0	0	1.8747984	0	0
BIOCARTA_PTDINS_PATHWAY%MSIGDB_C2%BIOCARTA_PTDINS_PATHWAY	0	0	0	0	1.8742435	0	0
EPHRIN B REVERSE SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHRIN B REVERSE SIGNALING	0	0	0	0	1.87022	0	0
WNT SIGNALING PATHWAY%KEGG%HSA04310	0	0	0	0	1.869474	0	0
UNBLOCKING OF NMDA RECEPTOR, GLUTAMATE BINDING AND ACTIVATION%REACTOME%REACT_20594.2	0	0	0	0	1.8694054	0	0
TASTE TRANSDUCTION%KEGG%HSA04742	0	0	0	0	1.8667638	0	0
GLUCAGON SIGNALING IN METABOLIC REGULATION%REACTOME%REACT_1665.4	0	0	0	0	1.8662531	0	0
RAP1 SIGNALLING%REACTOME%REACT_23898.1	0	0	0	0	1.8641164	0	0
REGULATION OF GTP CATABOLIC PROCESS%GO%GO:0033124	0	0	0	0	1.8635046	0	0
DEVELOPMENTAL GROWTH INVOLVED IN MORPHOGENESIS%GO%GO:0060560	0	0	0	0	1.8621432	0	0
REGULATION OF MICROTUBULE POLYMERIZATION OR DEPOLYMERIZATION%GO%GO:0031110	0	0	0	0	1.8614299	0	0
AXON GUIDANCE%REACTOME%REACT_18266.1	0	0	0	0	1.8613619	0	0
GUANOSINE-CONTAINING COMPOUND CATABOLIC PROCESS%GO%GO:1901069	0	0	0	0	1.8589009	0	0
AMINE LIGAND-BINDING RECEPTORS%REACTOME%REACT_16983.1	0	0	0	0	1.8587135	1.7281849	0
NEGATIVE REGULATION OF NEUROGENESIS%GO%GO:0050768	0	0	0	0	1.8569541	0	0
MELANOMA%KEGG%HSA05218	0	0	0	0	1.8546587	0	0
NEGATIVE REGULATION OF FGFR SIGNALING%REACTOME%REACT_111184.1	0	0	0	0	1.8534824	0	0
REGULATION OF GTPASE ACTIVITY%GO%GO:0043087	0	0	0	0	1.8530406	0	0
CENTRAL NERVOUS SYSTEM NEURON DEVELOPMENT%GO%GO:0021954	0	0	0	0	1.85181	0	0
ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS	0	0	0	0	1.8486311	0	0
SYNDECAN-3-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SYNDECAN-3-MEDIATED SIGNALING EVENTS	0	0	0	0	1.8448485	0	0
REGULATION OF RAS GTPASE ACTIVITY%GO%GO:0032318	0	0	0	0	1.8417975	0	0
SPINAL CORD DEVELOPMENT%GO%GO:0021510	0	0	0	0	1.8415416	0	0
SIGNALING BY ROBO RECEPTOR%REACTOME%REACT_19351.1	0	0	0	0	1.8413907	0	0
NEURAL PRECURSOR CELL PROLIFERATION%GO%GO:0061351	0	0	0	0	1.8387924	0	0
GTP METABOLIC PROCESS%GO%GO:0046039	0	0	0	0	1.8346565	0	0
BIOCARTA_GPCR_PATHWAY%MSIGDB_C2%BIOCARTA_GPCR_PATHWAY	0	0	0	0	1.8330833	0	0
REGULATION OF NUCLEOSIDE METABOLIC PROCESS%GO%GO:0009118	0	0	0	0	1.8263243	0	0
CLASS I PI3K SIGNALING EVENTS MEDIATED BY AKT%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%CLASS I PI3K SIGNALING EVENTS MEDIATED BY AKT	0	0	0	0	1.8210669	0	0
POST NMDA RECEPTOR ACTIVATION EVENTS%REACTOME%REACT_20593.2	0	0	0	0	1.8207221	0	0
SIGNALING BY GPCR%REACTOME%REACT_14797.3	0	0	0	0	1.8199706	0	0
OOCYTE MEIOSIS%KEGG%HSA04114	0	0	0	0	1.819756	0	0
POSITIVE REGULATION OF NEUROLOGICAL SYSTEM PROCESS%GO%GO:0031646	0	0	0	0	1.8165636	0	0
REGULATION OF NUCLEOTIDE CATABOLIC PROCESS%GO%GO:0030811	0	0	0	0	1.8161377	0	0
NEUROMUSCULAR PROCESS%GO%GO:0050905	0	0	0	0	1.8138005	0	0
REELIN SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REELIN SIGNALING PATHWAY	0	0	0	0	1.8134902	0	0
CAM PATHWAY%REACTOME%REACT_9053.3	0	0	0	0	1.8115836	0	0
RAS ACTIVATION UOPN CA2+ INFUX THROUGH NMDA RECEPTOR%REACTOME%REACT_20546.1	0	0	0	0	1.8115095	0	0
REGULATION OF DENDRITE DEVELOPMENT%GO%GO:0050773	0	0	0	0	1.8069328	0	0
REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION	0	0	0	0	1.8064053	0	0
BIOCARTA_PGC1A_PATHWAY%MSIGDB_C2%BIOCARTA_PGC1A_PATHWAY	0	0	0	0	1.8047744	0	0
REGULATION OF CELL MORPHOGENESIS INVOLVED IN DIFFERENTIATION%GO%GO:0010769	0	0	0	0	1.8035814	0	0
G ALPHA (Z) SIGNALLING EVENTS%REACTOME%REACT_19333.3	0	0	0	0	1.8029127	0	0
PROSTACYCLIN SIGNALLING THROUGH PROSTACYCLIN RECEPTOR%REACTOME%REACT_23946.1	0	0	0	0	1.8017921	0	0
REGULATION OF SYNAPSE ASSEMBLY%GO%GO:0051963	0	0	0	0	1.801435	0	0
GLUTAMATE NEUROTRANSMITTER RELEASE CYCLE%REACTOME%REACT_12591.4	0	0	0	0	1.8001454	0	0
EPIDERMAL GROWTH FACTOR RECEPTOR SIGNALING PATHWAY%GO%GO:0007173	0	0	0	0	1.7986834	0	0
REGULATION OF PURINE NUCLEOTIDE CATABOLIC PROCESS%GO%GO:0033121	0	0	0	0	1.7976915	0	0
MICROTUBULE-BASED MOVEMENT%GO%GO:0007018	0	0	0	0	1.7976767	0	0
INHIBITION OF VOLTAGE GATED CA2+ CHANNELS VIA GBETA GAMMA SUBUNITS%REACTOME%REACT_25004.1	0	0	0	0	1.7960256	0	0
SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES%MSIGDB_C2%SIG_PIP3_SIGNALING_IN_CARDIAC_MYOCTES	0	0	0	0	1.7949265	0	0
SIGNALING BY FGFR%REACTOME%REACT_9470.8	0	0	0	0	1.793479	0	0
ACTIVATION OF G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%REACT_75831.1	0	0	0	0	1.792152	0	0
NEGATIVE REGULATION OF CELL PROJECTION ORGANIZATION%GO%GO:0031345	0	0	0	0	1.7910966	0	0
POSITIVE REGULATION OF GTPASE ACTIVITY%GO%GO:0043547	0	0	0	0	1.7897193	0	0
INOSITOL LIPID-MEDIATED SIGNALING%GO%GO:0048017	0	0	0	0	1.7894341	0	0
S1P2 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P2 PATHWAY	0	0	0	0	1.7891954	0	0
THROMBIN SIGNALLING THROUGH PROTEINASE ACTIVATED RECEPTORS (PARS)%REACTOME%REACT_21384.2	0	0	0	0	1.7883033	0	0
EMBRYONIC EPITHELIAL TUBE FORMATION%GO%GO:0001838	0	0	0	0	1.788006	0	0
VASOPRESSIN-REGULATED WATER REABSORPTION%KEGG%HSA04962	0	0	0	0	1.7878883	0	0
PHOSPHATIDYLINOSITOL-MEDIATED SIGNALING%GO%GO:0048015	0	0	0	0	1.7861335	0	0
INTRACELLULAR TRANSPORT OF VIRAL MATERIAL%GO%GO:0075733	0	0	0	0	1.7849051	0	0
PLATELET HOMEOSTASIS%REACTOME%REACT_23876.2	0	0	0	0	1.7848784	0	0
G2/M TRANSITION OF MITOTIC CELL CYCLE%GO%GO:0000086	0	0	0	0	1.7842635	0	0
G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%REACT_75780.1	0	0	0	0	1.7842011	0	0
RENAL TUBULE DEVELOPMENT%GO%GO:0061326	0	0	0	0	1.7839928	0	0
GUANOSINE-CONTAINING COMPOUND METABOLIC PROCESS%GO%GO:1901068	0	0	0	0	1.7810385	0	0
MICROTUBULE BUNDLE FORMATION%GO%GO:0001578	0	0	0	0	1.7808347	0	0
CENTROSOME MATURATION%REACTOME%REACT_15479.1	0	0	0	0	1.7801157	0	0
CALMODULIN INDUCED EVENTS%REACTOME%REACT_9000.3	0	0	0	0	1.7796079	0	0
EPHB FORWARD SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPHB FORWARD SIGNALING	0	0	0	0	1.7786262	0	0
PRESYNAPTIC FUNCTION OF KAINATE RECEPTORS%REACTOME%REACT_21254.1	0	0	0	0	1.7784187	0	0
POSITIVE REGULATION OF NEURON PROJECTION DEVELOPMENT%GO%GO:0010976	0	0	0	0	1.7774824	0	0
EGFR DOWNREGULATION%REACTOME%REACT_12484.1	0	0	0	0	1.7774811	0	0
THE CITRIC ACID (TCA) CYCLE AND RESPIRATORY ELECTRON TRANSPORT%REACTOME%REACT_111083.1	0	0	0	0	0	2.4160817	0
MITOCHONDRIAL ELECTRON TRANSPORT, NADH TO UBIQUINONE%GO%GO:0006120	0	0	0	0	0	2.3987231	0
RESPIRATORY ELECTRON TRANSPORT, ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING, AND HEAT PRODUCTION BY UNCOUPLING PROTEINS.%REACTOME%REACT_6305.3	0	0	0	0	0	2.3968856	0
CELLULAR RESPIRATION%GO%GO:0045333	0	0	0	0	0	2.3800797	0
ELECTRON TRANSPORT CHAIN%GO%GO:0022900	0	0	0	0	0	2.3556046	0
RESPIRATORY ELECTRON TRANSPORT CHAIN%GO%GO:0022904	0	0	0	0	0	2.352695	0
RESPIRATORY ELECTRON TRANSPORT%REACTOME%REACT_22393.2	0	0	0	0	0	2.350291	0
OXIDATIVE PHOSPHORYLATION%GO%GO:0006119	0	0	0	0	0	2.3464956	0
ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GO%GO:0042773	0	0	0	0	0	2.32393	0
MITOCHONDRIAL ATP SYNTHESIS COUPLED ELECTRON TRANSPORT%GO%GO:0042775	0	0	0	0	0	2.28609	0
MUSCLE FILAMENT SLIDING%GO%GO:0030049	0	0	0	0	0	2.2449937	0
STRIATED MUSCLE CONTRACTION%REACTOME%REACT_16969.2	0	0	0	0	0	2.2211266	0
ACTIN-MYOSIN FILAMENT SLIDING%GO%GO:0033275	0	0	0	0	0	2.2170594	0
REGULATION OF CARDIAC MUSCLE CELL MEMBRANE POTENTIAL%GO%GO:0086036	0	0	0	0	0	2.2107944	0
CARDIAC MUSCLE CONTRACTION%KEGG%HSA04260	0	0	0	0	0	2.191786	0
PARKINSON'S DISEASE%KEGG%HSA05012	0	0	0	0	0	2.167978	0
ACTIN-MEDIATED CELL CONTRACTION%GO%GO:0070252	0	0	0	0	0	2.1466255	0
REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL%GO%GO:0086001	0	0	0	0	0	2.1375082	0
CARDIAC CELL DEVELOPMENT%GO%GO:0055006	0	0	0	0	0	2.1143825	0
CARDIAC MUSCLE TISSUE MORPHOGENESIS%GO%GO:0055008	0	0	0	0	0	2.111294	0
CARDIAC MUSCLE TISSUE DEVELOPMENT%GO%GO:0048738	0	0	0	0	0	2.0627513	0
MUSCLE CELL DEVELOPMENT%GO%GO:0055001	0	0	0	0	0	2.0483747	0
CARDIAC CHAMBER DEVELOPMENT%GO%GO:0003205	0	0	0	0	0	2.0477285	0
VENTRICULAR CARDIAC MUSCLE TISSUE DEVELOPMENT%GO%GO:0003229	0	0	0	0	0	2.0395627	0
REGULATION OF STRIATED MUSCLE CONTRACTION%GO%GO:0006942	0	0	0	0	0	2.0283744	0
VENTRICULAR CARDIAC MUSCLE TISSUE MORPHOGENESIS%GO%GO:0055010	0	0	0	0	0	2.0275345	0
REGULATION OF CARDIAC MUSCLE CONTRACTION%GO%GO:0055117	0	0	0	0	0	2.0266511	0
MUSCLE ORGAN MORPHOGENESIS%GO%GO:0048644	0	0	0	0	0	2.0243976	0
MUSCLE TISSUE MORPHOGENESIS%GO%GO:0060415	0	0	0	0	0	2.0126736	0
REGULATION OF HEART CONTRACTION%GO%GO:0008016	0	0	0	0	0	2.0090573	0
STRIATED MUSCLE CONTRACTION%GO%GO:0006941	0	0	0	0	0	2.003796	0
REGULATION OF HEART RATE%GO%GO:0002027	0	0	0	0	0	2.002078	0
CARDIOCYTE DIFFERENTIATION%GO%GO:0035051	0	0	0	0	0	1.9903454	0
REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL INVOLVED IN CONTRACTION%GO%GO:0086002	0	0	0	0	0	1.9856597	0
CELL COMMUNICATION INVOLVED IN CARDIAC CONDUCTION%GO%GO:0086065	0	0	0	0	0	1.9684238	0
REGULATION OF MUSCLE CONTRACTION%GO%GO:0006937	0	0	0	0	0	1.9636524	0
STRIATED MUSCLE CELL DEVELOPMENT%GO%GO:0055002	0	0	0	0	0	1.9508723	0
CARDIAC MUSCLE CELL DIFFERENTIATION%GO%GO:0055007	0	0	0	0	0	1.9450934	0
GLYCOLYSIS%HUMANCYC%PWY66-400	0	0	0	0	0	1.9446028	0
CARDIAC VENTRICLE MORPHOGENESIS%GO%GO:0003208	0	0	0	0	0	1.9445382	0
OXIDATIVE PHOSPHORYLATION%KEGG%HSA00190	0	0	0	0	0	1.9187552	0
CARDIAC CONDUCTION%GO%GO:0061337	0	0	0	0	0	1.9153498	0
BASAL CELL CARCINOMA%KEGG%HSA05217	0	0	0	0	0	1.9129612	0
CARDIAC CHAMBER MORPHOGENESIS%GO%GO:0003206	0	0	0	0	0	1.9059243	0
PYRUVATE METABOLISM AND CITRIC ACID (TCA) CYCLE%REACTOME%REACT_1046.4	0	0	0	0	0	1.9041779	0
MYOFIBRIL ASSEMBLY%GO%GO:0030239	0	0	0	0	0	1.90407	0
AEROBIC RESPIRATION%GO%GO:0009060	0	0	0	0	0	1.9023157	0
REGULATION OF CARDIAC MUSCLE CELL CONTRACTION%GO%GO:0086004	0	0	0	0	0	1.8928436	0
GLYCOLYSIS%GO%GO:0006096	0	0	0	0	0	1.8877848	0
ACTIN FILAMENT-BASED MOVEMENT%GO%GO:0030048	0	0	0	0	0	1.8829757	0
GENERATION OF PRECURSOR METABOLITES AND ENERGY%GO%GO:0006091	0	0	0	0	0	1.8806282	0
ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS%GO%GO:0015980	0	0	0	0	0	1.8764797	0
NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS%GO%GO:0009142	0	0	0	0	0	1.8721842	0
CARDIAC ATRIUM DEVELOPMENT%GO%GO:0003230	0	0	0	0	0	1.8691536	0
HEART MORPHOGENESIS%GO%GO:0003007	0	0	0	0	0	1.8650781	0
HEART DEVELOPMENT%GO%GO:0007507	0	0	0	0	0	1.854672	0
TRICARBOXYLIC ACID CYCLE%GO%GO:0006099	0	0	0	0	0	1.850347	0
PYRUVATE METABOLIC PROCESS%GO%GO:0006090	0	0	0	0	0	1.8428527	0
ALZHEIMER'S DISEASE%KEGG%HSA05010	0	0	0	0	0	1.835326	0
ACTOMYOSIN STRUCTURE ORGANIZATION%GO%GO:0031032	0	0	0	0	0	1.8342044	0
CANONICAL WNT RECEPTOR SIGNALING PATHWAY%GO%GO:0060070	0	0	0	0	0	1.828925	0
PURINE RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0009152	0	0	0	0	0	1.8207893	0
REGULATION OF MRNA STABILITY%GO%GO:0043488	0	0	0	0	0	1.8207031	0
CARDIAC MUSCLE CONTRACTION%GO%GO:0060048	0	0	0	0	0	1.8174295	0
MUSCLE CONTRACTION%GO%GO:0006936	0	0	0	0	0	1.8173044	0
