	Fetal_Gut	Immune_Bcell	Adult_UrinaryBladder	Adult_AdrenalGland	Immune_CD4	Fetal_Ovary	Adult_Colon	Fetal_Placenta	Adult_Esophagus	Fetal_Testis	Adult_FrontalCortex	Adult_GallBladder	Fetal_Brain	Adult_Heart	Adult_SpinalCord	Fetal_Heart	Adult_Kidney	Fetal_Liver	Adult_Retina	Adult_Liver	Immune_CD8	Adult_Rectum	Adult_Lung	Immune_Monocyte	Adult_Prostate	Adult_Ovary	Immune_NK	Adult_Pancreas	Immune_Platelet
NATURAL KILLER CELL MEDIATED CYTOTOXICITY%KEGG%HSA04650	0	1.7168536	0	0	1.8830189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7604371	0	0	2.128645	0	0	2.4233012	0	2.5791156
VIRAL INFECTIOUS CYCLE%GO%GO:0019058	0	1.716337	0	0	0	1.6555173	0	2.3768847	0	2.2265294	0	0	0	0	0	1.9348646	0	2.331143	0	0	1.7018728	0	0	0	0	0	0	2.031122	0
EXPORT OF VIRAL RIBONUCLEOPROTEINS FROM NUCLEUS%REACTOME%REACT_6296.2	0	1.7156396	0	0	2.01955	1.8793492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7271137	0	0	0	0	1.8180178	0	0	0
IMMUNE RESPONSE-ACTIVATING SIGNAL TRANSDUCTION%GO%GO:0002757	0	1.7149562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9023368	0	0	1.8729761	0	1.9320116
HOMOLOGOUS RECOMBINATION REPAIR OF REPLICATION-INDEPENDENT DOUBLE-STRAND BREAKS%REACTOME%REACT_1587.3	0	1.712088	0	0	1.7468445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6881894	0	0	0	0	0	0	0	0
RNA POLYMERASE I PROMOTER ESCAPE%REACTOME%REACT_1913.2	0	1.7117549	0	0	1.9834493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6375715	0	0	0	0	0	0	0	0
AMINO ACID ACTIVATION%GO%GO:0043038	0	1.7113776	0	0	1.8120813	1.6371082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA CATABOLIC PROCESS%GO%GO:0006308	0	1.7112504	0	0	1.8860548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7776084	0	0	0	0	0	0	0	0
RIBONUCLEOPROTEIN COMPLEX SUBUNIT ORGANIZATION%GO%GO:0071826	0	1.7106483	0	0	1.9882727	1.8315641	0	0	0	1.8175975	0	0	1.781374	0	0	1.7778336	0	0	0	0	1.7941587	0	0	0	0	0	0	0	0
RNA DEGRADATION%KEGG%HSA03018	0	1.7099048	0	0	2.16213	0	0	0	0	1.7531921	0	0	0	0	0	0	0	0	0	0	1.6985497	0	0	0	0	0	0	0	0
NEUTROPHIL CHEMOTAXIS%GO%GO:0030593	0	1.7071257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1978874	0	0	2.087667	0	2.0460846
MRNA POLYADENYLATION%GO%GO:0006378	0	1.7054043	0	0	1.70298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8345418	0	0	0	0	0	0	0	0
TRANSLATION%REACTOME%REACT_1014.4	0	1.704255	0	0	0	1.6470655	0	2.634175	0	2.1824205	0	0	0	0	0	1.8943608	0	2.643279	0	0	1.7853723	0	0	0	0	0	0	2.353891	0
HIV-1 NEF: NEGATIVE EFFECTOR OF FAS AND TNF-ALPHA%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%HIV-1 NEF: NEGATIVE EFFECTOR OF FAS AND TNF-ALPHA	0	1.7038537	0	0	1.9783405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8058231	0	0	0	0	0	0	0	0
IMMUNE RESPONSE-REGULATING SIGNALING PATHWAY%GO%GO:0002764	0	1.6989844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9228294	0	0	1.9252416	0	1.9112065
BIOCARTA_MEF2D_PATHWAY%MSIGDB_C2%BIOCARTA_MEF2D_PATHWAY	0	1.698695	0	0	1.8954579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8831259	0	0	1.8689246	0	0
U12 DEPENDENT SPLICING%REACTOME%REACT_1753.3	0	1.698336	0	0	2.2183192	2.116558	0	0	0	2.0006835	0	0	0	0	0	0	0	0	0	0	1.8048723	0	0	0	0	0	2.3693235	0	0
LEUKOCYTE ACTIVATION%GO%GO:0045321	0	1.6982555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9175758	0	0	1.8841062	0	0
ANTIVIRAL MECHANISM BY IFN-STIMULATED GENES%REACTOME%REACT_115676.1	0	1.696676	0	0	1.8678582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6866429	0	0	0	0	0	0	0	0
REGULATION OF MEGAKARYOCYTE DIFFERENTIATION%GO%GO:0045652	0	1.6951137	0	0	2.1659627	0	0	2.1970022	0	2.1239738	0	0	2.0369253	0	0	1.9055674	0	2.0934622	0	0	2.2375698	0	0	0	0	0	1.9309504	0	0
SOMATIC DIVERSIFICATION OF IMMUNE RECEPTORS VIA GERMLINE RECOMBINATION WITHIN A SINGLE LOCUS%GO%GO:0002562	0	1.6950619	0	0	0	1.7916657	0	0	0	1.7067142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GO%GO:0050691	0	1.6948122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81434	0	0	0	0	0	1.8186088	0	0
MITOTIC RECOMBINATION%GO%GO:0006312	0	1.6937724	0	0	2.0150228	1.8255546	0	0	0	1.7122004	0	0	0	0	0	1.7424896	0	0	0	0	0	0	0	0	0	0	0	0	0
HOMOLOGOUS RECOMBINATION REPAIR%REACTOME%REACT_1874.3	0	1.6934507	0	0	1.757286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.676617	0	0	0	0	0	0	0	0
TRNA AMINOACYLATION%REACTOME%REACT_15482.3	0	1.6927927	0	0	1.7614607	1.646029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUCLEIC ACID TRANSPORT%GO%GO:0050657	0	1.6926377	0	0	2.1159227	1.7921147	0	0	0	1.7638896	0	0	1.8089917	0	0	0	0	0	0	0	1.8820982	0	0	0	0	0	2.1126902	0	0
TELOMERE MAINTENANCE VIA RECOMBINATION%GO%GO:0000722	0	1.692379	0	0	2.0027165	1.8339081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6351182	0	0	0	0	0	0	0	0
CYTOKINE-MEDIATED SIGNALING PATHWAY%GO%GO:0019221	0	1.692254	0	0	1.7230295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8663086	0	0	1.8451924	0	0
IFN-ALPHA%IOB%IFN-ALPHA	0	1.6919024	0	0	1.8337085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7702491	0	0	0	0	0	0	0	0
NUCLEOBASE-CONTAINING COMPOUND TRANSPORT%GO%GO:0015931	0	1.6897386	0	0	1.9775894	1.7533864	0	0	0	1.6968029	0	0	0	0	0	0	0	0	0	0	1.8647367	0	0	0	0	0	1.9048566	0	0
ISG15 ANTIVIRAL MECHANISM%REACTOME%REACT_115831.1	0	1.689203	0	0	1.8816015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7189642	0	0	0	0	0	0	0	0
BIOCARTA_TNFR2_PATHWAY%MSIGDB_C2%BIOCARTA_TNFR2_PATHWAY	0	1.6885753	0	0	2.0169134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7339404	0	0	0	0	0	0	0	0
REGULATION OF ANDROGEN RECEPTOR ACTIVITY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF ANDROGEN RECEPTOR ACTIVITY	0	1.6882914	0	0	1.7479898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6667311	0	0	0	0	0	0	0	0
IMMUNE RESPONSE-ACTIVATING CELL SURFACE RECEPTOR SIGNALING PATHWAY%GO%GO:0002429	0	1.687718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8701323	0	2.2275758
TOLL-LIKE RECEPTOR 2 SIGNALING PATHWAY%GO%GO:0034134	0	1.6863493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7324419	0	0	1.7839978	0	0	0	0	0
MYD88-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GO%GO:0002755	0	1.6857688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7053015	0	0	1.7801465	0	0	0	0	0
SIGNALING EVENTS MEDIATED BY HDAC CLASS III%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY HDAC CLASS III	0	1.6852202	0	0	1.735298	0	0	0	0	1.9236486	0	0	0	0	0	1.8926268	0	1.7647707	0	0	1.6715826	0	0	0	0	0	0	0	0
T CELL DIFFERENTIATION%GO%GO:0030217	0	1.6838726	0	0	1.9683825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9631122	0	0
COMPLEMENT AND COAGULATION CASCADES%KEGG%HSA04610	0	0	3.1070583	1.9745661	0	0	2.9794264	0	3.0296443	0	0	3.4961107	0	0	1.9086366	0	2.2656596	0	0	0	0	2.47841	3.002816	2.6226797	2.3973882	0	0	0	0
COMPLEMENT CASCADE%REACTOME%REACT_6932.5	0	0	2.873501	2.0054262	0	0	2.6777139	0	2.5026076	0	0	3.2479157	0	0	2.2987046	0	2.211838	0	0	1.9578784	0	2.1393251	2.6272597	2.5248296	2.2995243	0	0	0	0
COMPLEMENT ACTIVATION%GO%GO:0006956	0	0	2.7116308	1.9239826	0	0	2.6328588	0	2.3154404	0	0	2.942918	0	0	2.2732534	0	2.2700498	0	0	0	0	2.3072042	2.6937551	2.3441064	2.3066123	0	0	0	0
PROTEIN ACTIVATION CASCADE%GO%GO:0072376	0	0	2.6785805	1.9734266	0	0	2.6026034	0	2.400658	0	0	3.0072906	0	0	2.1509774	0	2.204847	0	0	0	0	2.2575665	2.7075202	2.4079154	2.3330693	0	0	0	0
HUMORAL IMMUNE RESPONSE%GO%GO:0006959	0	0	2.6467671	0	0	0	2.4531147	0	2.0691876	0	0	2.6885557	0	0	0	0	2.0603187	0	0	0	0	2.1657426	2.6342487	2.2736864	2.058401	0	0	0	0
BETA1 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA1 INTEGRIN CELL SURFACE INTERACTIONS	0	0	2.6013548	0	0	0	2.7085626	2.0358973	0	0	0	3.3318048	0	0	0	0	0	0	0	0	0	3.2897682	3.1313548	0	2.5360634	0	0	0	0
EXTRACELLULAR STRUCTURE ORGANIZATION%GO%GO:0043062	0	0	2.572455	0	0	0	2.6791918	2.2451189	0	0	0	3.4202774	0	0	0	0	0	0	0	0	0	2.4931324	3.0544155	0	2.6572447	0	0	0	0
EXTRACELLULAR MATRIX ORGANIZATION%GO%GO:0030198	0	0	2.563168	0	0	0	2.6669438	2.2057037	0	0	0	3.4148247	0	0	0	0	0	0	0	0	0	2.17248	3.029928	0	2.6592019	0	0	0	0
BIOCARTA_INTRINSIC_PATHWAY%MSIGDB_C2%BIOCARTA_INTRINSIC_PATHWAY	0	0	2.5567703	1.9451004	0	0	2.3692048	0	0	0	0	2.8467486	0	0	0	0	1.9405905	0	0	0	0	2.4620645	2.4852204	0	1.8295243	0	0	0	0
CELL-SUBSTRATE JUNCTION ASSEMBLY%GO%GO:0007044	0	0	2.5548801	0	0	0	2.3440523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.549874	2.0102596	0	2.4330132	0	0	0	0
BIOCARTA_COMP_PATHWAY%MSIGDB_C2%BIOCARTA_COMP_PATHWAY	0	0	2.5483222	1.853467	0	0	2.48513	0	2.3122551	0	0	2.8671224	0	0	2.1443222	0	2.0161228	0	0	2.0374908	0	2.171195	2.3746762	2.411661	2.1982784	0	0	0	0
MUSCLE CONTRACTION%GO%GO:0006936	0	0	2.530647	0	0	0	2.1360445	0	2.9386096	0	0	2.3085537	0	2.6694489	0	1.8173044	0	0	0	0	0	2.3499575	0	0	2.412418	0	0	0	0
EXTRACELLULAR MATRIX ORGANIZATION%REACTOME%REACT_118779.4	0	0	2.5174735	0	0	0	2.6361759	2.4697933	0	0	0	3.4400642	0	0	0	0	0	0	0	0	0	2.720624	3.1149893	0	2.563618	0	0	1.8013245	0
INITIAL TRIGGERING OF COMPLEMENT%REACTOME%REACT_8024.3	0	0	2.4283566	0	0	0	2.117719	0	2.4041014	0	0	2.710458	0	0	1.9568287	0	1.8699363	0	0	2.1001205	0	2.4117491	2.3392684	2.0715485	1.9719083	0	0	0	0
SMOOTH MUSCLE CONTRACTION%REACTOME%REACT_20558.2	0	0	2.4266257	0	0	0	2.2444298	0	0	0	0	2.711677	0	0	0	0	0	0	0	0	0	2.8162222	2.112241	0	2.1910133	0	0	0	2.0388055
MUSCLE SYSTEM PROCESS%GO%GO:0003012	0	0	2.4213195	0	0	0	2.102777	0	2.961861	0	0	2.2191033	0	2.4527779	0	1.7425259	0	0	0	0	0	0	0	0	2.3182428	0	0	0	0
REGULATION OF PROTEIN PROCESSING%GO%GO:0070613	0	0	2.4004831	0	0	0	2.230752	0	1.9756734	0	0	2.907494	0	0	0	0	0	0	0	0	0	0	2.3697195	2.1562006	1.9056886	0	0	0	0
ECM-RECEPTOR INTERACTION%KEGG%HSA04512	0	0	2.3907566	0	0	0	2.6622288	2.0795631	0	0	0	3.1775832	0	0	0	0	0	0	0	0	0	2.968138	2.9855642	0	2.5929742	0	0	0	0
CELL-EXTRACELLULAR MATRIX INTERACTIONS%REACTOME%REACT_20649.1	0	0	2.3889794	0	0	0	2.2675943	0	0	0	0	2.398426	0	0	0	0	0	0	0	0	0	2.3784537	2.1514726	0	2.1258695	0	0	0	1.8716241
CGMP EFFECTS%REACTOME%REACT_23767.1	0	0	2.3846776	0	0	0	1.8606634	0	0	0	0	2.0121186	0	0	0	0	0	0	0	0	0	0	0	0	1.9967234	0	0	0	1.8850418
EXTRACELLULAR MATRIX DISASSEMBLY%GO%GO:0022617	0	0	2.3821292	0	0	0	2.4226875	0	0	0	0	3.3526828	0	0	0	0	0	0	0	0	0	2.892024	2.9813154	0	2.602114	0	0	1.9288764	0
REGULATION OF ACUTE INFLAMMATORY RESPONSE%GO%GO:0002673	0	0	2.3602583	1.8003452	0	0	2.1943772	0	1.9660438	0	0	2.8144028	0	0	0	0	0	0	0	0	0	0	2.1665316	2.2701547	0	0	0	0	0
SMOOTH MUSCLE CONTRACTION%GO%GO:0006939	0	0	2.354857	0	0	0	2.0768132	0	0	0	0	2.4064288	0	0	0	0	0	0	0	0	0	0	0	0	2.3047826	0	0	0	0
EPIDERMIS DEVELOPMENT%GO%GO:0008544	0	0	2.3543043	0	0	0	0	0	2.94281	0	0	0	0	0	0	0	0	0	0	0	0	2.3263028	2.2708774	0	0	0	0	0	0
CELL JUNCTION ASSEMBLY%GO%GO:0034329	0	0	2.342426	0	0	0	2.3736646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9565178	0	0	2.3064365	0	0	0	0
BIOCARTA_AMI_PATHWAY%MSIGDB_C2%BIOCARTA_AMI_PATHWAY	0	0	2.2907116	0	0	0	2.2973785	0	0	0	0	2.886522	0	0	0	0	2.1089325	0	0	0	0	2.1059916	2.5598772	0	1.8372977	0	0	0	0
DITERPENOID METABOLIC PROCESS%GO%GO:0016101	0	0	2.2823534	0	0	0	2.0036113	0	2.2554157	0	0	1.9856131	0	0	0	0	2.5980601	1.7455442	0	2.5144575	0	0	1.955243	0	0	0	0	0	0
REGULATION OF HUMORAL IMMUNE RESPONSE%GO%GO:0002920	0	0	2.2737038	0	0	0	2.2033865	0	1.9256645	0	0	2.798627	0	0	0	0	0	0	0	0	0	0	2.3166378	2.1943216	0	0	0	0	0
CONNECTIVE TISSUE DEVELOPMENT%GO%GO:0061448	0	0	2.263915	0	0	0	0	0	0	0	0	2.1934803	0	0	0	0	0	0	0	0	0	0	2.079712	0	2.1287181	0	0	0	0
CELL ADHESION%GO%GO:0007155	0	0	2.259539	0	0	0	2.1028311	0	0	0	0	2.2930262	0	0	0	0	0	0	0	0	0	0	2.2014034	0	2.0622308	0	0	0	0
RETINOID METABOLIC PROCESS%GO%GO:0001523	0	0	2.258227	0	0	0	1.9962364	0	2.4129174	0	0	1.9483309	0	0	0	0	2.5998802	1.7417456	0	2.4702923	0	0	1.9124193	0	0	0	0	0	0
CELL JUNCTION ORGANIZATION%REACTOME%REACT_20676.1	0	0	2.2421288	0	0	0	2.5199633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1248217	2.4132125	0	2.6137986	0	0	0	0
BIOLOGICAL ADHESION%GO%GO:0022610	0	0	2.2419076	0	0	0	2.1035361	0	0	0	0	2.264451	0	0	0	0	0	0	0	0	0	0	2.2531958	0	2.0568342	0	0	0	0
CELL JUNCTION ORGANIZATION%GO%GO:0034330	0	0	2.2396488	0	0	0	2.3793082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9801793	0	0	2.350461	0	0	0	0
ELASTIC FIBRE FORMATION%REACTOME%REACT_150366.2	0	0	2.2254915	0	0	0	2.2469227	0	0	0	0	2.937581	0	0	0	0	0	0	0	0	0	1.9742572	2.509414	0	2.3652925	0	0	0	0
REGULATION OF COMPLEMENT ACTIVATION%GO%GO:0030449	0	0	2.2205846	0	0	0	2.1540234	0	1.9851854	0	0	2.7040224	0	0	0	0	0	0	0	0	0	0	2.2526293	2.172456	0	0	0	0	0
REGULATION OF PROTEIN ACTIVATION CASCADE%GO%GO:2000257	0	0	2.218756	0	0	0	2.172689	0	1.9348106	0	0	2.6407626	0	0	0	0	0	0	0	0	0	0	2.203899	2.1741343	0	0	0	0	0
CELL-SUBSTRATE ADHESION%GO%GO:0031589	0	0	2.1960025	0	0	0	2.3034732	0	0	0	0	2.7119274	0	0	0	0	0	0	0	0	0	2.1741776	1.9280607	0	2.0428357	0	0	0	0
AMOEBIASIS%KEGG%HSA05146	0	0	2.1940153	0	0	0	1.908936	0	0	0	0	2.1811578	0	0	0	0	0	0	0	0	0	2.0082183	2.088872	0	2.0530024	0	0	0	0
TERPENOID METABOLIC PROCESS%GO%GO:0006721	0	0	2.1870112	0	0	0	1.9934705	0	2.2641695	0	0	2.0675585	0	0	0	0	2.644932	1.7758056	0	2.786923	0	0	1.9550251	0	0	0	0	0	0
CELL-MATRIX ADHESION%GO%GO:0007160	0	0	2.184566	0	0	0	2.2506747	0	0	0	0	2.4370449	0	0	0	0	0	0	0	0	0	1.9444972	2.0146966	0	2.0472674	0	0	0	0
ASSEMBLY OF COLLAGEN FIBRILS AND OTHER MULTIMERIC STRUCTURES%REACTOME%REACT_150180.2	0	0	2.1652877	0	0	0	2.376895	2.419587	0	0	0	3.0881898	0	0	0	0	1.818151	0	0	0	0	3.1700613	3.096772	0	2.5332494	0	0	1.8921043	0
NEGATIVE REGULATION OF COAGULATION%GO%GO:0050819	0	0	2.159632	0	0	0	2.1681914	0	0	0	0	2.559572	0	0	0	0	0	0	0	0	0	0	2.337099	0	1.9236113	0	0	0	0
MUSCLE CONTRACTION%REACTOME%REACT_17044.3	0	0	2.1591702	0	0	0	2.0084646	0	2.9722378	0	0	2.4250681	0	2.091388	0	1.743927	0	0	0	0	0	2.5020394	0	0	2.3299758	0	0	0	0
HYPERTROPHIC CARDIOMYOPATHY (HCM)%KEGG%HSA05410	0	0	2.148178	0	0	0	2.0132878	0	0	0	0	2.2321508	0	2.1727202	0	1.750189	0	0	0	0	0	1.9085929	0	0	2.1448092	0	0	0	0
REGULATION OF COAGULATION%GO%GO:0050818	0	0	2.1457677	0	0	0	2.045786	0	0	0	0	2.3905137	0	0	0	0	0	0	0	0	0	0	2.101008	0	1.8671187	0	0	0	1.9083995
ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY (ARVC)%KEGG%HSA05412	0	0	2.1366956	0	0	0	2.3065944	0	0	0	0	1.8853385	0	2.123418	0	0	0	0	0	0	0	2.4546535	0	0	2.4497638	0	0	0	0
COLLAGEN BIOSYNTHESIS AND MODIFYING ENZYMES%REACTOME%REACT_121139.2	0	0	2.1344867	0	0	0	2.364151	2.7364285	0	0	0	2.865129	0	0	0	0	0	0	0	0	0	2.570503	2.675998	0	2.063477	0	0	0	0
STAPHYLOCOCCUS AUREUS INFECTION%KEGG%HSA05150	0	0	2.133506	0	0	0	2.6567793	0	0	0	0	2.9330566	0	0	2.1940224	0	1.9023882	0	0	0	0	2.158968	3.2675138	2.8042958	2.090726	0	0	0	0
REGULATION OF CARDIAC MUSCLE CELL ACTION POTENTIAL%GO%GO:0086001	0	0	2.1143577	0	0	0	1.9296352	0	0	0	0	0	0	2.883448	0	2.1375082	0	0	0	0	0	2.1601677	0	0	1.9753225	0	0	0	0
REGULATION OF BLOOD COAGULATION%GO%GO:0030193	0	0	2.113962	0	0	0	2.0408714	0	0	0	0	2.429431	0	0	0	0	0	0	0	0	0	0	2.0418472	1.7860936	1.9306189	0	0	0	1.9779162
REGULATION OF IGF ACTIVITY BY IGFBP%REACTOME%REACT_15428.3	0	0	2.109878	0	0	0	1.9227496	0	0	0	0	2.7232268	0	0	0	0	0	0	0	0	0	0	0	1.7767361	2.232615	0	0	0	0
REGULATION OF WOUND HEALING%GO%GO:0061041	0	0	2.1085231	0	0	0	2.0249891	0	0	0	0	2.2842536	0	0	0	0	0	0	0	0	0	0	2.0099626	0	1.9927709	0	0	0	1.8546866
INTEGRIN CELL SURFACE INTERACTIONS%REACTOME%REACT_13552.2	0	0	2.1068895	0	0	0	2.252946	0	0	0	0	2.6748457	0	0	0	0	0	0	0	0	0	2.2562897	2.4959261	0	2.3125389	0	0	0	0
MOLECULES ASSOCIATED WITH ELASTIC FIBRES%REACTOME%REACT_150331.2	0	0	2.0978417	0	0	0	2.0745938	0	0	0	0	2.7180052	0	0	0	0	0	0	0	0	0	0	2.380076	0	2.2512789	0	0	0	0
CELL-CELL ADHESION%GO%GO:0016337	0	0	2.096703	0	0	0	1.903736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.072487	0	1.86094	0	0	0	0
FOCAL ADHESION%KEGG%HSA04510	0	0	2.0886846	0	0	0	2.0338235	0	0	0	0	2.4702027	0	0	0	0	0	0	0	0	0	1.943068	0	0	2.1671605	0	0	0	2.052607
COLLAGEN FORMATION%REACTOME%REACT_120729.4	0	0	2.0788233	0	0	0	2.4008589	2.701956	0	0	0	3.0417943	0	0	0	0	0	0	0	0	0	2.6136262	2.9670436	0	2.2454226	0	0	1.7750527	0
MUSCLE ORGAN DEVELOPMENT%GO%GO:0007517	0	0	2.0766513	0	0	0	2.0136433	0	2.5247872	0	0	2.5496387	0	2.3259428	0	0	0	0	0	0	0	1.9502791	0	0	2.276799	0	0	0	0
REGULATION OF HEMOSTASIS%GO%GO:1900046	0	0	2.0740304	0	0	0	2.0308259	0	0	0	0	2.4628456	0	0	0	0	0	0	0	0	0	0	2.0411475	1.8056724	1.9088259	0	0	0	1.9443887
NEGATIVE REGULATION OF BLOOD COAGULATION%GO%GO:0030195	0	0	2.070805	0	0	0	2.1401715	0	0	0	0	2.5646143	0	0	0	0	0	0	0	0	0	0	2.2788467	1.8331416	2.0192719	0	0	0	0
VASCULAR SMOOTH MUSCLE CONTRACTION%KEGG%HSA04270	0	0	2.0423849	0	0	0	0	0	0	0	1.779611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6334333
NEGATIVE REGULATION OF HEMOSTASIS%GO%GO:1900047	0	0	2.033159	0	0	0	2.1448133	0	0	0	0	2.5591884	0	0	0	0	0	0	0	0	0	0	2.270801	1.8277279	1.9804704	0	0	0	0
REGULATION OF CELLULAR COMPONENT MOVEMENT%GO%GO:0051270	0	0	2.0254886	0	0	0	0	0	0	0	0	2.167384	0	0	0	0	0	0	0	0	0	0	0	0	2.0071285	0	0	0	0
PHOSPHATIDYLINOSITOL SIGNALING SYSTEM%KEGG%HSA04070	0	0	2.0240004	0	0	0	0	0	0	0	1.9469721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.1622267
PHOTOTRANSDUCTION, VISIBLE LIGHT%GO%GO:0007603	0	0	2.0151436	0	0	0	0	0	0	0	0	1.8654652	0	0	0	0	2.0433574	0	0	0	0	0	0	0	1.8724031	0	0	0	0
AMINE LIGAND-BINDING RECEPTORS%REACTOME%REACT_16983.1	0	0	2.0132632	0	0	0	0	0	0	0	2.1072855	1.9419073	1.8587135	0	0	1.7281849	0	0	0	0	0	1.9457945	0	0	0	0	0	0	0
ISOPRENOID METABOLIC PROCESS%GO%GO:0006720	0	0	2.0124042	0	0	0	0	0	2.037386	0	0	0	0	0	0	0	2.4827213	1.8935139	0	2.9075844	0	0	0	0	0	0	0	0	0
VISUAL PHOTOTRANSDUCTION%REACTOME%REACT_160125.1	0	0	2.012025	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2834363	0	0	1.8455615	0	0	0	0	1.907541	0	0	0	0
MULTICELLULAR ORGANISMAL METABOLIC PROCESS%GO%GO:0044236	0	0	2.0055633	0	0	0	2.1340878	1.9711502	0	0	0	3.1924584	0	0	0	0	0	0	0	0	0	2.6611197	2.8518956	0	2.4273424	0	0	1.8779441	0
AMINOGLYCAN CATABOLIC PROCESS%GO%GO:0006026	0	0	2.004607	0	0	0	2.0851488	0	0	0	0	1.9657786	0	0	0	0	0	0	0	0	0	0	0	0	1.9363192	0	0	0	0
GLYCOSAMINOGLYCAN CATABOLIC PROCESS%GO%GO:0006027	0	0	1.9998934	0	0	0	2.068032	0	0	0	0	1.8808259	0	0	0	0	0	0	0	0	0	0	0	0	1.8851303	0	0	0	0
MULTICELLULAR ORGANISMAL CATABOLIC PROCESS%GO%GO:0044243	0	0	1.999372	0	0	0	2.1596022	1.9609164	0	0	0	3.1664639	0	0	0	0	1.7839804	0	0	0	0	2.7925048	2.9148123	0	2.4774632	0	0	1.8770553	0
CELL-CELL COMMUNICATION%REACTOME%REACT_111155.1	0	0	1.9958005	0	0	0	2.0801086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8730102	0	2.2682955	0	0	0	0
MULTICELLULAR ORGANISMAL MACROMOLECULE METABOLIC PROCESS%GO%GO:0044259	0	0	1.9888115	0	0	0	2.158222	2.0000753	0	0	0	3.0443933	0	0	0	0	0	0	0	0	0	2.7076848	2.7877893	0	2.4135134	0	0	1.8450385	0
A TETRASACCHARIDE LINKER SEQUENCE IS REQUIRED FOR GAG SYNTHESIS%REACTOME%REACT_121408.2	0	0	1.9803637	0	0	0	2.2099795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9223974	0	0	1.8529829	0	0	0	0
DISEASES ASSOCIATED WITH VISUAL TRANSDUCTION%REACTOME%REACT_160102.1	0	0	1.97235	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2233543	0	0	1.896447	0	0	0	0	1.892135	0	0	0	0
ACTIVATION OF MATRIX METALLOPROTEINASES%REACTOME%REACT_118682.2	0	0	1.9704256	0	0	0	1.9685558	0	0	0	0	2.5566978	0	0	0	0	0	0	0	0	0	2.1714892	2.5537734	0	2.2399733	0	0	0	0
