Name	GS	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
INHIBITION OF INSULIN SECRETION BY ADRENALINE NORADRENALINE%REACTOME%REACT_18339.2	INHIBITION OF INSULIN SECRETION BY ADRENALINE NORADRENALINE%REACTOME%REACT_18339.2		27	3.24916889	10.4786233	0.01	0.01	0.2996	3097	tags=81%, list=15%, signal=95%
REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030808	REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:0030808		57	1.8643216	6.9484838	0.01	0.01	0.005	3159	tags=49%, list=19%, signal=61%
REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:1900371	REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GO%GO:1900371		57	1.8643216	6.9532079	0.01	0.01	0.00333333333333333	3159	tags=49%, list=19%, signal=61%
GABA SYNTHESIS, RELEASE, REUPTAKE AND DEGRADATION%REACTOME%REACT_23947.1	GABA SYNTHESIS, RELEASE, REUPTAKE AND DEGRADATION%REACTOME%REACT_23947.1		18	3.17814133	9.2027762	0.01	0.01	0	3810	tags=100%, list=16%, signal=119%
REGULATION OF GLUTAMATE RECEPTOR SIGNALING PATHWAY%GO%GO:1900449	REGULATION OF GLUTAMATE RECEPTOR SIGNALING PATHWAY%GO%GO:1900449		20	2.94763729	8.7556628	0.01	0.01	0.108	3446	tags=70%, list=7%, signal=75%
REGULATION OF CAMP METABOLIC PROCESS%GO%GO:0030814	REGULATION OF CAMP METABOLIC PROCESS%GO%GO:0030814		51	1.960492	7.1103013	0.01	0.01	0.001	3159	tags=51%, list=19%, signal=63%
REGULATION OF NEUROLOGICAL SYSTEM PROCESS%GO%GO:0031644	REGULATION OF NEUROLOGICAL SYSTEM PROCESS%GO%GO:0031644		63	1.84225681	6.5492138	0.01	0.01	0.0153333333333333	3667	tags=67%, list=22%, signal=85%
REGULATION OF CYCLIC NUCLEOTIDE METABOLIC PROCESS%GO%GO:0030799	REGULATION OF CYCLIC NUCLEOTIDE METABOLIC PROCESS%GO%GO:0030799		61	1.79770013	6.722101	0.01	0.01	0.00933333333333333	3495	tags=51%, list=21%, signal=64%
NEGATIVE REGULATION OF LYASE ACTIVITY%GO%GO:0051350	NEGATIVE REGULATION OF LYASE ACTIVITY%GO%GO:0051350		17	2.3308606	6.7393904	0.01	0.01	0.0536666666666667	1736	tags=65%, list=11%, signal=72%
NEUROACTIVE LIGAND-RECEPTOR INTERACTION%KEGG%HSA04080	NEUROACTIVE LIGAND-RECEPTOR INTERACTION%KEGG%HSA04080		166	1.59648096	6.4566202	0.01	0.01	0.124	3180	tags=37%, list=19%, signal=46%
REGULATION OF ALPHA-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLE PROPIONATE SELECTIVE GLUTAMATE RECEPTOR ACTIVITY%GO%GO:2000311	REGULATION OF ALPHA-AMINO-3-HYDROXY-5-METHYL-4-ISOXAZOLE PROPIONATE SELECTIVE GLUTAMATE RECEPTOR ACTIVITY%GO%GO:2000311		16	3.0101285	8.4249219	0.01	0.01	0.1225	3446	tags=75%, list=7%, signal=81%
REGULATION OF TRANSMISSION OF NERVE IMPULSE%GO%GO:0051969	REGULATION OF TRANSMISSION OF NERVE IMPULSE%GO%GO:0051969		61	1.86292517	6.5842648	0.01	0.01	0.00766666666666667	3667	tags=67%, list=22%, signal=86%
CHOLINERGIC SYNAPSE%KEGG%HSA04725	CHOLINERGIC SYNAPSE%KEGG%HSA04725		105	2.10873696	8.7960677	0.01	0.01	0.07625	3555	tags=62%, list=20%, signal=77%
INTERACTION BETWEEN L1 AND ANKYRINS%REACTOME%REACT_22266.1	INTERACTION BETWEEN L1 AND ANKYRINS%REACTOME%REACT_22266.1		26	2.7935494	8.7766551	0.01	0.01	0.059	5211	tags=85%, list=16%, signal=101%
INWARDLY RECTIFYING K+ CHANNELS%REACTOME%REACT_75918.1	INWARDLY RECTIFYING K+ CHANNELS%REACTOME%REACT_75918.1		29	2.04725454	6.5786591	0.01	0.01	0.0946666666666667	3177	tags=62%, list=10%, signal=69%
REGULATION OF SYNAPTIC TRANSMISSION%GO%GO:0050804	REGULATION OF SYNAPTIC TRANSMISSION%GO%GO:0050804		55	1.87337749	6.4748036	0.01	0.01	0.0493333333333333	3667	tags=73%, list=22%, signal=93%
SYNAPSE ORGANIZATION%GO%GO:0050808	SYNAPSE ORGANIZATION%GO%GO:0050808		45	1.86283043	6.6378298	0.01	0.01	0.0166666666666667	3820	tags=64%, list=23%, signal=84%
ADP SIGNALLING THROUGH P2Y PURINOCEPTOR 12%REACTOME%REACT_20653.2	ADP SIGNALLING THROUGH P2Y PURINOCEPTOR 12%REACTOME%REACT_20653.2		21	2.94895553	8.8149616	0.01	0.01	0.058	3323	tags=81%, list=15%, signal=95%
REGULATION OF INSULIN SECRETION%REACTOME%REACT_18325.4	REGULATION OF INSULIN SECRETION%REACTOME%REACT_18325.4		75	2.0901159	8.2820112	0.01	0.01	0.2595	3382	tags=71%, list=20%, signal=88%
UNBLOCKING OF NMDA RECEPTOR, GLUTAMATE BINDING AND ACTIVATION%REACTOME%REACT_20594.2	UNBLOCKING OF NMDA RECEPTOR, GLUTAMATE BINDING AND ACTIVATION%REACTOME%REACT_20594.2		16	2.87683772	8.0454774	0.01	0.01	0.325	2780	tags=81%, list=3%, signal=84%
ACTIVATION OF KAINATE RECEPTORS UPON GLUTAMATE BINDING%REACTOME%REACT_21312.1	ACTIVATION OF KAINATE RECEPTORS UPON GLUTAMATE BINDING%REACTOME%REACT_21312.1		32	1.94403677	6.4871179	0.01	0.01	0.0793333333333333	4430	tags=88%, list=27%, signal=119%
GLYCOLYSIS%GO%GO:0006096	GLYCOLYSIS%GO%GO:0006096		32	3.28278843	10.736078	0.01	0.01	0.1908	4427	tags=97%, list=27%, signal=132%
REGULATION OF LYASE ACTIVITY%GO%GO:0051339	REGULATION OF LYASE ACTIVITY%GO%GO:0051339		38	1.82188926	6.2925229	0.01	0.01	0.197666666666667	2533	tags=50%, list=15%, signal=59%
G-PROTEIN ACTIVATION%REACTOME%REACT_15457.1	G-PROTEIN ACTIVATION%REACTOME%REACT_15457.1		27	2.79612303	8.8694619	0.01	0.01	0.11675	2530	tags=70%, list=10%, signal=78%
REGULATION OF WATER BALANCE BY RENAL AQUAPORINS%REACTOME%REACT_24023.1	REGULATION OF WATER BALANCE BY RENAL AQUAPORINS%REACTOME%REACT_24023.1		41	1.78599653	6.3227506	0.01	0.01	0.201666666666667	3675	tags=76%, list=22%, signal=97%
SODIUM ION TRANSPORT%GO%GO:0006814	SODIUM ION TRANSPORT%GO%GO:0006814		39	2.84444464	9.9965763	0.01	0.01	0.2968	4582	tags=56%, list=18%, signal=69%
GLUCAGON-TYPE LIGAND RECEPTORS%REACTOME%REACT_18377.1	GLUCAGON-TYPE LIGAND RECEPTORS%REACTOME%REACT_18377.1		25	2.85213171	8.8799918	0.01	0.01	0.106	2530	tags=60%, list=15%, signal=70%
ALZHEIMER'S DISEASE%KEGG%HSA05010	ALZHEIMER'S DISEASE%KEGG%HSA05010		163	2.14673368	9.3998926	0.01	0.01	0.10675	4685	tags=75%, list=28%, signal=103%
ADENYLATE CYCLASE-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007189	ADENYLATE CYCLASE-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007189		20	2.19587463	6.5255868	0.01	0.01	0.031	3125	tags=80%, list=19%, signal=99%
INSULIN RECEPTOR RECYCLING%REACTOME%REACT_1109.3	INSULIN RECEPTOR RECYCLING%REACTOME%REACT_1109.3		22	3.5014429	10.6824991	0.01	0.01	0.198	3552	tags=73%, list=9%, signal=80%
THROMBOXANE SIGNALLING THROUGH TP RECEPTOR%REACTOME%REACT_20647.2	THROMBOXANE SIGNALLING THROUGH TP RECEPTOR%REACTOME%REACT_20647.2		23	3.40991826	10.6160013	0.01	0.01	0.1968	3023	tags=78%, list=18%, signal=95%
ADENYLATE CYCLASE-INHIBITING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007193	ADENYLATE CYCLASE-INHIBITING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007193		23	2.05587382	6.4276014	0.01	0.01	0.0616666666666667	3098	tags=74%, list=14%, signal=85%
MEMBRANE DEPOLARIZATION%GO%GO:0051899	MEMBRANE DEPOLARIZATION%GO%GO:0051899		39	2.92988413	9.8472556	0.01	0.01	0.382	3344	tags=72%, list=18%, signal=88%
ACTIVATION OF G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%REACT_75831.1	ACTIVATION OF G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%REACT_75831.1		24	2.69684504	8.3224533	0.01	0.01	0.298	3177	tags=71%, list=15%, signal=83%
GAP JUNCTION%KEGG%HSA04540	GAP JUNCTION%KEGG%HSA04540		85	2.30049321	9.3187154	0.01	0.01	0.00425	4294	tags=69%, list=21%, signal=87%
GLYCOLYSIS%REACTOME%REACT_1383.7	GLYCOLYSIS%REACTOME%REACT_1383.7		25	2.74743878	8.4583772	0.01	0.01	0.17875	4427	tags=100%, list=27%, signal=136%
THROMBIN SIGNALLING THROUGH PROTEINASE ACTIVATED RECEPTORS (PARS)%REACTOME%REACT_21384.2	THROMBIN SIGNALLING THROUGH PROTEINASE ACTIVATED RECEPTORS (PARS)%REACTOME%REACT_21384.2		30	3.22004563	10.5284527	0.01	0.01	0.2872	3023	tags=73%, list=18%, signal=89%
NEURON MIGRATION%GO%GO:0001764	NEURON MIGRATION%GO%GO:0001764		24	2.67509262	8.2623179	0.01	0.01	0.11475	3425	tags=67%, list=19%, signal=82%
ENDOCRINE AND OTHER FACTOR-REGULATED CALCIUM REABSORPTION%KEGG%HSA04961	ENDOCRINE AND OTHER FACTOR-REGULATED CALCIUM REABSORPTION%KEGG%HSA04961		45	2.42304918	8.4119103	0.01	0.01	0.127	5540	tags=69%, list=16%, signal=81%
SIGNAL AMPLIFICATION%REACTOME%REACT_20524.2	SIGNAL AMPLIFICATION%REACTOME%REACT_20524.2		30	3.2528059	10.7496711	0.01	0.01	0.1546	4347	tags=77%, list=18%, signal=93%
INHIBITION OF VOLTAGE GATED CA2+ CHANNELS VIA GBETA GAMMA SUBUNITS%REACTOME%REACT_25004.1	INHIBITION OF VOLTAGE GATED CA2+ CHANNELS VIA GBETA GAMMA SUBUNITS%REACTOME%REACT_25004.1		24	2.69684504	8.3039744	0.01	0.01	0.3155	3177	tags=71%, list=15%, signal=83%
SYNAPSE ASSEMBLY%GO%GO:0007416	SYNAPSE ASSEMBLY%GO%GO:0007416		33	2.60045611	8.5733176	0.01	0.01	0.063	2893	tags=61%, list=16%, signal=72%
AQUAPORIN-MEDIATED TRANSPORT%REACTOME%REACT_23887.1	AQUAPORIN-MEDIATED TRANSPORT%REACTOME%REACT_23887.1		47	1.7377547	6.2832738	0.01	0.01	0.176333333333333	3675	tags=66%, list=22%, signal=85%
ENDOTHELINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ENDOTHELINS	ENDOTHELINS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ENDOTHELINS		60	1.69087325	6.5358284	0.01	0.01	0.0573333333333333	3434	tags=67%, list=20%, signal=83%
G ALPHA (I) SIGNALLING EVENTS%REACTOME%REACT_19231.3	G ALPHA (I) SIGNALLING EVENTS%REACTOME%REACT_19231.3		133	2.13092771	8.8670428	0.01	0.01	0.13925	3406	tags=39%, list=19%, signal=48%
G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%REACT_75780.1	G PROTEIN GATED POTASSIUM CHANNELS%REACTOME%REACT_75780.1		24	2.69684504	8.2841713	0.01	0.01	0.30425	3177	tags=71%, list=15%, signal=83%
PROSTACYCLIN SIGNALLING THROUGH PROSTACYCLIN RECEPTOR%REACTOME%REACT_23946.1	PROSTACYCLIN SIGNALLING THROUGH PROSTACYCLIN RECEPTOR%REACTOME%REACT_23946.1		19	2.8948888	8.5244495	0.01	0.01	0.23225	2530	tags=74%, list=15%, signal=86%
CELLULAR RESPONSE TO GLUCAGON STIMULUS%GO%GO:0071377	CELLULAR RESPONSE TO GLUCAGON STIMULUS%GO%GO:0071377		33	1.78845894	6.038203	0.01	0.01	0.385333333333333	3125	tags=76%, list=19%, signal=93%
SINGLE-ORGANISM BEHAVIOR%GO%GO:0044708	SINGLE-ORGANISM BEHAVIOR%GO%GO:0044708		68	1.68573169	6.3670041	0.01	0.01	0.1	3283	tags=50%, list=18%, signal=61%
AMINE COMPOUND SLC TRANSPORTERS%REACTOME%REACT_20679.1	AMINE COMPOUND SLC TRANSPORTERS%REACTOME%REACT_20679.1		26	4.3664376	14.4040469	0.01	0.01	5e-04	3051	tags=50%, list=18%, signal=61%
GLUTAMATE RECEPTOR SIGNALING PATHWAY%GO%GO:0007215	GLUTAMATE RECEPTOR SIGNALING PATHWAY%GO%GO:0007215		24	2.15691974	6.5511953	0.01	0.01	0.0423333333333333	4346	tags=71%, list=11%, signal=79%
GLUCAGON SIGNALING IN METABOLIC REGULATION%REACTOME%REACT_1665.4	GLUCAGON SIGNALING IN METABOLIC REGULATION%REACTOME%REACT_1665.4		33	1.78845914	5.9530772	0.01	0.01	0.469	3125	tags=76%, list=19%, signal=93%
S1P2 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P2 PATHWAY	S1P2 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P2 PATHWAY		24	1.94704564	6.1304914	0.01	0.01	0.332	3526	tags=75%, list=18%, signal=91%
TRANSFERRIN TRANSPORT%GO%GO:0033572	TRANSFERRIN TRANSPORT%GO%GO:0033572		27	2.55126238	8.1824865	0.01	0.01	0.2185	3029	tags=70%, list=11%, signal=79%
LONG-TERM DEPRESSION%KEGG%HSA04730	LONG-TERM DEPRESSION%KEGG%HSA04730		62	1.69007296	6.3560111	0.01	0.01	0.0576666666666667	5176	tags=82%, list=31%, signal=119%
RESPONSE TO GLUCAGON STIMULUS%GO%GO:0033762	RESPONSE TO GLUCAGON STIMULUS%GO%GO:0033762		33	1.78845894	5.9733392	0.01	0.01	0.421666666666667	3125	tags=76%, list=19%, signal=93%
HYDROGEN TRANSPORT%GO%GO:0006818	HYDROGEN TRANSPORT%GO%GO:0006818		35	1.84838675	6.6053067	0.01	0.01	0.137	4535	tags=80%, list=27%, signal=110%
TRIVALENT INORGANIC CATION TRANSPORT%GO%GO:0072512	TRIVALENT INORGANIC CATION TRANSPORT%GO%GO:0072512		27	2.55126238	8.1694152	0.01	0.01	0.21675	3029	tags=70%, list=11%, signal=79%
CARDIAC MUSCLE CONTRACTION%KEGG%HSA04260	CARDIAC MUSCLE CONTRACTION%KEGG%HSA04260		73	2.44697893	9.8857626	0.01	0.01	0.02925	4088	tags=68%, list=25%, signal=91%
DICARBOXYLIC ACID TRANSPORT%GO%GO:0006835	DICARBOXYLIC ACID TRANSPORT%GO%GO:0006835		34	1.82460166	6.0306219	0.01	0.01	0.25	4601	tags=74%, list=22%, signal=95%
FERRIC IRON TRANSPORT%GO%GO:0015682	FERRIC IRON TRANSPORT%GO%GO:0015682		27	2.55126238	8.1005359	0.01	0.01	0.24425	3029	tags=70%, list=11%, signal=79%
G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007186	G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007186		275	1.37472409	6.0533061	0.01	0.01	0.269333333333333	3545	tags=39%, list=21%, signal=49%
NA+ CL- DEPENDENT NEUROTRANSMITTER TRANSPORTERS%REACTOME%REACT_20506.1	NA+ CL- DEPENDENT NEUROTRANSMITTER TRANSPORTERS%REACTOME%REACT_20506.1		17	4.77911601	14.0090549	0.01	0.01	0.003	3051	tags=59%, list=18%, signal=72%
GLUTAMATE NEUROTRANSMITTER RELEASE CYCLE%REACTOME%REACT_12591.4	GLUTAMATE NEUROTRANSMITTER RELEASE CYCLE%REACTOME%REACT_12591.4		15	2.8759888	7.9477508	0.01	0.01	0.303	3763	tags=93%, list=21%, signal=117%
GPCR LIGAND BINDING%REACTOME%REACT_21340.3	GPCR LIGAND BINDING%REACTOME%REACT_21340.3		225	1.86594725	8.8262252	0.01	0.01	0.1205	3180	tags=25%, list=19%, signal=31%
BIOCARTA_CHREBP2_PATHWAY%MSIGDB_C2%BIOCARTA_CHREBP2_PATHWAY	BIOCARTA_CHREBP2_PATHWAY%MSIGDB_C2%BIOCARTA_CHREBP2_PATHWAY		42	1.68731502	5.9594913	0.01	0.01	0.346666666666667	5629	tags=86%, list=34%, signal=130%
PYRUVATE METABOLISM AND CITRIC ACID (TCA) CYCLE%REACTOME%REACT_1046.4	PYRUVATE METABOLISM AND CITRIC ACID (TCA) CYCLE%REACTOME%REACT_1046.4		41	2.7506001	9.8946033	0.01	0.01	0.03975	4229	tags=80%, list=26%, signal=108%
TASTE TRANSDUCTION%KEGG%HSA04742	TASTE TRANSDUCTION%KEGG%HSA04742		29	1.83959129	5.9999049	0.01	0.01	0.328333333333333	3194	tags=66%, list=18%, signal=80%
G BETA:GAMMA SIGNALLING THROUGH PI3KGAMMA%REACTOME%REACT_19290.1	G BETA:GAMMA SIGNALLING THROUGH PI3KGAMMA%REACTOME%REACT_19290.1		24	1.8876725	6.0006286	0.01	0.01	0.392666666666667	2860	tags=67%, list=15%, signal=78%
S1P3 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P3 PATHWAY	S1P3 PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%S1P3 PATHWAY		25	2.5176041	8.0378562	0.01	0.01	0.29025	3235	tags=72%, list=20%, signal=89%
PHOSPHOLIPASE C-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007200	PHOSPHOLIPASE C-ACTIVATING G-PROTEIN COUPLED RECEPTOR SIGNALING PATHWAY%GO%GO:0007200		23	1.94627239	6.0147648	0.01	0.01	0.290333333333333	3180	tags=48%, list=19%, signal=59%
ION CHANNEL TRANSPORT%REACTOME%REACT_25300.3	ION CHANNEL TRANSPORT%REACTOME%REACT_25300.3		112	1.54946319	6.3173359	0.01	0.01	0.073	3518	tags=48%, list=19%, signal=59%
SIGNALING BY GPCR%REACTOME%REACT_14797.3	SIGNALING BY GPCR%REACTOME%REACT_14797.3		484	1.80027249	8.6364851	0.01	0.01	0.24475	4690	tags=40%, list=28%, signal=55%
TRICARBOXYLIC ACID CYCLE%GO%GO:0006099	TRICARBOXYLIC ACID CYCLE%GO%GO:0006099		21	3.11384276	9.7699086	0.01	0.01	0.086	3373	tags=90%, list=20%, signal=114%
G ALPHA (Q) SIGNALLING EVENTS%REACTOME%REACT_18283.4	G ALPHA (Q) SIGNALLING EVENTS%REACTOME%REACT_18283.4		113	1.59383017	6.853202	0.01	0.01	0.0876666666666667	3049	tags=40%, list=18%, signal=48%
LONG-TERM POTENTIATION%KEGG%HSA04720	LONG-TERM POTENTIATION%KEGG%HSA04720		69	1.52557683	5.8476876	0.01	0.01	0.447666666666667	4615	tags=75%, list=28%, signal=104%
BEHAVIOR%GO%GO:0007610	BEHAVIOR%GO%GO:0007610		87	1.54900168	6.1098918	0.01	0.01	0.149	3888	tags=49%, list=24%, signal=64%
PRESYNAPTIC FUNCTION OF KAINATE RECEPTORS%REACTOME%REACT_21254.1	PRESYNAPTIC FUNCTION OF KAINATE RECEPTORS%REACTOME%REACT_21254.1		21	2.6782859	8.0662678	0.01	0.01	0.2915	4430	tags=86%, list=27%, signal=117%
G-PROTEIN BETA:GAMMA SIGNALLING%REACTOME%REACT_19388.4	G-PROTEIN BETA:GAMMA SIGNALLING%REACTOME%REACT_19388.4		27	1.82436934	6.112289	0.01	0.01	0.232	4430	tags=78%, list=27%, signal=106%
ADP SIGNALLING THROUGH P2Y PURINOCEPTOR 1%REACTOME%REACT_19140.3	ADP SIGNALLING THROUGH P2Y PURINOCEPTOR 1%REACTOME%REACT_19140.3		24	2.0229647	6.536735	0.01	0.01	0.0406666666666667	3023	tags=75%, list=18%, signal=91%
AEROBIC RESPIRATION%GO%GO:0009060	AEROBIC RESPIRATION%GO%GO:0009060		32	2.89336114	10.0364282	0.01	0.01	0.04475	4226	tags=88%, list=26%, signal=117%
GPCR DOWNSTREAM SIGNALING%REACTOME%REACT_19184.3	GPCR DOWNSTREAM SIGNALING%REACTOME%REACT_19184.3		390	1.46428695	7.0974312	0.01	0.01	0.01	4430	tags=36%, list=27%, signal=49%
TRANSFERRIN ENDOCYTOSIS AND RECYCLING%REACTOME%REACT_25283.1	TRANSFERRIN ENDOCYTOSIS AND RECYCLING%REACTOME%REACT_25283.1		24	2.6210445	8.1621731	0.01	0.01	0.1955	3029	tags=67%, list=9%, signal=73%
AXON GUIDANCE%KEGG%HSA04360	AXON GUIDANCE%KEGG%HSA04360		123	1.6936521	6.9713555	0.01	0.01	0.00866666666666667	3834	tags=57%, list=23%, signal=74%
NEURON PROJECTION MORPHOGENESIS%GO%GO:0048812	NEURON PROJECTION MORPHOGENESIS%GO%GO:0048812		344	1.41933429	6.3741714	0.01	0.01	0.0266666666666667	4211	tags=57%, list=26%, signal=75%
CELL MORPHOGENESIS INVOLVED IN NEURON DIFFERENTIATION%GO%GO:0048667	CELL MORPHOGENESIS INVOLVED IN NEURON DIFFERENTIATION%GO%GO:0048667		333	1.42110499	6.3987721	0.01	0.01	0.023	4211	tags=56%, list=26%, signal=74%
CITRIC ACID CYCLE (TCA CYCLE)%REACTOME%REACT_1785.4	CITRIC ACID CYCLE (TCA CYCLE)%REACTOME%REACT_1785.4		19	3.08324858	9.4075769	0.01	0.01	0.2425	3373	tags=89%, list=20%, signal=112%
POSITIVE REGULATION OF CELL PROJECTION ORGANIZATION%GO%GO:0031346	POSITIVE REGULATION OF CELL PROJECTION ORGANIZATION%GO%GO:0031346		79	1.5756924	6.1256245	0.01	0.01	0.124	5271	tags=62%, list=24%, signal=81%
HUNTINGTON'S DISEASE%KEGG%HSA05016	HUNTINGTON'S DISEASE%KEGG%HSA05016		178	2.05959564	9.0408982	0.01	0.01	0.1525	5932	tags=62%, list=25%, signal=82%
CALMODULIN INDUCED EVENTS%REACTOME%REACT_9000.3	CALMODULIN INDUCED EVENTS%REACTOME%REACT_9000.3		28	1.775517	5.7499305	0.01	0.01	0.536	4942	tags=82%, list=22%, signal=105%
GASTRIN-CREB SIGNALLING PATHWAY VIA PKC AND MAPK%REACTOME%REACT_120966.2	GASTRIN-CREB SIGNALLING PATHWAY VIA PKC AND MAPK%REACTOME%REACT_120966.2		137	1.47594529	6.4835899	0.01	0.01	0.136666666666667	5145	tags=53%, list=31%, signal=76%
AXONOGENESIS%GO%GO:0007409	AXONOGENESIS%GO%GO:0007409		324	1.41567649	6.3509103	0.01	0.01	0.0296666666666667	4211	tags=56%, list=26%, signal=74%
REGULATION OF CELL PROJECTION ORGANIZATION%GO%GO:0031344	REGULATION OF CELL PROJECTION ORGANIZATION%GO%GO:0031344		145	1.44392193	6.0676257	0.01	0.01	0.152	4754	tags=60%, list=24%, signal=78%
IRON ION TRANSPORT%GO%GO:0006826	IRON ION TRANSPORT%GO%GO:0006826		35	2.3610884	7.9715917	0.01	0.01	0.2915	3781	tags=57%, list=11%, signal=64%
CAM PATHWAY%REACTOME%REACT_9053.3	CAM PATHWAY%REACTOME%REACT_9053.3		28	1.775517	5.7809951	0.01	0.01	0.500333333333333	4942	tags=82%, list=22%, signal=105%
COLLECTING DUCT ACID SECRETION%KEGG%HSA04966	COLLECTING DUCT ACID SECRETION%KEGG%HSA04966		25	2.69689834	8.3359546	0.01	0.01	0.25325	4334	tags=84%, list=26%, signal=114%
CITRATE CYCLE (TCA CYCLE)%KEGG%HSA00020	CITRATE CYCLE (TCA CYCLE)%KEGG%HSA00020		30	2.18803579	7.6153426	0.01	0.01	0.0156666666666667	3373	tags=80%, list=20%, signal=100%
GLUCOSE CATABOLIC PROCESS%GO%GO:0006007	GLUCOSE CATABOLIC PROCESS%GO%GO:0006007		42	2.29975298	8.0587116	0.01	0.01	0.25725	5161	tags=86%, list=31%, signal=124%
G BETA:GAMMA SIGNALLING THROUGH PLC BETA%REACTOME%REACT_19145.1	G BETA:GAMMA SIGNALLING THROUGH PLC BETA%REACTOME%REACT_19145.1		20	2.0763806	6.1193979	0.01	0.01	0.128333333333333	4430	tags=85%, list=27%, signal=116%
NEURON PROJECTION DEVELOPMENT%GO%GO:0031175	NEURON PROJECTION DEVELOPMENT%GO%GO:0031175		377	1.37745912	6.2286259	0.01	0.01	0.0623333333333333	4211	tags=55%, list=26%, signal=72%
REPRODUCTIVE BEHAVIOR%GO%GO:0019098	REPRODUCTIVE BEHAVIOR%GO%GO:0019098		15	2.87614893	7.976714	0.01	0.01	0.277	3446	tags=60%, list=17%, signal=73%
REGULATION OF ACTION POTENTIAL%GO%GO:0001508	REGULATION OF ACTION POTENTIAL%GO%GO:0001508		61	2.0463866	8.009844	0.01	0.01	0.26825	5071	tags=54%, list=16%, signal=64%
NEURON DEVELOPMENT%GO%GO:0048666	NEURON DEVELOPMENT%GO%GO:0048666		414	1.37677207	6.2453948	0.01	0.01	0.0623333333333333	3852	tags=51%, list=23%, signal=65%
LPA RECEPTOR MEDIATED EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LPA RECEPTOR MEDIATED EVENTS	LPA RECEPTOR MEDIATED EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%LPA RECEPTOR MEDIATED EVENTS		61	1.47900205	5.764921	0.01	0.01	0.539666666666667	3925	tags=69%, list=24%, signal=90%
REGULATION OF POSTSYNAPTIC MEMBRANE POTENTIAL%GO%GO:0060078	REGULATION OF POSTSYNAPTIC MEMBRANE POTENTIAL%GO%GO:0060078		16	2.17767955	6.0164021	0.01	0.01	0.134333333333333	4599	tags=88%, list=28%, signal=121%
NEURON DIFFERENTIATION%GO%GO:0030182	NEURON DIFFERENTIATION%GO%GO:0030182		479	1.37376605	6.2870132	0.01	0.01	0.0516666666666667	3874	tags=49%, list=23%, signal=62%
PYRUVATE METABOLISM%KEGG%HSA00620	PYRUVATE METABOLISM%KEGG%HSA00620		40	1.76548767	6.4163026	0.01	0.01	0.119666666666667	5509	tags=85%, list=33%, signal=127%
SYNAPTIC VESICLE TRANSPORT%GO%GO:0048489	SYNAPTIC VESICLE TRANSPORT%GO%GO:0048489		34	1.80681536	5.825275	0.01	0.01	0.181666666666667	4273	tags=59%, list=10%, signal=65%
PROXIMAL TUBULE BICARBONATE RECLAMATION%KEGG%HSA04964	PROXIMAL TUBULE BICARBONATE RECLAMATION%KEGG%HSA04964		22	2.13565182	6.7301439	0.01	0.01	0.039	3048	tags=73%, list=18%, signal=89%
CELL PART MORPHOGENESIS%GO%GO:0032990	CELL PART MORPHOGENESIS%GO%GO:0032990		429	1.34289208	6.0997395	0.01	0.01	0.119	4389	tags=52%, list=27%, signal=69%
AXON GUIDANCE%REACTOME%REACT_18266.1	AXON GUIDANCE%REACTOME%REACT_18266.1		244	1.39286173	6.1512241	0.01	0.01	0.286666666666667	4211	tags=61%, list=26%, signal=80%
EFFECTS OF PIP2 HYDROLYSIS%REACTOME%REACT_2202.7	EFFECTS OF PIP2 HYDROLYSIS%REACTOME%REACT_2202.7		23	1.92777523	5.9613192	0.01	0.01	0.383333333333333	5660	tags=78%, list=31%, signal=114%
