Name	Description	Fetal_Brain	Fetal_Heart	Fetal_Liver	Fetal_Gut	Fetal_Ovary	Fetal_Testis	Fetal_Placenta	Adult_FrontalCortex	Adult_Retina	Adult_SpinalCord	Adult_Lung	Adult_Heart	Adult_Liver	Adult_AdrenalGland	Adult_GallBladder	Adult_Pancreas	Adult_Kidney	Adult_Esophagus	Adult_Colon	Adult_Rectum	Adult_UrinaryBladder	Adult_Prostate	Adult_Ovary	Adult_Testis	Immune_Bcell	Immune_CD4	Immune_CD8	Immune_NK	Immune_Monocyte	Immune_Platelet
ZBTB7B		3	0	0	4	11	0	7	5	4	0	3	0	19	6	2	6	0	0	0	0	3	3	3	4	4	12	5	2	3	2
ZBTB8A		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB8B		0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBTB8OS		5	7	4	0	4	2	0	0	0	0	0	4	5	0	0	6	0	0	3	0	2	4	0	3	4	6	10	3	8	0
ZBTB9		0	14	0	0	0	0	5	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	24	6	4
ZC3H10		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ZC3H11A		11	10	3	10	34	22	0	3	34	0	3	0	3	11	6	46	0	0	13	3	3	14	33	53	84	34	66	37	9	0
ZC3H12A		0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18	7	14	0	0	0
ZC3H12B		0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ZC3H12C		0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	3	3	3	0	0	0
ZC3H12D		4	5	3	9	4	8	0	3	3	5	3	5	5	0	0	5	10	3	3	3	2	5	6	3	23	23	9	0	3	11
ZC3H13		14	13	14	2	29	17	0	0	7	2	0	4	0	14	0	6	0	0	3	0	0	2	8	8	22	18	44	52	12	6
ZC3H14		9	15	16	9	34	45	3	0	20	2	0	0	0	10	0	32	0	6	3	0	3	7	27	52	31	44	47	40	15	0
ZC3H15		18	19	11	16	42	10	14	18	20	7	0	4	9	14	20	32	9	4	38	3	20	19	27	41	84	15	57	66	22	3
ZC3H18		20	26	11	11	25	12	3	3	19	2	0	0	0	98	0	29	5	0	9	0	5	12	39	42	82	24	58	41	12	0
ZC3H3		0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	2	0	0
ZC3H4		17	23	15	16	57	29	7	4	18	7	3	0	0	6	14	49	4	0	19	3	3	16	28	33	55	31	88	71	22	9
ZC3H6		3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	13	0	3	0
ZC3H7A		0	6	0	2	0	0	0	0	7	2	0	0	0	6	0	6	0	11	3	0	0	5	11	0	5	10	9	0	10	0
ZC3H7B		6	5	0	21	10	5	0	0	12	2	0	0	0	3	0	6	0	0	3	0	3	5	7	8	10	12	15	5	13	0
ZC3H8		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	3	5	0	0	0
ZC3HAV1		0	34	50	6	34	27	14	13	20	31	13	0	10	70	35	51	5	6	30	0	16	14	46	40	99	106	122	83	45	43
ZC3HAV1L		12	21	33	21	74	54	9	0	0	0	3	0	0	17	9	3	5	0	4	3	8	9	20	25	0	0	5	0	0	18
ZC3HC1		3	14	5	4	20	12	3	0	10	0	0	0	0	14	9	17	0	0	6	0	3	12	10	24	32	23	18	28	20	0
ZC4H2		3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0
ZCCHC10		0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	5	8	0	0	0
ZCCHC11		6	0	0	0	4	5	0	3	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	14	5	9	0	7	0
ZCCHC14		0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZCCHC17		3	0	0	0	11	0	0	0	15	0	0	0	0	0	3	3	0	0	0	0	0	0	3	19	10	7	10	7	0	0
ZCCHC2		0	3	8	9	11	0	7	0	0	0	3	0	3	3	2	0	13	0	5	5	5	5	7	3	0	0	0	2	6	0
ZCCHC24		0	3	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	0	0	0	0	0	0
ZCCHC3		22	24	21	5	79	104	0	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	13	24	3	3	0	0	0	0
ZCCHC4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ZCCHC6		7	6	3	0	4	0	14	3	0	0	5	5	0	0	0	6	0	0	3	0	3	2	0	5	36	15	30	14	16	6
ZCCHC7		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	0	3	0	0	0
ZCCHC8		6	21	22	8	38	21	3	0	25	0	0	0	3	7	3	43	0	6	9	3	0	7	12	23	69	38	59	26	24	0
ZCCHC9		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	7	4	0	0	0
ZCRB1		9	3	3	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	8	3	0	0	0	0	0
ZCWPW1		0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	10	0	0	0	0	0	0
ZDBF2		0	0	0	0	0	17	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0
ZDHHC1		5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC13		3	0	0	0	0	0	0	3	20	0	0	0	0	0	0	3	0	0	3	0	0	5	0	19	3	0	3	0	3	0
ZDHHC14		0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0
ZDHHC15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0
ZDHHC17		3	0	0	0	4	0	0	3	7	5	0	0	0	0	0	3	0	0	0	0	0	2	3	3	0	0	3	0	3	0
ZDHHC18		5	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ZDHHC2		0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	3	0
ZDHHC20		0	3	0	3	4	2	0	8	0	11	5	0	0	0	0	0	0	3	3	0	0	5	0	5	8	0	8	0	21	2
ZDHHC21		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC24		0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
ZDHHC3		0	0	0	0	0	2	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	3	0	0	0	0	0
ZDHHC4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0
ZDHHC5		3	3	4	2	4	2	0	25	10	2	0	0	3	0	6	12	0	0	0	0	3	5	3	5	0	0	10	7	0	0
ZDHHC6		0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	3	5	0	0	0
ZDHHC8		0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZDHHC9		0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZEB1		3	17	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	2	16	0	5	0	3	6	0	0
ZEB2		3	15	12	6	14	2	0	5	3	2	0	0	0	55	9	0	0	0	0	0	5	2	32	0	8	0	8	8	11	0
ZER1		6	5	0	0	6	5	0	17	11	9	0	5	0	23	0	0	0	0	3	0	8	4	8	5	8	4	6	0	0	0
ZFAND1		5	3	0	4	11	5	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	3	3	6	6	9	2	0	7
ZFAND2B		0	0	7	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	5	3	3	16
ZFAND3		0	6	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFAND5		0	3	0	0	5	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ZFAND6		0	4	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	7	0	0	3	0
ZFAT		0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	3	0	0	0
ZFC3H1		8	11	14	4	8	31	22	3	4	0	12	4	11	16	2	18	13	18	0	3	3	3	3	11	13	9	10	8	21	17
ZFHX2		0	0	0	0	0	2	3	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZFHX3		0	4	0	0	0	0	0	0	0	0	0	0	6	14	0	0	0	0	0	0	0	2	0	0	0	0	3	2	0	0
ZFHX4		3	5	0	0	0	2	0	7	0	0	0	8	0	7	0	0	0	0	3	0	0	3	0	3	0	0	0	2	0	0
ZFP1		0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	9	0
ZFP106		0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	3	6	3	0	3	0
ZFP112		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	2	0	0	2	0	0
ZFP14		0	6	5	6	12	0	0	10	8	0	3	0	0	11	3	3	4	0	0	0	0	5	19	7	15	0	10	10	9	0
ZFP161		0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	10	3	8	9	0	0
ZFP2		0	6	5	9	10	0	0	10	8	0	3	0	0	11	3	0	4	0	0	0	0	5	16	7	15	0	10	10	9	0
ZFP28		0	6	5	6	12	2	0	10	8	0	3	0	0	11	3	3	4	0	0	0	0	5	19	7	16	0	10	14	9	0
ZFP3		0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0
ZFP30		0	3	0	5	5	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	2	9	0
ZFP36		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ZFP36L1		0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	5	6	0	0	0	0	0	0
ZFP36L2		0	0	0	3	0	2	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	2	8	3	3	0	12	2	3	0
ZFP37		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0
ZFP41		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ZFP42		5	4	3	0	5	2	5	3	3	0	0	0	0	0	0	3	0	0	0	0	2	0	4	3	21	16	23	7	16	0
ZFP62		0	3	5	9	10	0	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	19	7	15	0	12	10	9	4
ZFP64		0	0	5	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	2	0	0
ZFP82		0	3	0	5	5	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	9	0
ZFP90		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0
ZFP91		4	17	6	3	16	10	0	8	17	0	0	0	0	12	3	12	0	0	0	0	3	2	6	15	30	7	19	24	0	0
ZFPL1		8	7	13	9	11	10	7	5	12	2	3	0	0	20	6	3	4	0	6	0	3	0	7	11	5	7	3	5	15	2
ZFPM1		0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	2
ZFPM2		0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ZFR		27	52	35	28	66	60	7	29	81	14	0	0	6	34	17	49	0	5	0	0	18	33	88	98	49	38	68	26	24	10
ZFR2		0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ZFX		0	3	0	0	0	2	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	18	5	18	9	9	0
ZFY		0	3	0	0	0	2	0	3	7	0	0	0	0	0	0	3	0	0	0	0	0	0	4	6	18	5	18	12	9	0
ZFYVE1		8	0	3	0	5	7	0	8	22	3	0	0	0	17	0	3	0	0	3	0	3	2	3	8	0	3	0	0	0	0
ZFYVE16		0	7	2	0	4	5	0	3	5	2	0	0	0	0	0	23	0	0	0	0	0	2	11	41	3	0	0	0	21	0
ZFYVE19		11	14	11	9	29	15	0	10	10	9	5	0	10	19	20	16	4	3	3	3	10	7	11	35	3	3	8	2	7	6
ZFYVE20		16	7	0	3	19	12	0	31	27	7	5	0	0	6	9	12	0	6	9	0	15	19	16	24	11	3	15	2	0	0
ZFYVE21		0	0	6	2	7	16	0	18	10	9	0	0	0	6	6	6	5	0	4	3	8	4	12	18	3	0	0	0	3	6
ZFYVE26		0	5	2	0	4	0	0	0	5	2	0	0	0	5	3	6	0	0	3	3	5	2	8	8	38	6	5	2	8	2
ZFYVE27		0	3	0	2	0	0	0	7	17	0	0	0	0	6	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ZFYVE28		0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
ZFYVE9		3	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ZG16		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	80	0	2	0	0	0	0	0	0	0	0
ZG16B		0	0	0	0	0	0	0	0	0	13	0	0	0	41	0	0	0	0	0	0	7	7	0	0	0	6	0	2	0	0
ZGLP1		0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ZGPAT		0	0	3	0	15	2	0	3	3	0	0	3	0	6	3	17	0	0	0	0	3	7	8	30	35	26	30	21	9	0
ZHX1		0	3	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	2	0	2
ZHX2		0	4	0	0	5	2	0	0	0	0	3	0	0	5	0	23	0	0	3	0	0	0	8	0	82	13	30	5	0	0
ZHX3		0	5	0	4	0	0	0	0	5	0	0	0	0	28	0	12	0	0	0	0	3	5	8	3	8	0	4	2	0	0
ZIC1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ZIC2		0	0	0	0	0	0	10	0	0	0	5	0	7	0	0	0	0	0	0	0	0	0	0	0	2	8	14	8	34	0
ZIC4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	2	0	0
ZIM2		0	0	0	0	4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3	8	0	0	0	0	0	0
ZIM3		0	3	5	9	10	0	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	16	7	15	0	10	10	9	0
ZKSCAN1		3	3	2	0	5	7	0	0	7	0	0	0	0	6	0	3	0	0	3	0	0	2	5	5	3	0	8	2	9	0
ZKSCAN2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	2	9	0
ZKSCAN3		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	9	0
ZKSCAN4		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	5	0	9	0
ZKSCAN5		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	3	2	9	0
ZMAT1		0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMAT2		5	8	10	4	14	5	3	3	5	0	0	0	0	7	6	9	0	0	3	0	2	8	7	15	15	12	29	13	8	0
ZMAT3		0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ZMAT4		0	0	0	0	0	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMIZ1		6	4	0	0	4	2	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	11	3	3	0	8	2	0	0
ZMIZ2		6	3	0	0	6	2	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	5	3	5	0	4	2	0	0
ZMPSTE24		5	17	28	11	38	50	23	30	32	19	23	6	10	40	27	38	26	14	19	5	15	13	50	41	29	26	33	20	34	51
ZMYM1		0	9	6	0	0	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
ZMYM2		11	20	0	2	55	11	0	3	32	0	0	0	0	0	6	3	0	0	0	0	0	0	7	27	15	7	21	0	3	0
ZMYM3		8	13	5	0	35	21	0	0	20	0	0	0	0	0	0	3	0	0	0	0	0	0	23	18	22	14	20	2	6	0
ZMYM4		22	10	4	2	10	14	0	0	22	0	0	0	0	7	0	9	0	0	0	0	3	2	21	16	38	3	32	6	0	0
ZMYM6		0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYM6NB		0	0	2	0	5	0	0	0	0	0	3	0	0	6	0	6	0	0	0	0	0	0	6	3	2	3	3	0	3	0
ZMYND10		14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	27	0	0	0	0	0	0
ZMYND11		3	3	0	2	0	5	0	0	5	0	0	0	0	0	0	3	0	0	0	0	5	5	21	7	21	7	23	5	0	0
ZMYND12		0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYND15		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ZMYND17		0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYND19		0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZMYND8		15	5	3	6	43	24	0	0	12	0	0	0	0	8	3	12	0	0	0	0	0	2	10	7	28	15	17	5	18	0
ZNF10		0	3	0	5	5	0	0	3	0	0	0	0	6	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	9	0
ZNF100		0	3	5	9	10	2	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	16	7	15	0	10	10	9	0
ZNF101		0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	0
ZNF107		0	3	5	9	10	0	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	16	7	15	0	10	10	9	0
ZNF114		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0
ZNF117		0	3	5	9	10	0	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	19	7	15	0	10	10	9	0
ZNF12		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ZNF121		0	6	0	5	5	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	9	9	0
ZNF124		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	9	9	0
ZNF131		0	0	0	0	7	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	8	15	3	10	0	0	0
ZNF132		0	3	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	9	0
ZNF133		0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ZNF134		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ZNF135		0	3	5	9	10	0	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	16	7	16	0	10	10	9	0
ZNF136		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	12	9	0
ZNF138		0	3	5	9	10	0	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	16	6	15	0	10	11	0	0
ZNF14		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	9	0	0
ZNF140		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ZNF141		0	3	5	9	10	2	0	8	9	0	3	0	3	11	3	0	4	0	0	0	0	5	9	9	15	0	10	10	9	0
ZNF142		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	9	0
ZNF143		0	10	16	0	7	7	0	0	15	0	0	0	0	0	0	6	0	0	0	0	0	0	16	11	15	14	30	15	9	0
ZNF146		0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0
ZNF148		5	4	0	2	4	0	0	0	10	0	0	0	0	0	3	17	0	0	0	0	0	2	21	8	28	15	36	17	9	0
ZNF154		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ZNF155		0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	3	5	9	0
ZNF157		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ZNF16		3	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	3	3	3	0	9	0
ZNF160		0	3	5	9	10	0	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	19	7	24	0	13	11	9	0
ZNF165		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ZNF167		0	8	5	9	10	0	5	8	9	3	3	3	0	11	3	0	4	0	3	3	3	5	16	7	12	0	14	12	9	13
ZNF17		0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF174		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0
ZNF175		0	3	5	9	10	0	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	16	7	15	0	10	10	9	0
ZNF177		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0
ZNF18		0	3	5	9	10	0	0	8	9	0	3	0	0	11	3	0	5	0	0	0	0	5	16	6	16	0	10	11	3	0
ZNF180		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	9	0
ZNF181		3	3	5	21	10	0	0	8	9	0	3	0	0	11	3	0	4	0	0	0	0	5	16	7	16	0	10	9	9	0
ZNF182		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	9	0
ZNF184		0	6	5	9	10	0	0	8	8	0	3	0	0	14	3	0	4	0	0	0	0	5	16	7	17	0	16	10	9	0
ZNF185		0	45	0	4	47	36	24	7	3	0	7	5	0	53	0	29	0	109	0	0	3	160	0	0	0	0	5	2	27	63
ZNF187		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	5	2	9	0
ZNF189		0	3	5	9	10	0	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	16	7	15	0	10	10	9	0
ZNF19		0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ZNF192		0	3	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	3	6	4	7	2	8	0
ZNF193		0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF195		0	3	5	6	10	0	0	8	8	0	3	0	0	11	3	0	4	0	3	0	0	5	16	7	15	0	13	10	9	0
ZNF197		0	3	5	9	10	0	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	16	7	15	0	10	10	9	0
ZNF2		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ZNF20		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	7	0
ZNF200		0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ZNF202		0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0
ZNF205		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ZNF207		22	13	10	12	33	12	10	7	14	0	10	0	4	11	3	7	4	11	0	8	4	12	16	24	35	20	31	23	17	0
ZNF208		0	3	5	9	11	0	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	19	7	15	0	10	10	9	0
ZNF212		0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	3	0	0	0	0	0	3	0
ZNF213		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ZNF214		0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ZNF215		0	3	5	9	10	0	0	8	8	0	3	0	0	11	3	0	4	0	0	0	0	5	16	6	17	0	12	12	0	0
ZNF217		0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	6	3	13	0	3	0
ZNF219		0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF22		12	13	6	20	38	51	5	8	22	0	29	0	0	17	6	32	4	0	3	0	0	7	66	37	51	49	52	62	14	0
ZNF221		6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0	3	5	9	0
ZNF222		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	3	5	9	0
